UTC time,hydro,other
2023-07-18 00:00:00,1087.0,236.0
2023-07-18 01:00:00,660.0,235.0
2023-07-18 02:00:00,474.0,236.0
2023-07-18 03:00:00,338.0,236.0
2023-07-18 04:00:00,337.0,232.0
2023-07-18 05:00:00,251.0,202.0
2023-07-18 06:00:00,205.0,184.0
2023-07-18 07:00:00,204.0,182.0
2023-07-18 08:00:00,202.0,178.0
2023-07-18 09:00:00,204.0,178.0
2023-07-18 10:00:00,204.0,178.0
2023-07-18 11:00:00,201.0,179.0
2023-07-18 12:00:00,183.0,187.0
2023-07-18 13:00:00,182.0,216.0
2023-07-18 14:00:00,180.0,228.0
2023-07-18 15:00:00,214.0,232.0
2023-07-18 16:00:00,205.0,235.0
2023-07-18 17:00:00,213.0,235.0
2023-07-18 18:00:00,479.0,235.0
2023-07-18 19:00:00,825.0,235.0
2023-07-18 20:00:00,1048.0,236.0
2023-07-18 21:00:00,1225.0,235.0
2023-07-18 22:00:00,1223.0,236.0
2023-07-18 23:00:00,1218.0,236.0
