Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
39360,2023-07-01 00:00:00,2024-07-17 00:00:00,3.1,137.47,1165.0,235.0
39361,2023-07-01 01:00:00,2024-07-17 00:00:00,3.1,192.1,707.0,234.0
39362,2023-07-01 02:00:00,2024-07-17 00:00:00,3.1,265.8,422.0,235.0
39363,2023-07-01 03:00:00,2024-07-17 00:00:00,3.1,314.25,311.0,234.0
39364,2023-07-01 04:00:00,2024-07-17 00:00:00,3.1,319.42,286.0,222.0
39365,2023-07-01 05:00:00,2024-07-17 00:00:00,3.1,315.63,286.0,217.0
39366,2023-07-01 06:00:00,2024-07-17 00:00:00,3.1,346.77,232.0,212.0
39367,2023-07-01 07:00:00,2024-07-17 00:00:00,3.1,386.14,182.0,210.0
39368,2023-07-01 08:00:00,2024-07-17 00:00:00,3.1,502.54,85.0,206.0
39369,2023-07-01 09:00:00,2024-07-17 00:00:00,3.1,668.56,10.0,205.0
39370,2023-07-01 10:00:00,2024-07-17 00:00:00,3.1,677.78,7.0,206.0
39371,2023-07-01 11:00:00,2024-07-17 00:00:00,3.1,674.85,8.0,207.0
39372,2023-07-01 12:00:00,2024-07-17 00:00:00,3.1,677.89,7.0,207.0
39373,2023-07-01 13:00:00,2024-07-17 00:00:00,3.1,677.99,7.0,208.0
39374,2023-07-01 14:00:00,2024-07-17 00:00:00,3.1,673.78,9.0,223.0
39375,2023-07-01 15:00:00,2024-07-17 00:00:00,3.1,618.68,32.0,234.0
39376,2023-07-01 16:00:00,2024-07-17 00:00:00,3.1,614.56,34.0,235.0
39377,2023-07-01 17:00:00,2024-07-17 00:00:00,3.1,606.25,38.0,236.0
39378,2023-07-01 18:00:00,2024-07-17 00:00:00,3.1,484.46,110.0,235.0
39379,2023-07-01 19:00:00,2024-07-17 00:00:00,3.1,337.86,270.0,234.0
39380,2023-07-01 20:00:00,2024-07-17 00:00:00,3.1,183.38,765.0,236.0
39381,2023-07-01 21:00:00,2024-07-17 00:00:00,3.1,166.22,882.0,235.0
39382,2023-07-01 22:00:00,2024-07-17 00:00:00,3.1,161.9,917.0,235.0
39383,2023-07-01 23:00:00,2024-07-17 00:00:00,3.1,175.51,817.0,236.0
