UTC time,hydro,other
2023-06-06 00:00:00,1209.0,235.0
2023-06-06 01:00:00,780.0,234.0
2023-06-06 02:00:00,702.0,234.0
2023-06-06 03:00:00,617.0,233.0
2023-06-06 04:00:00,504.0,234.0
2023-06-06 05:00:00,432.0,233.0
2023-06-06 06:00:00,307.0,236.0
2023-06-06 07:00:00,304.0,236.0
2023-06-06 08:00:00,301.0,235.0
2023-06-06 09:00:00,298.0,235.0
2023-06-06 10:00:00,259.0,235.0
2023-06-06 11:00:00,254.0,235.0
2023-06-06 12:00:00,227.0,236.0
2023-06-06 13:00:00,224.0,237.0
2023-06-06 14:00:00,231.0,237.0
2023-06-06 15:00:00,225.0,237.0
2023-06-06 16:00:00,239.0,235.0
2023-06-06 17:00:00,497.0,235.0
2023-06-06 18:00:00,602.0,236.0
2023-06-06 19:00:00,841.0,236.0
2023-06-06 20:00:00,1045.0,236.0
2023-06-06 21:00:00,1181.0,236.0
2023-06-06 22:00:00,1262.0,236.0
2023-06-06 23:00:00,1258.0,236.0
