UTC time,hydro,other
2023-04-16 00:00:00,729.0,0.0
2023-04-16 01:00:00,731.0,0.0
2023-04-16 02:00:00,735.0,0.0
2023-04-16 03:00:00,723.0,0.0
2023-04-16 04:00:00,567.0,0.0
2023-04-16 05:00:00,561.0,0.0
2023-04-16 06:00:00,472.0,0.0
2023-04-16 07:00:00,466.0,0.0
2023-04-16 08:00:00,465.0,0.0
2023-04-16 09:00:00,427.0,0.0
2023-04-16 10:00:00,424.0,0.0
2023-04-16 11:00:00,483.0,0.0
2023-04-16 12:00:00,482.0,0.0
2023-04-16 13:00:00,545.0,0.0
2023-04-16 14:00:00,723.0,0.0
2023-04-16 15:00:00,564.0,0.0
2023-04-16 16:00:00,540.0,0.0
2023-04-16 17:00:00,523.0,0.0
2023-04-16 18:00:00,459.0,0.0
2023-04-16 19:00:00,404.0,0.0
2023-04-16 20:00:00,404.0,0.0
2023-04-16 21:00:00,449.0,0.0
2023-04-16 22:00:00,453.0,0.0
2023-04-16 23:00:00,622.0,0.0
