Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
36456,2023-03-02 00:00:00,2024-07-17 00:00:00,3.1,128.16,1098.0,200.0
36457,2023-03-02 01:00:00,2024-07-17 00:00:00,3.1,128.36,1101.0,201.0
36458,2023-03-02 02:00:00,2024-07-17 00:00:00,3.1,138.0,986.0,200.0
36459,2023-03-02 03:00:00,2024-07-17 00:00:00,3.1,162.38,777.0,200.0
36460,2023-03-02 04:00:00,2024-07-17 00:00:00,3.1,162.96,715.0,185.0
36461,2023-03-02 05:00:00,2024-07-17 00:00:00,3.1,145.29,718.0,157.0
36462,2023-03-02 06:00:00,2024-07-17 00:00:00,3.1,143.75,720.0,155.0
36463,2023-03-02 07:00:00,2024-07-17 00:00:00,3.1,156.15,642.0,156.0
36464,2023-03-02 08:00:00,2024-07-17 00:00:00,3.1,156.82,638.0,156.0
36465,2023-03-02 09:00:00,2024-07-17 00:00:00,3.1,156.97,633.0,155.0
36466,2023-03-02 10:00:00,2024-07-17 00:00:00,3.1,156.98,637.0,156.0
36467,2023-03-02 11:00:00,2024-07-17 00:00:00,3.1,155.82,644.0,156.0
36468,2023-03-02 12:00:00,2024-07-17 00:00:00,3.1,133.69,888.0,172.0
36469,2023-03-02 13:00:00,2024-07-17 00:00:00,3.1,147.19,893.0,199.0
36470,2023-03-02 14:00:00,2024-07-17 00:00:00,3.1,135.83,1009.0,200.0
36471,2023-03-02 15:00:00,2024-07-17 00:00:00,3.1,131.84,1059.0,201.0
36472,2023-03-02 16:00:00,2024-07-17 00:00:00,3.1,136.85,998.0,200.0
36473,2023-03-02 17:00:00,2024-07-17 00:00:00,3.1,148.89,887.0,201.0
36474,2023-03-02 18:00:00,2024-07-17 00:00:00,3.1,150.44,878.0,202.0
36475,2023-03-02 19:00:00,2024-07-17 00:00:00,3.1,156.95,821.0,201.0
36476,2023-03-02 20:00:00,2024-07-17 00:00:00,3.1,156.95,821.0,201.0
36477,2023-03-02 21:00:00,2024-07-17 00:00:00,3.1,156.69,823.0,201.0
36478,2023-03-02 22:00:00,2024-07-17 00:00:00,3.1,170.89,724.0,201.0
36479,2023-03-02 23:00:00,2024-07-17 00:00:00,3.1,170.0,726.0,200.0
