Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
42552,2023-11-11 00:00:00,2024-07-17 00:00:00,3.1,24.0,537.0,0.0
42553,2023-11-11 01:00:00,2024-07-17 00:00:00,3.1,24.0,602.0,0.0
42554,2023-11-11 02:00:00,2024-07-17 00:00:00,3.1,24.0,495.0,0.0
42555,2023-11-11 03:00:00,2024-07-17 00:00:00,3.1,24.0,317.0,0.0
42556,2023-11-11 04:00:00,2024-07-17 00:00:00,3.1,24.0,10.0,0.0
42557,2023-11-11 05:00:00,2024-07-17 00:00:00,3.1,24.0,7.0,0.0
42558,2023-11-11 06:00:00,2024-07-17 00:00:00,3.1,24.0,7.0,0.0
42559,2023-11-11 07:00:00,2024-07-17 00:00:00,3.1,24.0,7.0,0.0
42560,2023-11-11 08:00:00,2024-07-17 00:00:00,3.1,24.0,7.0,0.0
42561,2023-11-11 09:00:00,2024-07-17 00:00:00,3.1,24.0,7.0,0.0
42562,2023-11-11 10:00:00,2024-07-17 00:00:00,3.1,24.0,7.0,0.0
42563,2023-11-11 11:00:00,2024-07-17 00:00:00,3.1,24.0,7.0,0.0
42564,2023-11-11 12:00:00,2024-07-17 00:00:00,3.1,24.0,7.0,0.0
42565,2023-11-11 13:00:00,2024-07-17 00:00:00,3.1,24.0,7.0,0.0
42566,2023-11-11 14:00:00,2024-07-17 00:00:00,3.1,24.0,14.0,0.0
42567,2023-11-11 15:00:00,2024-07-17 00:00:00,3.1,24.0,157.0,0.0
42568,2023-11-11 16:00:00,2024-07-17 00:00:00,3.1,24.0,161.0,0.0
42569,2023-11-11 17:00:00,2024-07-17 00:00:00,3.1,24.0,168.0,0.0
42570,2023-11-11 18:00:00,2024-07-17 00:00:00,3.1,24.0,9.0,0.0
42571,2023-11-11 19:00:00,2024-07-17 00:00:00,3.1,24.0,7.0,0.0
42572,2023-11-11 20:00:00,2024-07-17 00:00:00,3.1,24.0,7.0,0.0
42573,2023-11-11 21:00:00,2024-07-17 00:00:00,3.1,24.0,8.0,0.0
42574,2023-11-11 22:00:00,2024-07-17 00:00:00,3.1,24.0,26.0,0.0
42575,2023-11-11 23:00:00,2024-07-17 00:00:00,3.1,24.0,27.0,0.0
