UTC time,hydro,other
2023-03-03 00:00:00,731.0,201.0
2023-03-03 01:00:00,795.0,201.0
2023-03-03 02:00:00,813.0,200.0
2023-03-03 03:00:00,748.0,201.0
2023-03-03 04:00:00,676.0,198.0
2023-03-03 05:00:00,696.0,169.0
2023-03-03 06:00:00,687.0,157.0
2023-03-03 07:00:00,604.0,156.0
2023-03-03 08:00:00,596.0,156.0
2023-03-03 09:00:00,634.0,156.0
2023-03-03 10:00:00,678.0,155.0
2023-03-03 11:00:00,674.0,161.0
2023-03-03 12:00:00,685.0,179.0
2023-03-03 13:00:00,675.0,207.0
2023-03-03 14:00:00,679.0,202.0
2023-03-03 15:00:00,690.0,200.0
2023-03-03 16:00:00,711.0,201.0
2023-03-03 17:00:00,713.0,201.0
2023-03-03 18:00:00,758.0,201.0
2023-03-03 19:00:00,767.0,195.0
2023-03-03 20:00:00,758.0,194.0
2023-03-03 21:00:00,756.0,194.0
2023-03-03 22:00:00,812.0,195.0
2023-03-03 23:00:00,950.0,199.0
