UTC time,hydro,other
2023-10-09 00:00:00,488.0,0.0
2023-10-09 01:00:00,194.0,0.0
2023-10-09 02:00:00,132.0,0.0
2023-10-09 03:00:00,130.0,0.0
2023-10-09 04:00:00,102.0,0.0
2023-10-09 05:00:00,104.0,0.0
2023-10-09 06:00:00,109.0,0.0
2023-10-09 07:00:00,112.0,0.0
2023-10-09 08:00:00,38.0,0.0
2023-10-09 09:00:00,34.0,0.0
2023-10-09 10:00:00,59.0,0.0
2023-10-09 11:00:00,61.0,0.0
2023-10-09 12:00:00,115.0,0.0
2023-10-09 13:00:00,118.0,0.0
2023-10-09 14:00:00,165.0,0.0
2023-10-09 15:00:00,95.0,0.0
2023-10-09 16:00:00,89.0,0.0
2023-10-09 17:00:00,71.0,0.0
2023-10-09 18:00:00,101.0,0.0
2023-10-09 19:00:00,177.0,0.0
2023-10-09 20:00:00,198.0,0.0
2023-10-09 21:00:00,568.0,0.0
2023-10-09 22:00:00,874.0,0.0
2023-10-09 23:00:00,1009.0,0.0
