UTC time,hydro,other
2023-01-05 00:00:00,416.0,0.0
2023-01-05 01:00:00,517.0,0.0
2023-01-05 02:00:00,292.0,0.0
2023-01-05 03:00:00,190.0,0.0
2023-01-05 04:00:00,191.0,0.0
2023-01-05 05:00:00,168.0,0.0
2023-01-05 06:00:00,167.0,0.0
2023-01-05 07:00:00,173.0,0.0
2023-01-05 08:00:00,169.0,0.0
2023-01-05 09:00:00,140.0,0.0
2023-01-05 10:00:00,137.0,6.0
2023-01-05 11:00:00,130.0,40.0
2023-01-05 12:00:00,140.0,64.0
2023-01-05 13:00:00,423.0,89.0
2023-01-05 14:00:00,444.0,94.0
2023-01-05 15:00:00,447.0,122.0
2023-01-05 16:00:00,586.0,150.0
2023-01-05 17:00:00,382.0,165.0
2023-01-05 18:00:00,315.0,186.0
2023-01-05 19:00:00,70.0,191.0
2023-01-05 20:00:00,64.0,192.0
2023-01-05 21:00:00,65.0,193.0
2023-01-05 22:00:00,84.0,221.0
2023-01-05 23:00:00,436.0,231.0
