UTC time,hydro,other
2023-11-18 00:00:00,961.0,0.0
2023-11-18 01:00:00,914.0,0.0
2023-11-18 02:00:00,727.0,0.0
2023-11-18 03:00:00,603.0,0.0
2023-11-18 04:00:00,248.0,0.0
2023-11-18 05:00:00,36.0,0.0
2023-11-18 06:00:00,17.0,0.0
2023-11-18 07:00:00,12.0,0.0
2023-11-18 08:00:00,12.0,0.0
2023-11-18 09:00:00,12.0,0.0
2023-11-18 10:00:00,12.0,0.0
2023-11-18 11:00:00,12.0,0.0
2023-11-18 12:00:00,25.0,0.0
2023-11-18 13:00:00,458.0,0.0
2023-11-18 14:00:00,583.0,0.0
2023-11-18 15:00:00,637.0,0.0
2023-11-18 16:00:00,781.0,0.0
2023-11-18 17:00:00,436.0,0.0
2023-11-18 18:00:00,162.0,0.0
2023-11-18 19:00:00,15.0,0.0
2023-11-18 20:00:00,12.0,0.0
2023-11-18 21:00:00,15.0,0.0
2023-11-18 22:00:00,31.0,0.0
2023-11-18 23:00:00,41.0,0.0
