UTC time,hydro,other
2023-06-16 00:00:00,479.0,236.0
2023-06-16 01:00:00,308.0,235.0
2023-06-16 02:00:00,297.0,236.0
2023-06-16 03:00:00,195.0,233.0
2023-06-16 04:00:00,189.0,212.0
2023-06-16 05:00:00,186.0,209.0
2023-06-16 06:00:00,210.0,207.0
2023-06-16 07:00:00,213.0,204.0
2023-06-16 08:00:00,208.0,203.0
2023-06-16 09:00:00,163.0,204.0
2023-06-16 10:00:00,163.0,203.0
2023-06-16 11:00:00,162.0,203.0
2023-06-16 12:00:00,163.0,203.0
2023-06-16 13:00:00,174.0,208.0
2023-06-16 14:00:00,171.0,230.0
2023-06-16 15:00:00,173.0,234.0
2023-06-16 16:00:00,181.0,236.0
2023-06-16 17:00:00,217.0,236.0
2023-06-16 18:00:00,240.0,237.0
2023-06-16 19:00:00,316.0,235.0
2023-06-16 20:00:00,785.0,236.0
2023-06-16 21:00:00,1258.0,235.0
2023-06-16 22:00:00,1336.0,235.0
2023-06-16 23:00:00,1332.0,236.0
