UTC time,hydro,other
2023-03-09 00:00:00,1045.0,201.0
2023-03-09 01:00:00,1125.0,201.0
2023-03-09 02:00:00,986.0,201.0
2023-03-09 03:00:00,810.0,201.0
2023-03-09 04:00:00,688.0,200.0
2023-03-09 05:00:00,637.0,201.0
2023-03-09 06:00:00,632.0,200.0
2023-03-09 07:00:00,708.0,171.0
2023-03-09 08:00:00,710.0,156.0
2023-03-09 09:00:00,712.0,157.0
2023-03-09 10:00:00,714.0,155.0
2023-03-09 11:00:00,712.0,157.0
2023-03-09 12:00:00,802.0,171.0
2023-03-09 13:00:00,1036.0,200.0
2023-03-09 14:00:00,1124.0,200.0
2023-03-09 15:00:00,1091.0,201.0
2023-03-09 16:00:00,1162.0,200.0
2023-03-09 17:00:00,1113.0,200.0
2023-03-09 18:00:00,1053.0,198.0
2023-03-09 19:00:00,1003.0,198.0
2023-03-09 20:00:00,959.0,198.0
2023-03-09 21:00:00,952.0,197.0
2023-03-09 22:00:00,910.0,197.0
2023-03-09 23:00:00,851.0,200.0
