Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
38952,2023-06-14 00:00:00,2024-07-17 00:00:00,3.1,151.28,661.0,236.0
38953,2023-06-14 01:00:00,2024-07-17 00:00:00,3.1,350.39,150.0,234.0
38954,2023-06-14 02:00:00,2024-07-17 00:00:00,3.1,386.61,115.0,236.0
38955,2023-06-14 03:00:00,2024-07-17 00:00:00,3.1,437.74,74.0,236.0
38956,2023-06-14 04:00:00,2024-07-17 00:00:00,3.1,437.83,73.0,233.0
38957,2023-06-14 05:00:00,2024-07-17 00:00:00,3.1,429.14,69.0,203.0
38958,2023-06-14 06:00:00,2024-07-17 00:00:00,3.1,485.98,37.0,202.0
38959,2023-06-14 07:00:00,2024-07-17 00:00:00,3.1,485.23,37.0,200.0
38960,2023-06-14 08:00:00,2024-07-17 00:00:00,3.1,482.42,38.0,198.0
38961,2023-06-14 09:00:00,2024-07-17 00:00:00,3.1,476.77,41.0,199.0
38962,2023-06-14 10:00:00,2024-07-17 00:00:00,3.1,472.98,44.0,204.0
38963,2023-06-14 11:00:00,2024-07-17 00:00:00,3.1,489.58,41.0,235.0
38964,2023-06-14 12:00:00,2024-07-17 00:00:00,3.1,486.7,43.0,237.0
38965,2023-06-14 13:00:00,2024-07-17 00:00:00,3.1,469.55,53.0,236.0
38966,2023-06-14 14:00:00,2024-07-17 00:00:00,3.1,465.95,55.0,235.0
38967,2023-06-14 15:00:00,2024-07-17 00:00:00,3.1,368.75,132.0,236.0
38968,2023-06-14 16:00:00,2024-07-17 00:00:00,3.1,463.14,57.0,236.0
38969,2023-06-14 17:00:00,2024-07-17 00:00:00,3.1,304.34,209.0,235.0
38970,2023-06-14 18:00:00,2024-07-17 00:00:00,3.1,208.53,413.0,235.0
38971,2023-06-14 19:00:00,2024-07-17 00:00:00,3.1,195.25,459.0,236.0
38972,2023-06-14 20:00:00,2024-07-17 00:00:00,3.1,174.58,539.0,235.0
38973,2023-06-14 21:00:00,2024-07-17 00:00:00,3.1,102.18,1092.0,236.0
38974,2023-06-14 22:00:00,2024-07-17 00:00:00,3.1,96.24,1174.0,236.0
38975,2023-06-14 23:00:00,2024-07-17 00:00:00,3.1,98.06,1143.0,235.0
