Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,hydro,other
37080,2023-03-28 00:00:00,2024-07-17 00:00:00,3.1,0.0,834.0,0.0
37081,2023-03-28 01:00:00,2024-07-17 00:00:00,3.1,0.0,772.0,0.0
37082,2023-03-28 02:00:00,2024-07-17 00:00:00,3.1,0.0,606.0,0.0
37083,2023-03-28 03:00:00,2024-07-17 00:00:00,3.1,0.0,591.0,0.0
37084,2023-03-28 04:00:00,2024-07-17 00:00:00,3.1,0.0,552.0,0.0
37085,2023-03-28 05:00:00,2024-07-17 00:00:00,3.1,0.0,557.0,0.0
37086,2023-03-28 06:00:00,2024-07-17 00:00:00,3.1,0.0,591.0,0.0
37087,2023-03-28 07:00:00,2024-07-17 00:00:00,3.1,0.0,592.0,0.0
37088,2023-03-28 08:00:00,2024-07-17 00:00:00,3.1,0.0,568.0,0.0
37089,2023-03-28 09:00:00,2024-07-17 00:00:00,3.1,0.0,570.0,0.0
37090,2023-03-28 10:00:00,2024-07-17 00:00:00,3.1,0.0,570.0,0.0
37091,2023-03-28 11:00:00,2024-07-17 00:00:00,3.1,0.0,578.0,0.0
37092,2023-03-28 12:00:00,2024-07-17 00:00:00,3.1,0.0,793.0,0.0
37093,2023-03-28 13:00:00,2024-07-17 00:00:00,3.1,0.0,969.0,0.0
37094,2023-03-28 14:00:00,2024-07-17 00:00:00,3.1,0.0,813.0,0.0
37095,2023-03-28 15:00:00,2024-07-17 00:00:00,3.1,0.0,780.0,0.0
37096,2023-03-28 16:00:00,2024-07-17 00:00:00,3.1,0.0,780.0,0.0
37097,2023-03-28 17:00:00,2024-07-17 00:00:00,3.1,0.0,785.0,0.0
37098,2023-03-28 18:00:00,2024-07-17 00:00:00,3.1,0.0,772.0,0.0
37099,2023-03-28 19:00:00,2024-07-17 00:00:00,3.1,0.0,795.0,0.0
37100,2023-03-28 20:00:00,2024-07-17 00:00:00,3.1,0.0,797.0,0.0
37101,2023-03-28 21:00:00,2024-07-17 00:00:00,3.1,0.0,787.0,0.0
37102,2023-03-28 22:00:00,2024-07-17 00:00:00,3.1,0.0,784.0,0.0
37103,2023-03-28 23:00:00,2024-07-17 00:00:00,3.1,0.0,747.0,0.0
