UTC time,hydro,other
2023-12-27 00:00:00,780.0,0.0
2023-12-27 01:00:00,625.0,0.0
2023-12-27 02:00:00,477.0,0.0
2023-12-27 03:00:00,363.0,0.0
2023-12-27 04:00:00,256.0,0.0
2023-12-27 05:00:00,255.0,0.0
2023-12-27 06:00:00,253.0,0.0
2023-12-27 07:00:00,257.0,0.0
2023-12-27 08:00:00,272.0,0.0
2023-12-27 09:00:00,274.0,0.0
2023-12-27 10:00:00,272.0,0.0
2023-12-27 11:00:00,272.0,0.0
2023-12-27 12:00:00,283.0,0.0
2023-12-27 13:00:00,587.0,0.0
2023-12-27 14:00:00,830.0,0.0
2023-12-27 15:00:00,754.0,0.0
2023-12-27 16:00:00,523.0,0.0
2023-12-27 17:00:00,346.0,0.0
2023-12-27 18:00:00,340.0,0.0
2023-12-27 19:00:00,343.0,0.0
2023-12-27 20:00:00,347.0,0.0
2023-12-27 21:00:00,363.0,0.0
2023-12-27 22:00:00,359.0,0.0
2023-12-27 23:00:00,442.0,0.0
