,UTC time,actual_carbon_intensity_direct,forecasted_carbon_intensity_direct
0,2021-07-01 00:00:00,25.98,24.66
1,2021-07-01 01:00:00,25.91,23.8
2,2021-07-01 02:00:00,25.82,23.34
3,2021-07-01 03:00:00,25.19,23.07
4,2021-07-01 04:00:00,25.35,23.49
5,2021-07-01 05:00:00,26.3,24.75
6,2021-07-01 06:00:00,25.67,26.6
7,2021-07-01 07:00:00,28.52,28.6
8,2021-07-01 08:00:00,30.26,31.13
9,2021-07-01 09:00:00,30.78,33.71
10,2021-07-01 10:00:00,31.83,34.83
11,2021-07-01 11:00:00,31.4,34.81
12,2021-07-01 12:00:00,32.05,32.55
13,2021-07-01 13:00:00,31.77,30.98
14,2021-07-01 14:00:00,30.91,30.26
15,2021-07-01 15:00:00,30.49,29.22
16,2021-07-01 16:00:00,29.56,28.55
17,2021-07-01 17:00:00,28.11,28.0
18,2021-07-01 18:00:00,27.42,27.58
19,2021-07-01 19:00:00,27.29,28.11
20,2021-07-01 20:00:00,26.84,28.25
21,2021-07-01 21:00:00,26.91,28.0
22,2021-07-01 22:00:00,26.72,26.84
23,2021-07-01 23:00:00,26.47,26.31
24,2021-07-02 00:00:00,25.92,25.74
25,2021-07-02 01:00:00,25.38,24.68
26,2021-07-02 02:00:00,25.31,24.03
27,2021-07-02 03:00:00,25.09,23.6
28,2021-07-02 04:00:00,24.78,23.93
29,2021-07-02 05:00:00,25.46,25.22
30,2021-07-02 06:00:00,26.92,27.11
31,2021-07-02 07:00:00,29.35,29.13
32,2021-07-02 08:00:00,30.94,31.72
33,2021-07-02 09:00:00,32.07,34.33
34,2021-07-02 10:00:00,33.8,35.34
35,2021-07-02 11:00:00,35.88,34.99
36,2021-07-02 12:00:00,39.46,32.41
37,2021-07-02 13:00:00,40.88,30.62
38,2021-07-02 14:00:00,39.31,29.71
39,2021-07-02 15:00:00,37.87,28.74
40,2021-07-02 16:00:00,35.58,28.14
41,2021-07-02 17:00:00,33.76,27.75
42,2021-07-02 18:00:00,33.67,27.55
43,2021-07-02 19:00:00,33.84,28.24
44,2021-07-02 20:00:00,33.77,28.57
45,2021-07-02 21:00:00,33.24,28.46
46,2021-07-02 22:00:00,34.05,27.27
47,2021-07-02 23:00:00,34.38,26.65
48,2021-07-03 00:00:00,33.44,26.16
49,2021-07-03 01:00:00,32.86,25.01
