,UTC time,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
13128,2021-07-01 00:00:00,53.78,635,1117,10569,57,1399,224
13129,2021-07-01 01:00:00,53.47,640,1119,10454,24,1607,222
13130,2021-07-01 02:00:00,53.11,643,1116,10274,8,1872,221
13131,2021-07-01 03:00:00,52.27,627,1115,10367,3,1944,222
13132,2021-07-01 04:00:00,52.18,628,1121,9869,0,2211,215
13133,2021-07-01 05:00:00,52.87,627,1127,9106,0,2613,223
13134,2021-07-01 06:00:00,52.28,628,1130,9321,0,2465,210
13135,2021-07-01 07:00:00,55.89,629,1127,8358,0,2013,207
13136,2021-07-01 08:00:00,58.1,619,1122,7874,0,1754,211
13137,2021-07-01 09:00:00,58.48,614,1125,7528,0,1916,215
13138,2021-07-01 10:00:00,59.11,612,1129,6614,0,2360,211
13139,2021-07-01 11:00:00,58.71,612,1128,6797,0,2292,209
13140,2021-07-01 12:00:00,59.62,612,1129,6798,0,2136,213
13141,2021-07-01 13:00:00,59.71,617,1132,7288,0,1825,215
13142,2021-07-01 14:00:00,59.04,630,1133,8012,13,1643,221
13143,2021-07-01 15:00:00,58.55,630,1131,8086,47,1714,222
13144,2021-07-01 16:00:00,57.43,631,1130,8422,55,1795,224
13145,2021-07-01 17:00:00,55.76,631,1128,8848,69,1833,216
13146,2021-07-01 18:00:00,55.17,631,1127,9387,76,1665,219
13147,2021-07-01 19:00:00,55.18,628,1128,9687,70,1495,224
13148,2021-07-01 20:00:00,54.75,628,1127,9873,79,1421,219
13149,2021-07-01 21:00:00,54.74,626,1126,9807,78,1494,222
13150,2021-07-01 22:00:00,54.44,628,1127,9883,71,1585,224
13151,2021-07-01 23:00:00,54,625,1122,9744,75,1748,221
13152,2021-07-02 00:00:00,53.18,625,1121,9889,39,1889,219
13153,2021-07-02 01:00:00,52.59,626,1123,10297,51,1903,225
13154,2021-07-02 02:00:00,52.42,626,1122,10128,48,1986,219
13155,2021-07-02 03:00:00,52.01,626,1122,9717,24,2080,198
13156,2021-07-02 04:00:00,51.65,628,1123,9590,1,2008,179
13157,2021-07-02 05:00:00,52.24,626,1128,9155,0,2182,185
13158,2021-07-02 06:00:00,53.7,618,1129,8231,0,2301,186
13159,2021-07-02 07:00:00,56.5,620,1134,7756,0,2285,214
