datetime,avg_solar_production_forecast
2023-06-27T00:00:00.000000000,11036.26044
2023-06-27T01:00:00.000000000,6677.43999
2023-06-27T02:00:00.000000000,1746.83001
2023-06-27T03:00:00.000000000,6.09
2023-06-27T04:00:00.000000000,0.0
2023-06-27T05:00:00.000000000,0.0
2023-06-27T06:00:00.000000000,0.0
2023-06-27T07:00:00.000000000,0.0
2023-06-27T08:00:00.000000000,0.0
2023-06-27T09:00:00.000000000,0.0
2023-06-27T10:00:00.000000000,0.0
2023-06-27T11:00:00.000000000,0.0
2023-06-27T12:00:00.000000000,45.7
2023-06-27T13:00:00.000000000,2600.85011
2023-06-27T14:00:00.000000000,8045.61031
2023-06-27T15:00:00.000000000,11741.30036
2023-06-27T16:00:00.000000000,13072.48019
2023-06-27T17:00:00.000000000,13704.60982
2023-06-27T18:00:00.000000000,14054.70023
2023-06-27T19:00:00.000000000,14132.88
2023-06-27T20:00:00.000000000,14080.09033
2023-06-27T21:00:00.000000000,13935.27955
2023-06-27T22:00:00.000000000,13549.28039
2023-06-27T23:00:00.000000000,12807.85034
2023-06-28T00:00:00.000000000,10263.85543
2023-06-28T01:00:00.000000000,7753.21015
2023-06-28T02:00:00.000000000,4647.02136
2023-06-28T03:00:00.000000000,1855.49608
2023-06-28T04:00:00.000000000,0.0
2023-06-28T05:00:00.000000000,0.0
2023-06-28T06:00:00.000000000,0.0
2023-06-28T07:00:00.000000000,503.25025
2023-06-28T08:00:00.000000000,1012.34991
2023-06-28T09:00:00.000000000,688.89554
2023-06-28T10:00:00.000000000,309.11509
2023-06-28T11:00:00.000000000,558.07349
2023-06-28T12:00:00.000000000,1714.23232
2023-06-28T13:00:00.000000000,3071.72077
2023-06-28T14:00:00.000000000,4797.7015
2023-06-28T15:00:00.000000000,7522.42008
2023-06-28T16:00:00.000000000,9577.23006
2023-06-28T17:00:00.000000000,10535.4636
2023-06-28T18:00:00.000000000,10686.2853
2023-06-28T19:00:00.000000000,10640.43613
2023-06-28T20:00:00.000000000,9838.44039
2023-06-28T21:00:00.000000000,10028.33676
2023-06-28T22:00:00.000000000,10259.27485
2023-06-28T23:00:00.000000000,10324.49581
2023-06-29T00:00:00.000000000,8567.7414
2023-06-29T01:00:00.000000000,6518.00307
2023-06-29T02:00:00.000000000,3945.42679
2023-06-29T03:00:00.000000000,1613.3138
2023-06-29T04:00:00.000000000,0.0
2023-06-29T05:00:00.000000000,0.0
2023-06-29T06:00:00.000000000,0.0
2023-06-29T07:00:00.000000000,352.04096
2023-06-29T08:00:00.000000000,714.38063
2023-06-29T09:00:00.000000000,404.17817
2023-06-29T10:00:00.000000000,72.55914
2023-06-29T11:00:00.000000000,195.51319
2023-06-29T12:00:00.000000000,1021.466
2023-06-29T13:00:00.000000000,1996.53067
2023-06-29T14:00:00.000000000,3328.03235
2023-06-29T15:00:00.000000000,5554.85281
2023-06-29T16:00:00.000000000,7383.51739
2023-06-29T17:00:00.000000000,8365.7236
2023-06-29T18:00:00.000000000,8703.52658
2023-06-29T19:00:00.000000000,8843.86191
2023-06-29T20:00:00.000000000,8251.13433
2023-06-29T21:00:00.000000000,8399.11934
2023-06-29T22:00:00.000000000,8578.85671
2023-06-29T23:00:00.000000000,8644.47976
2023-06-30T00:00:00.000000000,6911.42458
2023-06-30T01:00:00.000000000,5287.74822
2023-06-30T02:00:00.000000000,3234.57491
2023-06-30T03:00:00.000000000,1362.96091
2023-06-30T04:00:00.000000000,0.0
2023-06-30T05:00:00.000000000,0.0
2023-06-30T06:00:00.000000000,0.0
2023-06-30T07:00:00.000000000,238.83849
2023-06-30T08:00:00.000000000,535.11098
2023-06-30T09:00:00.000000000,311.83274
2023-06-30T10:00:00.000000000,66.83603
2023-06-30T11:00:00.000000000,114.28408
2023-06-30T12:00:00.000000000,663.56954
2023-06-30T13:00:00.000000000,1306.81281
2023-06-30T14:00:00.000000000,2285.06403
2023-06-30T15:00:00.000000000,4060.42366
2023-06-30T16:00:00.000000000,5627.08805
2023-06-30T17:00:00.000000000,6548.85215
2023-06-30T18:00:00.000000000,6958.68656
2023-06-30T19:00:00.000000000,7176.51738
2023-06-30T20:00:00.000000000,6738.51888
2023-06-30T21:00:00.000000000,6845.59173
2023-06-30T22:00:00.000000000,6958.01059
2023-06-30T23:00:00.000000000,6994.70274
