UTC time,creation_time (UTC),version,forecasted_avg_carbon_intensity
2023-08-12T00:00:00.000000000,2023-08-13 18:27:37,3.0,1596.33359
2023-08-12T01:00:00.000000000,2023-08-13 18:27:37,3.0,1592.0283
2023-08-12T02:00:00.000000000,2023-08-13 18:27:37,3.0,1586.98784
2023-08-12T03:00:00.000000000,2023-08-13 18:27:37,3.0,1608.35339
2023-08-12T04:00:00.000000000,2023-08-13 18:27:37,3.0,1691.78308
2023-08-12T05:00:00.000000000,2023-08-13 18:27:37,3.0,1826.52313
2023-08-12T06:00:00.000000000,2023-08-13 18:27:37,3.0,1973.31395
2023-08-12T07:00:00.000000000,2023-08-13 18:27:37,3.0,2060.02798
2023-08-12T08:00:00.000000000,2023-08-13 18:27:37,3.0,2090.98803
2023-08-12T09:00:00.000000000,2023-08-13 18:27:37,3.0,2051.58942
2023-08-12T10:00:00.000000000,2023-08-13 18:27:37,3.0,1984.49003
2023-08-12T11:00:00.000000000,2023-08-13 18:27:37,3.0,1786.22879
2023-08-12T12:00:00.000000000,2023-08-13 18:27:37,3.0,1609.19896
2023-08-12T13:00:00.000000000,2023-08-13 18:27:37,3.0,1433.11636
2023-08-12T14:00:00.000000000,2023-08-13 18:27:37,3.0,1275.4525
2023-08-12T15:00:00.000000000,2023-08-13 18:27:37,3.0,1179.12562
2023-08-12T16:00:00.000000000,2023-08-13 18:27:37,3.0,1186.35389
2023-08-12T17:00:00.000000000,2023-08-13 18:27:37,3.0,1254.5514
2023-08-12T18:00:00.000000000,2023-08-13 18:27:37,3.0,1301.41626
2023-08-12T19:00:00.000000000,2023-08-13 18:27:37,3.0,1364.04408
2023-08-12T20:00:00.000000000,2023-08-13 18:27:37,3.0,1402.56555
2023-08-12T21:00:00.000000000,2023-08-13 18:27:37,3.0,1419.78646
2023-08-12T22:00:00.000000000,2023-08-13 18:27:37,3.0,1478.97727
2023-08-12T23:00:00.000000000,2023-08-13 18:27:37,3.0,1468.4512
2023-08-13T00:00:00.000000000,2023-08-13 18:27:37,3.0,1334.30392
2023-08-13T01:00:00.000000000,2023-08-13 18:27:37,3.0,1383.3901
2023-08-13T02:00:00.000000000,2023-08-13 18:27:37,3.0,1404.37275
2023-08-13T03:00:00.000000000,2023-08-13 18:27:37,3.0,1397.90993
2023-08-13T04:00:00.000000000,2023-08-13 18:27:37,3.0,1407.85081
2023-08-13T05:00:00.000000000,2023-08-13 18:27:37,3.0,1420.64667
2023-08-13T06:00:00.000000000,2023-08-13 18:27:37,3.0,1433.56826
2023-08-13T07:00:00.000000000,2023-08-13 18:27:37,3.0,1411.72498
2023-08-13T08:00:00.000000000,2023-08-13 18:27:37,3.0,1390.83701
2023-08-13T09:00:00.000000000,2023-08-13 18:27:37,3.0,1359.0733
2023-08-13T10:00:00.000000000,2023-08-13 18:27:37,3.0,1329.90783
2023-08-13T11:00:00.000000000,2023-08-13 18:27:37,3.0,1278.97087
2023-08-13T12:00:00.000000000,2023-08-13 18:27:37,3.0,1255.83398
2023-08-13T13:00:00.000000000,2023-08-13 18:27:37,3.0,1246.55514
2023-08-13T14:00:00.000000000,2023-08-13 18:27:37,3.0,1236.52548
2023-08-13T15:00:00.000000000,2023-08-13 18:27:37,3.0,1228.03238
2023-08-13T16:00:00.000000000,2023-08-13 18:27:37,3.0,1193.71361
2023-08-13T17:00:00.000000000,2023-08-13 18:27:37,3.0,1121.49441
2023-08-13T18:00:00.000000000,2023-08-13 18:27:37,3.0,1059.09331
2023-08-13T19:00:00.000000000,2023-08-13 18:27:37,3.0,1069.00675
2023-08-13T20:00:00.000000000,2023-08-13 18:27:37,3.0,1091.92703
2023-08-13T21:00:00.000000000,2023-08-13 18:27:37,3.0,1127.86971
2023-08-13T22:00:00.000000000,2023-08-13 18:27:37,3.0,1190.45536
2023-08-13T23:00:00.000000000,2023-08-13 18:27:37,3.0,1209.41016
2023-08-14T00:00:00.000000000,2023-08-13 18:27:37,3.0,1203.24331
2023-08-14T01:00:00.000000000,2023-08-13 18:27:37,3.0,1239.47009
2023-08-14T02:00:00.000000000,2023-08-13 18:27:37,3.0,1251.12416
2023-08-14T03:00:00.000000000,2023-08-13 18:27:37,3.0,1236.29692
2023-08-14T04:00:00.000000000,2023-08-13 18:27:37,3.0,1234.23508
2023-08-14T05:00:00.000000000,2023-08-13 18:27:37,3.0,1234.75952
2023-08-14T06:00:00.000000000,2023-08-13 18:27:37,3.0,1240.13962
2023-08-14T07:00:00.000000000,2023-08-13 18:27:37,3.0,1217.08562
2023-08-14T08:00:00.000000000,2023-08-13 18:27:37,3.0,1196.29645
2023-08-14T09:00:00.000000000,2023-08-13 18:27:37,3.0,1171.28622
