Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
39480,2023-07-04 00:00:00,2024-07-17 00:00:00,3.1,534.17,1316.0,1575.0,0.0,0.0,0.0,535.0,95.0,29.0
39481,2023-07-04 01:00:00,2024-07-17 00:00:00,3.1,519.06,1310.0,1666.0,0.0,0.0,0.0,499.0,225.0,28.0
39482,2023-07-04 02:00:00,2024-07-17 00:00:00,3.1,538.47,1341.0,1901.0,0.0,0.0,0.0,343.0,230.0,32.0
39483,2023-07-04 03:00:00,2024-07-17 00:00:00,3.1,575.71,1348.0,1978.0,0.0,0.0,0.0,121.0,202.0,149.0
39484,2023-07-04 04:00:00,2024-07-17 00:00:00,3.1,564.23,1350.0,1920.0,0.0,0.0,0.0,85.0,325.0,156.0
39485,2023-07-04 05:00:00,2024-07-17 00:00:00,3.1,566.75,1326.0,1805.0,0.0,0.0,0.0,80.0,317.0,155.0
39486,2023-07-04 06:00:00,2024-07-17 00:00:00,3.1,555.44,1344.0,1799.0,0.0,0.0,0.0,79.0,371.0,31.0
39487,2023-07-04 07:00:00,2024-07-17 00:00:00,3.1,551.56,1326.0,1449.0,0.0,0.0,0.0,75.0,432.0,32.0
39488,2023-07-04 08:00:00,2024-07-17 00:00:00,3.1,570.25,1307.0,865.0,0.0,0.0,0.0,74.0,397.0,30.0
39489,2023-07-04 09:00:00,2024-07-17 00:00:00,3.1,589.75,1267.0,780.0,0.0,0.0,0.0,73.0,307.0,32.0
39490,2023-07-04 10:00:00,2024-07-17 00:00:00,3.1,620.12,1221.0,537.0,0.0,0.0,0.0,74.0,220.0,30.0
39491,2023-07-04 11:00:00,2024-07-17 00:00:00,3.1,661.19,1157.0,513.0,0.0,0.0,0.0,68.0,85.0,32.0
39492,2023-07-04 12:00:00,2024-07-17 00:00:00,3.1,677.39,1155.0,537.0,0.0,0.0,0.0,16.0,82.0,30.0
39493,2023-07-04 13:00:00,2024-07-17 00:00:00,3.1,677.8,1152.0,525.0,0.0,0.0,0.0,3.0,96.0,31.0
39494,2023-07-04 14:00:00,2024-07-17 00:00:00,3.1,648.97,1153.0,503.0,0.0,0.0,0.0,72.0,118.0,30.0
39495,2023-07-04 15:00:00,2024-07-17 00:00:00,3.1,587.4,1151.0,435.0,0.0,0.0,0.0,298.0,116.0,28.0
39496,2023-07-04 16:00:00,2024-07-17 00:00:00,3.1,535.3,1152.0,375.0,0.0,0.0,0.0,484.0,149.0,27.0
39497,2023-07-04 17:00:00,2024-07-17 00:00:00,3.1,519.95,1152.0,389.0,0.0,0.0,0.0,511.0,190.0,30.0
39498,2023-07-04 18:00:00,2024-07-17 00:00:00,3.1,514.82,1152.0,443.0,0.0,0.0,0.0,513.0,209.0,31.0
39499,2023-07-04 19:00:00,2024-07-17 00:00:00,3.1,502.25,1151.0,585.0,0.0,0.0,0.0,535.0,244.0,30.0
39500,2023-07-04 20:00:00,2024-07-17 00:00:00,3.1,495.45,1154.0,680.0,0.0,0.0,0.0,548.0,269.0,31.0
39501,2023-07-04 21:00:00,2024-07-17 00:00:00,3.1,482.39,1153.0,774.0,0.0,0.0,0.0,559.0,333.0,29.0
39502,2023-07-04 22:00:00,2024-07-17 00:00:00,3.1,476.03,1151.0,816.0,0.0,0.0,0.0,550.0,381.0,31.0
39503,2023-07-04 23:00:00,2024-07-17 00:00:00,3.1,477.14,1154.0,869.0,0.0,0.0,0.0,553.0,374.0,29.0
