UTC time,forecasted_avg_carbon_intensity
2023-08-05T00:00:00.000000000,345.92317
2023-08-05T01:00:00.000000000,347.90292
2023-08-05T02:00:00.000000000,312.7593
2023-08-05T03:00:00.000000000,291.26658
2023-08-05T04:00:00.000000000,262.41237
2023-08-05T05:00:00.000000000,250.77106
2023-08-05T06:00:00.000000000,233.02636
2023-08-05T07:00:00.000000000,243.19529
2023-08-05T08:00:00.000000000,281.65677
2023-08-05T09:00:00.000000000,324.13877
2023-08-05T10:00:00.000000000,363.59982
2023-08-05T11:00:00.000000000,404.21159
2023-08-05T12:00:00.000000000,416.62239
2023-08-05T13:00:00.000000000,437.00569
2023-08-05T14:00:00.000000000,440.1595
2023-08-05T15:00:00.000000000,432.26872
2023-08-05T16:00:00.000000000,426.41335
2023-08-05T17:00:00.000000000,407.00353
2023-08-05T18:00:00.000000000,373.76487
2023-08-05T19:00:00.000000000,366.48586
2023-08-05T20:00:00.000000000,372.31638
2023-08-05T21:00:00.000000000,375.92968
2023-08-05T22:00:00.000000000,359.5141
2023-08-05T23:00:00.000000000,358.25844
2023-08-06T00:00:00.000000000,356.94355
2023-08-06T01:00:00.000000000,353.98901
2023-08-06T02:00:00.000000000,351.1692
2023-08-06T03:00:00.000000000,347.29914
2023-08-06T04:00:00.000000000,341.9894
2023-08-06T05:00:00.000000000,337.86974
2023-08-06T06:00:00.000000000,331.66526
2023-08-06T07:00:00.000000000,329.03846
2023-08-06T08:00:00.000000000,333.71556
2023-08-06T09:00:00.000000000,338.56597
2023-08-06T10:00:00.000000000,339.98664
2023-08-06T11:00:00.000000000,337.92899
2023-08-06T12:00:00.000000000,338.46513
2023-08-06T13:00:00.000000000,339.35495
2023-08-06T14:00:00.000000000,338.26494
2023-08-06T15:00:00.000000000,339.62544
2023-08-06T16:00:00.000000000,343.77836
2023-08-06T17:00:00.000000000,345.03008
2023-08-06T18:00:00.000000000,343.50805
2023-08-06T19:00:00.000000000,349.50129
2023-08-06T20:00:00.000000000,350.82467
2023-08-06T21:00:00.000000000,356.89945
2023-08-06T22:00:00.000000000,356.21496
2023-08-06T23:00:00.000000000,355.16683
2023-08-07T00:00:00.000000000,374.92968
2023-08-07T01:00:00.000000000,371.89121
2023-08-07T02:00:00.000000000,369.0657
2023-08-07T03:00:00.000000000,365.15239
2023-08-07T04:00:00.000000000,359.9875
2023-08-07T05:00:00.000000000,355.72845
2023-08-07T06:00:00.000000000,348.97902
2023-08-07T07:00:00.000000000,345.66277
2023-08-07T08:00:00.000000000,349.18786
2023-08-07T09:00:00.000000000,352.66775
2023-08-07T10:00:00.000000000,352.58665
2023-08-07T11:00:00.000000000,348.91828
2023-08-07T12:00:00.000000000,348.91401
2023-08-07T13:00:00.000000000,349.46834
2023-08-07T14:00:00.000000000,348.49639
2023-08-07T15:00:00.000000000,350.6252
2023-08-07T16:00:00.000000000,355.72258
2023-08-07T17:00:00.000000000,358.04623
2023-08-07T18:00:00.000000000,357.25162
2023-08-07T19:00:00.000000000,363.97826
2023-08-07T20:00:00.000000000,365.67363
2023-08-07T21:00:00.000000000,372.93959
2023-08-07T22:00:00.000000000,373.16462
2023-08-07T23:00:00.000000000,372.80824
2023-08-08T00:00:00.000000000,375.36594
2023-08-08T01:00:00.000000000,372.32747
2023-08-08T02:00:00.000000000,369.50353
2023-08-08T03:00:00.000000000,365.59077
2023-08-08T04:00:00.000000000,360.43199
2023-08-08T05:00:00.000000000,356.17139
2023-08-08T06:00:00.000000000,349.41021
2023-08-08T07:00:00.000000000,346.07758
2023-08-08T08:00:00.000000000,349.57277
2023-08-08T09:00:00.000000000,353.01661
2023-08-08T10:00:00.000000000,352.89557
2023-08-08T11:00:00.000000000,349.18397
2023-08-08T12:00:00.000000000,349.16438
2023-08-08T13:00:00.000000000,349.70869
2023-08-08T14:00:00.000000000,348.73832
2023-08-08T15:00:00.000000000,350.88541
2023-08-08T16:00:00.000000000,356.00578
2023-08-08T17:00:00.000000000,358.35618
2023-08-08T18:00:00.000000000,357.58043
2023-08-08T19:00:00.000000000,364.32579
2023-08-08T20:00:00.000000000,366.03177
2023-08-08T21:00:00.000000000,373.3279
2023-08-08T22:00:00.000000000,373.57616
2023-08-08T23:00:00.000000000,373.23807
