,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2023-09-05 00:00:00,2023-09-08 17:38:55,3.0,394.39,1056.0,678.0,0.0,0.0,0.0,601.0,369.0,72.0
1,2023-09-05 01:00:00,2023-09-08 17:38:55,3.0,417.25,1061.0,972.0,0.0,0.0,0.0,466.0,342.0,123.0
2,2023-09-05 02:00:00,2023-09-08 17:38:55,3.0,471.96,1069.0,1266.0,0.0,0.0,0.0,170.0,224.0,69.0
3,2023-09-05 03:00:00,2023-09-08 17:38:55,3.0,491.03,1067.0,1273.0,0.0,0.0,0.0,100.0,176.0,31.0
4,2023-09-05 04:00:00,2023-09-08 17:38:55,3.0,494.94,1064.0,1172.0,0.0,0.0,0.0,95.0,206.0,167.0
5,2023-09-05 05:00:00,2023-09-08 17:38:55,3.0,494.12,1050.0,1176.0,0.0,0.0,0.0,95.0,199.0,149.0
6,2023-09-05 06:00:00,2023-09-08 17:38:55,3.0,507.17,1057.0,902.0,0.0,0.0,0.0,97.0,190.0,30.0
7,2023-09-05 07:00:00,2023-09-08 17:38:55,3.0,531.33,1050.0,672.0,0.0,0.0,0.0,99.0,156.0,87.0
8,2023-09-05 08:00:00,2023-09-08 17:38:55,3.0,555.44,1054.0,447.0,0.0,0.0,0.0,99.0,141.0,30.0
9,2023-09-05 09:00:00,2023-09-08 17:38:55,3.0,577.54,1050.0,266.0,0.0,0.0,0.0,100.0,136.0,31.0
10,2023-09-05 10:00:00,2023-09-08 17:38:55,3.0,606.97,1051.0,265.0,0.0,0.0,0.0,46.0,114.0,29.0
11,2023-09-05 11:00:00,2023-09-08 17:38:55,3.0,610.79,1052.0,272.0,0.0,0.0,0.0,0.0,148.0,30.0
12,2023-09-05 12:00:00,2023-09-08 17:38:55,3.0,624.8,1053.0,266.0,0.0,0.0,0.0,0.0,117.0,30.0
13,2023-09-05 13:00:00,2023-09-08 17:38:55,3.0,629.76,1063.0,265.0,0.0,0.0,0.0,0.0,108.0,29.0
14,2023-09-05 14:00:00,2023-09-08 17:38:55,3.0,620.66,1070.0,265.0,0.0,0.0,0.0,28.0,103.0,30.0
15,2023-09-05 15:00:00,2023-09-08 17:38:55,3.0,561.97,1059.0,184.0,0.0,0.0,0.0,230.0,81.0,29.0
16,2023-09-05 16:00:00,2023-09-08 17:38:55,3.0,458.45,912.0,184.0,0.0,0.0,0.0,531.0,41.0,30.0
17,2023-09-05 17:00:00,2023-09-08 17:38:55,3.0,424.9,905.0,237.0,0.0,0.0,0.0,619.0,74.0,28.0
18,2023-09-05 18:00:00,2023-09-08 17:38:55,3.0,413.48,868.0,281.0,0.0,0.0,0.0,623.0,87.0,31.0
19,2023-09-05 19:00:00,2023-09-08 17:38:55,3.0,382.21,764.0,385.0,0.0,0.0,0.0,654.0,103.0,28.0
20,2023-09-05 20:00:00,2023-09-08 17:38:55,3.0,372.93,761.0,455.0,0.0,0.0,0.0,678.0,124.0,29.0
21,2023-09-05 21:00:00,2023-09-08 17:38:55,3.0,365.64,761.0,641.0,0.0,0.0,0.0,683.0,162.0,29.0
22,2023-09-05 22:00:00,2023-09-08 17:38:55,3.0,362.97,761.0,934.0,0.0,0.0,0.0,673.0,195.0,30.0
23,2023-09-05 23:00:00,2023-09-08 17:38:55,3.0,368.11,775.0,1247.0,0.0,0.0,0.0,663.0,196.0,49.0
