UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-08-10 00:00:00,2023-08-13 18:15:09,3.0,961.0,1962.0,0.0,0.0,0.0,632.0,227.0,104.0
2023-08-10 01:00:00,2023-08-13 18:15:09,3.0,958.0,2114.0,0.0,0.0,0.0,559.0,232.0,132.0
2023-08-10 02:00:00,2023-08-13 18:15:09,3.0,962.0,2117.0,0.0,0.0,0.0,298.0,242.0,48.0
2023-08-10 03:00:00,2023-08-13 18:15:09,3.0,959.0,2112.0,0.0,0.0,0.0,110.0,329.0,203.0
2023-08-10 04:00:00,2023-08-13 18:15:09,3.0,959.0,2117.0,0.0,0.0,0.0,96.0,334.0,167.0
2023-08-10 05:00:00,2023-08-13 18:15:09,3.0,960.0,2092.0,0.0,0.0,0.0,97.0,229.0,34.0
2023-08-10 06:00:00,2023-08-13 18:15:09,3.0,961.0,2091.0,0.0,0.0,0.0,97.0,269.0,30.0
2023-08-10 07:00:00,2023-08-13 18:15:09,3.0,959.0,1749.0,0.0,0.0,0.0,94.0,322.0,30.0
2023-08-10 08:00:00,2023-08-13 18:15:09,3.0,961.0,1264.0,0.0,0.0,0.0,94.0,337.0,34.0
2023-08-10 09:00:00,2023-08-13 18:15:09,3.0,943.0,1114.0,0.0,0.0,0.0,92.0,311.0,29.0
2023-08-10 10:00:00,2023-08-13 18:15:09,3.0,927.0,1057.0,0.0,0.0,0.0,28.0,267.0,32.0
2023-08-10 11:00:00,2023-08-13 18:15:09,3.0,951.0,1085.0,0.0,0.0,0.0,0.0,197.0,29.0
2023-08-10 12:00:00,2023-08-13 18:15:09,3.0,961.0,1091.0,0.0,0.0,0.0,0.0,174.0,30.0
2023-08-10 13:00:00,2023-08-13 18:15:09,3.0,957.0,1097.0,0.0,0.0,0.0,0.0,180.0,33.0
2023-08-10 14:00:00,2023-08-13 18:15:09,3.0,962.0,781.0,0.0,0.0,0.0,49.0,184.0,29.0
2023-08-10 15:00:00,2023-08-13 18:15:09,3.0,958.0,779.0,0.0,0.0,0.0,272.0,153.0,31.0
2023-08-10 16:00:00,2023-08-13 18:15:09,3.0,960.0,780.0,0.0,0.0,0.0,589.0,104.0,25.0
2023-08-10 17:00:00,2023-08-13 18:15:09,3.0,960.0,779.0,0.0,0.0,0.0,695.0,112.0,26.0
2023-08-10 18:00:00,2023-08-13 18:15:09,3.0,959.0,779.0,0.0,0.0,0.0,700.0,109.0,26.0
2023-08-10 19:00:00,2023-08-13 18:15:09,3.0,960.0,824.0,0.0,0.0,0.0,697.0,117.0,26.0
2023-08-10 20:00:00,2023-08-13 18:15:09,3.0,959.0,982.0,0.0,0.0,0.0,695.0,178.0,27.0
2023-08-10 21:00:00,2023-08-13 18:15:09,3.0,961.0,1225.0,0.0,0.0,0.0,679.0,219.0,29.0
2023-08-10 22:00:00,2023-08-13 18:15:09,3.0,962.0,1430.0,0.0,0.0,0.0,678.0,214.0,69.0
2023-08-10 23:00:00,2023-08-13 18:15:09,3.0,959.0,1837.0,0.0,0.0,0.0,633.0,196.0,89.0
