UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown,avg_wind_production_forecast
6/5/2019 11:00,670,0,0,23742,1760,124,1376,0,88,376
6/5/2019 12:00,672,0,0,23874,1648,180,1364,0,88,468
6/5/2019 13:00,672,0,0,23892,1452,364,1360,0,88,632
6/5/2019 14:00,670,4,0,23017,1132,1460,1360,0,88,840
6/5/2019 15:00,672,2,0,23027,808,2460,1360,0,88,1016
6/5/2019 16:00,672,0,0,24031,556,3644,1364,0,88,1272
6/5/2019 17:00,672,0,0,24134,324,4136,1376,0,88,1816
6/5/2019 18:00,671,0,0,23251,140,3912,1376,0,88,2280
6/5/2019 19:00,673,0,0,22791,28,3520,1376,0,88,2432
6/5/2019 20:00,600,0,0,23079,0,3716,1376,0,88,2552
6/5/2019 21:00,454,3,0,23041,0,3540,1376,0,88,2756
6/5/2019 22:00,0,0,0,23153,0,3364,1372,0,88,3124
6/5/2019 23:00,0,0,0,22981,0,3744,1360,0,88,3280
6/6/2019 0:00,0,0,0,22988,0,3896,1360,0,88,3552
6/6/2019 1:00,0,0,0,23195,0,3708,1352,0,88,3764
6/6/2019 2:00,0,0,0,23267,0,4216,1344,0,88,3928
6/6/2019 3:00,0,0,0,23390,80,4320,1344,0,88,4064
6/6/2019 4:00,0,0,0,23413,200,3812,1344,0,88,4100
6/6/2019 5:00,0,0,0,24167,364,3772,1344,0,88,4104
6/6/2019 6:00,0,0,0,23823,576,3796,1344,0,88,3916
6/6/2019 7:00,0,0,0,24375,884,2768,1340,0,88,3328
6/6/2019 8:00,0,0,0,24381,1080,2984,1328,0,88,2624
6/6/2019 9:00,0,0,0,24053,1192,3228,1328,0,88,2008
6/6/2019 10:00,0,0,0,23310,1324,2744,1328,0,88,1572
6/6/2019 11:00,0,0,0,23844,1392,2240,1328,0,88,1340
6/6/2019 12:00,0,0,0,23179,1356,2456,1332,0,88,1196
6/6/2019 13:00,0,0,0,23336,1228,2208,1344,0,88,1112
6/6/2019 14:00,0,0,0,23863,976,1828,1344,0,88,1072
6/6/2019 15:00,0,0,0,24262,728,1536,1344,0,88,1024
6/6/2019 16:00,0,0,0,24395,516,832,1344,0,88,928
6/6/2019 17:00,0,0,0,24206,296,864,1344,0,88,900
6/6/2019 18:00,0,0,0,24243,132,1648,1344,0,88,980
6/6/2019 19:00,0,1,0,24150,24,2052,1344,0,88,1060
6/6/2019 20:00,0,0,0,24235,0,1440,1344,0,88,1112
6/6/2019 21:00,0,0,0,24018,0,1336,1344,0,88,1196
6/6/2019 22:00,0,1,0,22159,0,2360,1360,0,88,1640
6/6/2019 23:00,0,0,0,22849,0,1700,1360,0,88,2216
6/7/2019 0:00,0,1,0,22424,0,2684,1352,0,88,2848
6/7/2019 1:00,0,277,0,22154,0,3896,1344,0,88,3216
6/7/2019 2:00,0,437,0,21489,0,4804,1356,0,88,3200
6/7/2019 3:00,0,431,0,22243,80,2984,1360,0,88,2928
6/7/2019 4:00,0,423,0,23508,208,2220,1360,0,88,2464
6/7/2019 5:00,0,643,0,24157,392,1636,1360,0,88,1868
6/7/2019 6:00,0,513,0,24253,624,1380,1360,0,88,1280
6/7/2019 7:00,0,511,0,23823,960,632,1360,0,88,792
6/7/2019 8:00,0,1251,0,23518,1192,112,1360,0,88,480
6/7/2019 9:00,0,2223,0,23554,1332,16,1344,0,88,384
6/7/2019 10:00,0,2631,0,23015,1472,68,1344,0,88,472
6/7/2019 11:00,0,2713,0,22920,1592,272,1344,0,88,756
6/7/2019 12:00,0,2692,0,22738,1620,680,1360,0,88,1140
6/7/2019 13:00,0,1692,0,23091,1520,1376,1360,0,88,1520
6/7/2019 14:00,0,1186,0,23360,1244,1920,1352,0,88,1872
6/7/2019 15:00,0,977,0,23702,956,1932,1344,0,88,2184
6/7/2019 16:00,0,953,0,23549,712,2208,1344,0,88,2444
6/7/2019 17:00,0,167,0,23370,424,2940,1352,0,88,2780
6/7/2019 18:00,0,1,0,22848,188,4056,1360,0,88,3292
6/7/2019 19:00,0,2,0,23227,40,4788,1360,0,88,3820
6/7/2019 20:00,0,0,0,23200,0,5072,1360,0,88,4028
6/7/2019 21:00,0,0,0,22751,0,4768,1360,0,88,3800
6/7/2019 22:00,0,0,0,23532,0,4016,1360,0,88,3320
6/7/2019 23:00,0,0,0,23487,0,3556,1360,0,88,2704
6/8/2019 0:00,0,0,0,23447,0,2828,1360,0,88,2096
6/8/2019 1:00,0,0,0,23247,0,1772,1360,0,88,1592
6/8/2019 2:00,0,2,0,23341,0,1328,1364,0,88,1448
6/8/2019 3:00,0,7,0,22355,80,5000,1376,0,88,2272
6/8/2019 4:00,0,1,0,21669,208,8012,1364,0,88,4420
6/8/2019 5:00,0,0,0,22719,392,10012,1360,0,88,7104
6/8/2019 6:00,0,2,0,22550,624,10300,1360,0,88,8816
6/8/2019 7:00,0,6,0,22675,968,10220,1360,0,88,9272
6/8/2019 8:00,0,12,0,21244,1208,9720,1360,0,88,9144
6/8/2019 9:00,0,1,0,21212,1360,9348,1360,0,88,8608
6/8/2019 10:00,0,9,0,20428,1516,9344,1360,0,88,7796
6/8/2019 11:00,0,7,0,19982,1560,8932,1360,0,88,6936
6/8/2019 12:00,0,12,0,19842,1472,8288,1360,0,88,6184
6/8/2019 13:00,0,11,0,20094,1296,7700,1360,0,88,5616
6/8/2019 14:00,0,3,0,20764,1036,6488,1360,0,88,5144
6/8/2019 15:00,0,1,0,21741,788,4916,1360,0,88,4628
6/8/2019 16:00,0,2,0,22601,584,3612,1360,0,88,4092
6/8/2019 17:00,0,0,0,23009,348,1968,1360,0,88,3720
6/8/2019 18:00,0,0,0,23917,156,1056,1368,0,88,3640
6/8/2019 19:00,0,0,0,23797,32,1096,1376,0,88,3708
6/8/2019 20:00,0,1,0,23724,0,1392,1376,0,88,3828
6/8/2019 21:00,0,2,0,23597,0,1480,1376,0,88,3896
6/8/2019 22:00,0,5,0,23151,0,1336,1376,0,88,2516
6/8/2019 23:00,0,0,0,23384,0,924,1376,0,88,2632
6/9/2019 0:00,0,0,0,23674,0,1152,1376,0,88,2848
6/9/2019 1:00,0,4,0,23117,0,1672,1376,0,88,3084
6/9/2019 2:00,0,0,0,23006,0,2164,1376,0,88,3096
6/9/2019 3:00,0,7,0,22459,88,2896,1384,0,88,2736
6/9/2019 4:00,0,6,0,22430,224,2348,1392,0,88,2076
6/9/2019 5:00,0,0,0,23455,408,1332,1392,0,88,1272
6/9/2019 6:00,0,1,0,23720,668,832,1392,0,88,708
6/9/2019 7:00,0,5,0,23490,1072,564,1384,0,88,436
6/9/2019 8:00,0,9,0,23303,1364,304,1376,0,88,272
6/9/2019 9:00,0,0,0,23698,1544,148,1376,0,88,200
6/9/2019 10:00,0,0,0,23325,1728,100,1376,0,88,232
6/9/2019 11:00,0,0,0,22946,1816,88,1376,0,88,348
6/9/2019 12:00,0,0,0,23163,1768,88,1376,0,88,560
6/9/2019 13:00,0,0,0,23311,1608,168,1376,0,88,828
6/9/2019 14:00,0,0,0,23699,1264,220,1376,0,88,1104
6/9/2019 15:00,0,5,0,24019,928,356,1376,0,88,1284
6/9/2019 16:00,0,0,0,24599,680,400,1376,0,88,1408
6/9/2019 17:00,0,1,0,25013,412,512,1376,0,88,1560
6/9/2019 18:00,0,0,0,25163,184,780,1376,0,88,1916
6/9/2019 19:00,0,0,0,24164,40,1048,1376,0,88,2544
6/9/2019 20:00,0,0,0,24123,0,1104,1376,0,88,3256
6/9/2019 21:00,0,0,0,24158,0,1280,1376,0,88,3868
6/9/2019 22:00,0,0,0,23936,0,1740,1376,0,88,3076
6/9/2019 23:00,0,0,0,23556,0,2376,1376,0,88,3492
6/10/2019 0:00,0,0,0,23193,0,2868,1376,0,88,3940
6/10/2019 1:00,0,0,0,23279,0,3012,1376,0,88,4284
6/10/2019 2:00,0,11,0,22720,0,4128,1376,0,88,4488
6/10/2019 3:00,0,0,0,22892,96,4364,1376,0,88,4504
6/10/2019 4:00,0,0,0,22663,244,4196,1376,0,88,4252
6/10/2019 5:00,0,0,0,23703,424,3636,1388,0,88,4044
6/10/2019 6:00,0,0,0,24574,688,3068,1380,0,88,4308
6/10/2019 7:00,0,0,0,24359,1080,4176,1376,0,88,5104
6/10/2019 8:00,0,7,0,23226,1344,5648,1376,0,88,6136
6/10/2019 9:00,0,10,0,22536,1508,6936,1376,0,88,6896
6/10/2019 10:00,0,0,0,23528,1672,7040,1376,0,88,7248
6/10/2019 11:00,0,0,0,23206,1704,6876,1372,0,88,7312
6/10/2019 12:00,0,0,0,23426,1572,6520,1360,0,88,7144
6/10/2019 13:00,0,0,0,23438,1380,6320,1368,0,88,6824
6/10/2019 14:00,0,2,0,23226,1072,6224,1360,0,88,6476
6/10/2019 15:00,0,0,0,23721,768,6140,1360,0,88,6136
6/10/2019 16:00,0,0,0,24621,552,5568,1360,0,88,5964
6/10/2019 17:00,0,0,0,24149,340,5268,1360,0,88,6088
6/10/2019 18:00,0,0,0,24165,148,5228,1360,0,88,6444
6/10/2019 19:00,0,0,0,23805,32,5696,1360,0,88,6872
6/10/2019 20:00,0,0,0,23960,0,5576,1360,0,88,7072
6/10/2019 21:00,0,0,0,23468,0,5672,1372,0,88,6948
6/10/2019 22:00,0,0,0,23011,0,4944,1360,0,88,6264
6/10/2019 23:00,0,0,0,22818,0,4656,1360,0,88,5872
6/11/2019 0:00,23,0,0,22611,0,5060,1360,0,88,5528
6/11/2019 1:00,452,0,0,22469,0,5124,1360,0,88,5300
6/11/2019 2:00,604,0,0,22643,0,4380,1360,0,88,5024
6/11/2019 3:00,621,175,0,22534,96,3924,1372,0,88,4512
6/11/2019 4:00,912,559,0,23157,240,3628,1376,0,88,3784
6/11/2019 5:00,1210,1591,0,24697,424,2116,1376,0,88,3100
6/11/2019 6:00,1207,1643,0,24839,672,1812,1376,0,88,3000
6/11/2019 7:00,1200,1627,0,24272,1064,2796,1376,0,88,3536
6/11/2019 8:00,1198,1632,0,23435,1312,4396,1376,0,88,4364
6/11/2019 9:00,1197,1619,0,23105,1440,5280,1376,0,88,5168
6/11/2019 10:00,1200,650,0,23019,1556,5316,1376,0,88,5652
6/11/2019 11:00,1196,496,0,22336,1536,5536,1376,0,88,5752
6/11/2019 12:00,1199,495,0,22504,1400,5532,1376,0,88,5536
6/11/2019 13:00,1198,497,0,22293,1216,5412,1376,0,88,5160
6/11/2019 14:00,1195,707,0,22561,956,5300,1376,0,88,4792
6/11/2019 15:00,1195,1604,0,22886,696,4632,1368,0,88,4560
6/11/2019 16:00,1196,1603,0,23280,488,4208,1360,0,88,4552
6/11/2019 17:00,1196,1590,0,22686,288,4296,1360,0,88,4768
6/11/2019 18:00,1197,1604,0,22542,124,5052,1364,0,88,5120
6/11/2019 19:00,1196,1163,0,22471,24,5804,1364,0,88,5568
6/11/2019 20:00,925,961,0,21253,0,6200,1376,0,88,5996
6/11/2019 21:00,894,259,0,20984,0,6564,1376,0,88,6072
6/11/2019 22:00,1125,0,0,20830,0,6572,1372,0,88,4824
6/11/2019 23:00,809,0,0,20885,0,6120,1360,0,88,4808
6/12/2019 0:00,672,0,0,20933,0,5784,1360,0,88,4784
6/12/2019 1:00,676,0,0,21035,0,5348,1364,0,88,4600
6/12/2019 2:00,678,0,0,21450,0,4488,1376,0,88,4452
6/12/2019 3:00,733,0,0,21039,96,4756,1376,0,88,4272
6/12/2019 4:00,1148,0,0,21918,248,4784,1376,0,88,3900
6/12/2019 5:00,1202,0,0,23413,440,4032,1360,0,88,3600
6/12/2019 6:00,1201,0,0,23343,688,3436,1360,0,88,3736
6/12/2019 7:00,1199,0,0,22210,1084,4016,1360,0,88,4420
6/12/2019 8:00,1200,0,0,21975,1368,5072,1360,0,88,5392
6/12/2019 9:00,1199,0,0,21912,1572,6804,1360,0,88,6304
6/12/2019 10:00,1199,0,0,20684,1776,7544,1360,0,88,6828
6/12/2019 11:00,1199,0,0,20399,1848,6792,1360,0,88,6928
6/12/2019 12:00,1198,407,0,20554,1752,5912,1360,0,88,6808
6/12/2019 13:00,1085,1142,0,20348,1556,5904,1348,0,88,6616
6/12/2019 14:00,1063,2227,0,20153,1220,5940,1344,0,88,6312
6/12/2019 15:00,1192,2976,0,20297,904,5904,1344,0,88,5884
6/12/2019 16:00,1196,3731,0,20579,668,5848,1360,0,88,5512
6/12/2019 17:00,1193,3656,0,20388,408,5448,1360,0,88,5272
6/12/2019 18:00,1194,3053,0,20564,176,5540,1360,0,88,5240
6/12/2019 19:00,1192,3013,0,20439,40,5608,1360,0,88,5280
6/12/2019 20:00,1190,2408,0,20252,0,5500,1360,0,88,4992
6/12/2019 21:00,1187,2400,0,19911,0,4652,1360,0,88,4400
6/12/2019 22:00,781,538,0,20112,0,3484,1376,0,88,4092
6/12/2019 23:00,666,0,0,20219,0,3416,1372,0,88,3328
6/13/2019 0:00,671,0,0,19935,0,3020,1360,0,88,2752
6/13/2019 1:00,671,0,0,19841,0,2780,1360,0,88,2392
6/13/2019 2:00,672,0,0,19954,0,2276,1360,0,88,1992
6/13/2019 3:00,668,22,0,19841,96,1696,1360,0,88,1524
6/13/2019 4:00,969,462,0,19919,240,1256,1360,0,88,1040
6/13/2019 5:00,1199,1168,0,21018,436,692,1360,0,88,708
6/13/2019 6:00,1197,991,0,21016,704,288,1360,0,88,572
6/13/2019 7:00,935,2560,0,20316,1080,232,1360,0,88,516
6/13/2019 8:00,678,4639,0,20112,1336,116,1364,0,88,504
6/13/2019 9:00,673,5644,0,20269,1488,48,1376,0,88,548
6/13/2019 10:00,676,6329,0,19979,1644,24,1376,0,88,680
6/13/2019 11:00,679,6013,0,20034,1728,220,1376,0,88,872
6/13/2019 12:00,678,5725,0,20049,1676,696,1376,0,88,1152
6/13/2019 13:00,678,5647,0,19754,1528,1756,1376,0,88,1532
6/13/2019 14:00,671,5700,0,19969,1220,2680,1376,0,88,1788
6/13/2019 15:00,719,1894,0,20397,912,3360,1376,0,88,1832
6/13/2019 16:00,1133,156,0,22208,680,3808,1376,0,88,1824
6/13/2019 17:00,1192,0,0,21642,416,4836,1376,0,88,1896
6/13/2019 18:00,1186,0,0,22835,184,4240,1376,0,88,2124
6/13/2019 19:00,1187,0,0,22477,40,4012,1376,0,88,2224
6/13/2019 20:00,1188,0,0,21641,0,3920,1376,0,88,2112
6/13/2019 21:00,1188,0,0,21612,0,2700,1376,0,88,1968
6/13/2019 22:00,817,0,0,21605,0,1692,1392,0,88,2112
6/13/2019 23:00,665,0,0,21711,0,1248,1384,0,88,2708
6/14/2019 0:00,671,0,0,21847,0,1396,1376,0,88,3596
6/14/2019 1:00,672,0,0,21532,0,3272,1376,0,88,4008
6/14/2019 2:00,673,0,0,21071,0,4152,1376,0,88,3864
6/14/2019 3:00,704,0,0,20891,96,3664,1376,0,88,3468
6/14/2019 4:00,1115,0,0,21561,252,2956,1376,0,88,2896
6/14/2019 5:00,1193,0,0,22347,460,2516,1376,0,88,2200
6/14/2019 6:00,1186,22,0,22295,740,2388,1376,0,88,1560
6/14/2019 7:00,1186,674,0,21844,1152,1692,1376,0,88,1084
6/14/2019 8:00,1187,2223,0,21731,1448,988,1360,0,88,768
6/14/2019 9:00,1162,3044,0,21587,1656,444,1360,0,88,504
6/14/2019 10:00,720,4542,0,21301,1848,144,1368,0,88,288
6/14/2019 11:00,666,4516,0,21547,1952,64,1376,0,88,188
6/14/2019 12:00,668,3578,0,21213,1900,64,1376,0,88,180
6/14/2019 13:00,281,2976,0,21630,1728,84,1376,0,88,216
6/14/2019 14:00,0,1904,0,22177,1376,156,1376,0,88,264
6/14/2019 15:00,304,481,0,23255,1024,396,1376,0,88,352
6/14/2019 16:00,632,44,0,23447,764,536,1376,0,88,500
6/14/2019 17:00,1057,0,0,22752,468,756,1376,0,88,764
6/14/2019 18:00,1193,0,0,23030,200,1084,1376,0,88,1096
6/14/2019 19:00,1114,0,0,22723,44,1664,1376,0,88,1432
6/14/2019 20:00,586,0,0,22498,0,2236,1376,0,88,1780
6/14/2019 21:00,467,0,0,22392,0,2832,1376,0,88,2176
6/14/2019 22:00,0,0,0,22120,0,3808,1360,0,88,2780
6/14/2019 23:00,0,0,0,21815,0,4176,1360,0,88,2972
6/15/2019 0:00,0,0,0,22069,0,3968,1344,0,88,3312
6/15/2019 1:00,0,0,0,22158,0,3852,1344,0,88,3628
6/15/2019 2:00,0,0,0,21922,0,4004,1344,0,88,3828
6/15/2019 3:00,0,0,0,21616,80,4468,1344,0,88,3944
6/15/2019 4:00,0,0,0,22080,208,4904,1356,0,88,3816
6/15/2019 5:00,0,0,0,22813,360,4444,1360,0,88,3440
6/15/2019 6:00,0,0,0,22767,608,3932,1352,0,88,3404
6/15/2019 7:00,0,0,0,22546,972,4732,1344,0,88,4088
6/15/2019 8:00,0,0,0,22105,1236,6220,1344,0,88,5104
6/15/2019 9:00,0,0,0,21726,1396,6064,1344,0,88,5704
6/15/2019 10:00,0,0,0,22168,1552,5224,1344,0,88,5516
6/15/2019 11:00,0,0,0,21600,1604,5352,1344,0,88,4864
6/15/2019 12:00,0,0,0,21532,1520,4596,1344,0,88,4112
6/15/2019 13:00,0,0,0,21844,1368,3688,1360,0,88,3512
6/15/2019 14:00,0,0,0,21842,1068,3604,1360,0,88,2984
6/15/2019 15:00,0,0,0,22188,768,3276,1360,0,88,2584
6/15/2019 16:00,0,0,0,22324,552,2992,1360,0,88,2292
6/15/2019 17:00,0,0,0,22084,340,2996,1360,0,88,1976
6/15/2019 18:00,0,0,0,21962,152,4108,1360,0,88,1960
6/15/2019 19:00,0,0,0,21886,32,4084,1360,0,88,2076
6/15/2019 20:00,0,0,0,22647,0,2976,1360,0,88,1940
6/15/2019 21:00,0,0,0,22541,0,3000,1360,0,88,1792
6/15/2019 22:00,0,0,0,21778,0,3092,1360,0,88,2928
6/15/2019 23:00,0,0,0,21747,0,3000,1360,0,88,3456
6/16/2019 0:00,0,0,0,21946,0,2976,1360,0,88,4240
6/16/2019 1:00,0,0,0,21688,0,3068,1360,0,88,4832
6/16/2019 2:00,0,0,0,21481,0,3460,1360,0,88,5008
6/16/2019 3:00,0,0,0,21429,80,3224,1360,0,88,4968
6/16/2019 4:00,0,0,0,21211,196,4536,1360,0,88,4928
6/16/2019 5:00,0,0,0,21449,352,5752,1360,0,88,4744
6/16/2019 6:00,0,0,0,21645,544,6248,1360,0,88,4380
6/16/2019 7:00,0,0,0,21517,824,6016,1360,0,88,4040
6/16/2019 8:00,0,0,0,21180,1024,6536,1360,0,88,3820
6/16/2019 9:00,0,0,0,21558,1152,5964,1360,0,88,3800
6/16/2019 10:00,0,0,0,21569,1280,6976,1360,0,88,3916
6/16/2019 11:00,0,0,0,21250,1328,7448,1360,0,88,4088
6/16/2019 12:00,0,0,0,21024,1264,8012,1360,0,88,4312
6/16/2019 13:00,0,0,0,21146,1116,8484,1360,0,88,4600
6/16/2019 14:00,0,0,0,21257,856,9148,1360,0,88,4872
6/16/2019 15:00,0,0,0,21536,596,8644,1360,0,88,5000
6/16/2019 16:00,0,0,0,22079,416,8320,1360,0,88,4992
6/16/2019 17:00,0,0,0,21801,248,8232,1360,0,88,5028
6/16/2019 18:00,0,0,0,22812,112,8796,1360,0,88,5152
6/16/2019 19:00,0,0,0,22972,24,8232,1360,0,88,5312
6/16/2019 20:00,0,0,0,23410,0,6768,1360,0,88,5576
6/16/2019 21:00,0,0,0,21948,0,7472,1360,0,88,5848
6/16/2019 22:00,0,0,0,21459,0,6952,1360,0,88,6992
6/16/2019 23:00,64,0,0,21329,0,6384,1360,0,88,6984
6/17/2019 0:00,559,0,0,21684,0,4720,1360,0,88,6952
6/17/2019 1:00,633,0,0,21726,0,4404,1360,0,88,6948
6/17/2019 2:00,648,0,0,21323,0,4872,1360,0,88,6808
6/17/2019 3:00,1000,0,0,21257,68,4848,1360,0,88,6436
6/17/2019 4:00,1199,0,0,22698,172,4992,1360,0,88,6160
6/17/2019 5:00,1197,0,0,24208,336,4040,1360,0,88,6120
6/17/2019 6:00,1199,0,0,24306,544,3184,1360,0,88,6032
6/17/2019 7:00,1197,0,0,23287,856,2972,1360,0,88,5720
6/17/2019 8:00,1193,0,0,22437,1072,2656,1360,0,88,5216
6/17/2019 9:00,1194,0,0,22412,1208,2404,1360,0,88,4568
6/17/2019 10:00,796,0,0,21979,1344,1816,1360,0,88,3908
6/17/2019 11:00,672,0,0,21864,1424,1720,1360,0,88,3360
6/17/2019 12:00,673,0,0,21932,1380,1888,1360,0,88,3040
6/17/2019 13:00,677,0,0,21899,1248,2120,1360,0,88,2944
6/17/2019 14:00,1071,0,0,21865,996,2528,1360,0,88,2880
6/17/2019 15:00,1197,0,0,23105,744,2244,1360,0,88,2776
6/17/2019 16:00,1193,0,0,24258,548,1648,1360,0,88,2724
6/17/2019 17:00,1193,0,0,23883,340,1596,1348,0,88,2636
6/17/2019 18:00,1192,0,0,23985,156,1676,1344,0,88,2508
6/17/2019 19:00,1192,0,0,23723,32,1636,1344,0,88,2348
6/17/2019 20:00,1193,0,0,23402,0,1320,1344,0,88,2120
6/17/2019 21:00,1190,0,0,22135,0,1072,1344,0,88,1856
6/17/2019 22:00,799,0,0,21922,0,1064,1360,0,88,1924
6/17/2019 23:00,669,0,0,21904,0,1112,1360,0,88,1632
6/18/2019 0:00,671,0,0,21650,0,1168,1360,0,88,1388
6/18/2019 1:00,672,234,0,21541,0,1208,1360,0,88,1176
6/18/2019 2:00,674,688,0,21143,0,1084,1360,0,88,964
6/18/2019 3:00,768,1628,0,20832,80,740,1360,0,88,704
6/18/2019 4:00,1177,3692,0,21377,192,524,1360,0,88,448
6/18/2019 5:00,1202,6542,0,21664,376,184,1360,0,88,256
6/18/2019 6:00,1199,7059,0,21588,620,44,1360,0,88,136
6/18/2019 7:00,1197,6047,0,20957,980,52,1360,0,88,88
6/18/2019 8:00,1197,5050,0,21010,1228,28,1360,0,88,92
6/18/2019 9:00,1196,5027,0,21082,1384,48,1360,0,88,128
6/18/2019 10:00,1069,5023,0,20930,1552,80,1360,0,88,176
6/18/2019 11:00,887,4998,0,20787,1616,144,1376,0,88,224
6/18/2019 12:00,900,4970,0,20838,1544,256,1376,0,88,268
6/18/2019 13:00,1194,4131,0,21142,1384,232,1368,0,88,304
6/18/2019 14:00,1194,2800,0,21977,1080,204,1360,0,88,340
6/18/2019 15:00,1192,2054,0,22815,784,152,1360,0,88,384
6/18/2019 16:00,1193,2096,0,23619,568,172,1376,0,88,452
6/18/2019 17:00,1192,3341,0,22868,348,216,1376,0,88,552
6/18/2019 18:00,1190,3371,0,22727,160,364,1376,0,88,664
6/18/2019 19:00,1189,2893,0,22659,32,564,1376,0,88,744
6/18/2019 20:00,1188,662,0,22444,0,820,1364,0,88,764
6/18/2019 21:00,1040,0,0,22608,0,852,1360,0,88,732
6/18/2019 22:00,758,0,0,20888,0,888,1360,0,88,544
6/18/2019 23:00,667,0,0,21252,0,700,1360,0,88,504
6/19/2019 0:00,671,0,0,21279,0,428,1360,0,88,492
6/19/2019 1:00,673,0,0,21420,0,308,1360,0,88,520
6/19/2019 2:00,669,373,0,21425,0,324,1360,0,88,580
6/19/2019 3:00,697,1591,0,20805,92,460,1360,0,88,588
6/19/2019 4:00,1120,3211,0,21992,232,940,1360,0,88,512
6/19/2019 5:00,1200,5103,0,22618,424,784,1360,0,88,416
6/19/2019 6:00,1199,5712,0,22965,680,292,1360,0,88,368
6/19/2019 7:00,1197,6167,0,22453,1064,312,1360,0,88,428
6/19/2019 8:00,1197,4726,0,22786,1320,368,1364,0,88,568
6/19/2019 9:00,1198,4702,0,22171,1468,676,1376,0,88,688
6/19/2019 10:00,1057,4762,0,20865,1616,1000,1376,0,88,712
6/19/2019 11:00,988,4720,0,20467,1612,1196,1376,0,88,680
6/19/2019 12:00,917,4686,0,20524,1464,2096,1376,0,88,688
6/19/2019 13:00,784,4697,0,20262,1268,2268,1376,0,88,680
6/19/2019 14:00,672,4311,0,20525,980,2932,1372,0,88,656
6/19/2019 15:00,1037,3288,0,22825,700,1996,1360,0,88,696
6/19/2019 16:00,1201,2395,0,24494,504,1724,1360,0,88,800
6/19/2019 17:00,1196,2344,0,24234,312,1444,1368,0,88,984
6/19/2019 18:00,1194,2368,0,24063,144,1264,1376,0,88,1192
6/19/2019 19:00,1194,2405,0,23229,32,1784,1376,0,88,1328
6/19/2019 20:00,1152,2465,0,23377,0,776,1364,0,88,1392
6/19/2019 21:00,698,486,0,23036,0,664,1360,0,88,1380
6/19/2019 22:00,603,0,0,22520,0,780,1328,0,88,1392
6/19/2019 23:00,311,0,0,22308,0,512,1328,0,88,1188
6/20/2019 0:00,0,0,0,21549,0,620,1328,0,88,1108
6/20/2019 1:00,0,0,0,21407,0,476,1328,0,88,1048
6/20/2019 2:00,0,0,0,21328,0,192,1328,0,88,888
6/20/2019 3:00,0,0,0,20992,88,460,1328,0,88,696
6/20/2019 4:00,0,0,0,22113,224,384,1328,0,88,500
6/20/2019 5:00,0,0,0,23888,412,268,1328,0,88,316
6/20/2019 6:00,0,0,0,24179,672,192,1312,0,88,216
6/20/2019 7:00,0,0,0,23578,1060,288,1312,0,88,176
6/20/2019 8:00,0,0,0,23779,1312,92,1312,0,88,164
6/20/2019 9:00,0,0,0,24049,1452,68,1312,0,88,144
6/20/2019 10:00,0,0,0,23112,1576,44,1312,0,88,160
6/20/2019 11:00,0,0,0,21861,1508,24,1312,0,88,204
6/20/2019 12:00,0,26,0,21829,1308,28,1312,0,88,236
6/20/2019 13:00,0,340,0,21619,1120,80,1312,0,88,272
6/20/2019 14:00,0,1129,0,22336,880,232,1312,0,88,464
6/20/2019 15:00,0,1043,0,23116,648,1240,1312,0,88,552
6/20/2019 16:00,0,1048,0,23965,476,1100,1312,0,88,480
6/20/2019 17:00,0,1119,0,23528,300,712,1312,0,88,592
6/20/2019 18:00,0,1755,0,23483,140,516,1312,0,88,688
6/20/2019 19:00,0,1530,0,23521,32,536,1320,0,88,684
6/20/2019 20:00,0,1113,0,23316,0,2500,1324,0,88,748
6/20/2019 21:00,0,293,0,21578,0,5908,1316,0,88,920
6/20/2019 22:00,0,0,0,20927,0,5160,1324,0,88,1060
6/20/2019 23:00,0,0,0,20947,0,3908,1328,0,88,1460
6/21/2019 0:00,0,0,0,20886,0,4540,1328,0,88,1772
6/21/2019 1:00,0,8,0,21219,0,3740,1328,0,88,1904
6/21/2019 2:00,0,527,0,21392,0,4016,1328,0,88,1888
6/21/2019 3:00,0,1121,0,20782,68,3672,1328,0,88,1908
6/21/2019 4:00,0,2338,0,21492,168,2404,1328,0,88,1872
6/21/2019 5:00,0,2739,0,24140,304,1276,1320,0,88,1704
6/21/2019 6:00,0,3876,0,23439,484,904,1312,0,88,1456
6/21/2019 7:00,0,2962,0,23558,732,880,1312,0,88,1276
6/21/2019 8:00,0,2983,0,23803,936,864,1312,0,88,1136
6/21/2019 9:00,0,3040,0,23376,1104,1072,1312,0,88,968
6/21/2019 10:00,0,3009,0,22895,1288,1132,1312,0,88,900
6/21/2019 11:00,0,2171,0,23117,1384,1200,1312,0,88,964
6/21/2019 12:00,0,2012,0,22729,1368,1460,1312,0,88,1124
6/21/2019 13:00,0,2008,0,22528,1260,1340,1312,0,88,1300
6/21/2019 14:00,0,2006,0,22815,992,1140,1312,0,88,1392
6/21/2019 15:00,0,1992,0,23515,724,796,1312,0,88,1412
6/21/2019 16:00,0,1973,0,23907,532,508,1312,0,88,1460
6/21/2019 17:00,0,3069,0,23045,328,416,1312,0,88,1580
6/21/2019 18:00,0,3238,0,23153,152,360,1312,0,88,1764
6/21/2019 19:00,0,3290,0,23262,32,672,1312,0,88,2044
6/21/2019 20:00,0,1020,0,23174,0,744,1312,0,88,2312
6/21/2019 21:00,0,0,0,22826,0,800,1320,0,88,2488
