UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-01-01 00:00:00,2932.0,8214.0,728.0,1725.0,0.0,171.0,742.0,622.0,1722.0
2023-01-01 01:00:00,2921.0,7397.0,723.0,1689.0,0.0,178.0,744.0,622.0,1592.0
2023-01-01 02:00:00,2820.0,6928.0,726.0,1683.0,0.0,193.0,744.0,622.0,1542.0
2023-01-01 03:00:00,2764.0,6736.0,723.0,1644.0,0.0,225.0,743.0,622.0,1555.0
2023-01-01 04:00:00,2785.0,6827.0,725.0,1649.0,0.0,251.0,741.0,622.0,1566.0
2023-01-01 05:00:00,2760.0,6984.0,722.0,1738.0,0.0,240.0,744.0,622.0,1546.0
2023-01-01 06:00:00,2771.0,7211.0,724.0,1829.0,58.0,220.0,745.0,622.0,1547.0
2023-01-01 07:00:00,2788.0,6739.0,726.0,2175.0,1178.0,210.0,735.0,622.0,1517.0
2023-01-01 08:00:00,2783.0,5878.0,727.0,2017.0,3288.0,164.0,738.0,622.0,1580.0
2023-01-01 09:00:00,2834.0,6130.0,730.0,1770.0,4384.0,149.0,735.0,621.0,1690.0
2023-01-01 10:00:00,2820.0,6419.0,728.0,1690.0,5075.0,145.0,738.0,621.0,1869.0
2023-01-01 11:00:00,2792.0,6695.0,727.0,1616.0,4780.0,201.0,730.0,622.0,1967.0
2023-01-01 12:00:00,2791.0,6818.0,726.0,1594.0,4503.0,221.0,725.0,621.0,1831.0
2023-01-01 13:00:00,2792.0,6631.0,724.0,1613.0,3378.0,235.0,724.0,622.0,1701.0
2023-01-01 14:00:00,2782.0,8022.0,724.0,1818.0,1709.0,234.0,725.0,623.0,1789.0
2023-01-01 15:00:00,2798.0,10163.0,724.0,2100.0,205.0,266.0,721.0,623.0,1833.0
2023-01-01 16:00:00,2763.0,11564.0,721.0,3100.0,0.0,261.0,718.0,625.0,1898.0
2023-01-01 17:00:00,2793.0,11960.0,734.0,3455.0,0.0,268.0,713.0,622.0,1820.0
2023-01-01 18:00:00,2777.0,12004.0,733.0,3339.0,0.0,311.0,718.0,622.0,1848.0
2023-01-01 19:00:00,2819.0,12031.0,735.0,2998.0,0.0,344.0,719.0,620.0,1796.0
2023-01-01 20:00:00,2843.0,11980.0,725.0,2085.0,0.0,368.0,720.0,621.0,1772.0
2023-01-01 21:00:00,2879.0,10714.0,724.0,1815.0,0.0,444.0,724.0,621.0,1800.0
2023-01-01 22:00:00,2898.0,9053.0,719.0,1687.0,0.0,440.0,727.0,621.0,1622.0
2023-01-01 23:00:00,2953.0,7352.0,723.0,1496.0,0.0,464.0,718.0,622.0,1796.0
2023-01-02 00:00:00,2953.0,7098.0,724.0,1460.0,0.0,543.0,715.0,622.0,1753.0
2023-01-02 01:00:00,2950.0,7369.0,723.0,1372.0,0.0,641.0,712.0,621.0,1694.0
2023-01-02 02:00:00,2949.0,7428.0,724.0,1351.0,0.0,633.0,695.0,621.0,1607.0
2023-01-02 03:00:00,2954.0,7207.0,717.0,1472.0,0.0,600.0,691.0,620.0,1610.0
2023-01-02 04:00:00,2958.0,7898.0,724.0,1541.0,0.0,585.0,692.0,619.0,1657.0
2023-01-02 05:00:00,2951.0,10146.0,722.0,1716.0,0.0,638.0,704.0,619.0,1784.0
2023-01-02 06:00:00,2973.0,12471.0,723.0,2215.0,63.0,750.0,702.0,620.0,2157.0
2023-01-02 07:00:00,3035.0,13608.0,733.0,3060.0,802.0,885.0,693.0,619.0,2256.0
2023-01-02 08:00:00,3044.0,14101.0,724.0,2957.0,2199.0,912.0,689.0,610.0,2317.0
2023-01-02 09:00:00,3008.0,12998.0,724.0,2603.0,2972.0,936.0,669.0,608.0,2357.0
2023-01-02 10:00:00,2943.0,12268.0,724.0,2364.0,3452.0,1080.0,680.0,609.0,2364.0
2023-01-02 11:00:00,2971.0,11933.0,724.0,2237.0,3488.0,1089.0,689.0,608.0,2324.0
2023-01-02 12:00:00,3021.0,12113.0,724.0,2176.0,3391.0,1083.0,692.0,608.0,2332.0
2023-01-02 13:00:00,3025.0,13124.0,724.0,2167.0,2853.0,1056.0,688.0,606.0,2327.0
2023-01-02 14:00:00,3019.0,14533.0,724.0,2306.0,1435.0,927.0,671.0,608.0,2420.0
2023-01-02 15:00:00,3028.0,15552.0,724.0,2905.0,202.0,851.0,679.0,609.0,2454.0
2023-01-02 16:00:00,3023.0,16682.0,724.0,3789.0,0.0,827.0,675.0,620.0,2522.0
2023-01-02 17:00:00,3026.0,16640.0,724.0,3796.0,0.0,740.0,691.0,619.0,2489.0
2023-01-02 18:00:00,3019.0,16904.0,722.0,3698.0,0.0,700.0,687.0,620.0,2502.0
2023-01-02 19:00:00,3026.0,15816.0,723.0,2973.0,0.0,615.0,685.0,620.0,2515.0
2023-01-02 20:00:00,3028.0,14124.0,724.0,2397.0,0.0,714.0,690.0,620.0,2381.0
2023-01-02 21:00:00,3035.0,12233.0,724.0,1791.0,0.0,771.0,669.0,619.0,2305.0
2023-01-02 22:00:00,3009.0,10229.0,724.0,1532.0,0.0,808.0,659.0,620.0,2206.0
2023-01-02 23:00:00,2853.0,8479.0,760.0,1303.0,0.0,872.0,670.0,621.0,1574.0
2023-01-03 00:00:00,2833.0,7803.0,762.0,1263.0,0.0,803.0,669.0,621.0,1651.0
2023-01-03 01:00:00,2859.0,7143.0,756.0,1314.0,0.0,727.0,659.0,621.0,1605.0
2023-01-03 02:00:00,2847.0,6963.0,761.0,1261.0,0.0,682.0,641.0,621.0,1600.0
2023-01-03 03:00:00,2850.0,7181.0,760.0,1278.0,0.0,600.0,640.0,622.0,1621.0
2023-01-03 04:00:00,2841.0,8331.0,761.0,1423.0,0.0,518.0,636.0,620.0,1632.0
2023-01-03 05:00:00,2847.0,10603.0,751.0,1739.0,0.0,504.0,654.0,610.0,1594.0
2023-01-03 06:00:00,2852.0,12610.0,760.0,2254.0,33.0,566.0,658.0,605.0,1868.0
2023-01-03 07:00:00,2914.0,12531.0,758.0,3492.0,682.0,505.0,648.0,616.0,2178.0
2023-01-03 08:00:00,2920.0,12935.0,760.0,3622.0,1922.0,387.0,628.0,613.0,2229.0
2023-01-03 09:00:00,2956.0,13145.0,752.0,2769.0,2737.0,324.0,602.0,615.0,2121.0
2023-01-03 10:00:00,2879.0,11935.0,752.0,2501.0,2866.0,376.0,613.0,616.0,2196.0
2023-01-03 11:00:00,2881.0,11753.0,760.0,2185.0,2813.0,450.0,593.0,617.0,2191.0
2023-01-03 12:00:00,2873.0,11530.0,760.0,2075.0,2787.0,484.0,597.0,616.0,2173.0
2023-01-03 13:00:00,2890.0,12628.0,762.0,2198.0,2286.0,481.0,596.0,615.0,2253.0
2023-01-03 14:00:00,2965.0,13610.0,761.0,2561.0,1169.0,438.0,617.0,615.0,2318.0
2023-01-03 15:00:00,2968.0,14109.0,763.0,3443.0,193.0,390.0,624.0,614.0,2281.0
2023-01-03 16:00:00,2969.0,14160.0,752.0,4350.0,1.0,304.0,626.0,617.0,2266.0
2023-01-03 17:00:00,2970.0,14197.0,731.0,4333.0,0.0,241.0,640.0,621.0,2272.0
2023-01-03 18:00:00,2962.0,14371.0,743.0,4308.0,0.0,229.0,657.0,624.0,2233.0
2023-01-03 19:00:00,2980.0,14287.0,745.0,3448.0,0.0,292.0,665.0,624.0,2059.0
2023-01-03 20:00:00,2986.0,12571.0,746.0,2574.0,0.0,377.0,665.0,624.0,2039.0
2023-01-03 21:00:00,2993.0,10748.0,746.0,1976.0,0.0,419.0,652.0,620.0,1857.0
2023-01-03 22:00:00,2892.0,8731.0,741.0,1641.0,0.0,453.0,643.0,621.0,1641.0
2023-01-03 23:00:00,2832.0,6486.0,744.0,1383.0,0.0,463.0,639.0,621.0,1259.0
2023-01-04 00:00:00,2860.0,6228.0,741.0,1316.0,0.0,504.0,640.0,621.0,1169.0
2023-01-04 01:00:00,2854.0,6290.0,735.0,1292.0,0.0,474.0,639.0,621.0,1168.0
2023-01-04 02:00:00,2868.0,6366.0,738.0,1233.0,0.0,469.0,640.0,621.0,1167.0
2023-01-04 03:00:00,2875.0,6578.0,735.0,1292.0,0.0,534.0,634.0,622.0,1181.0
2023-01-04 04:00:00,2876.0,7132.0,739.0,1395.0,0.0,486.0,637.0,622.0,1254.0
