UTC time,oil,wind,biomass,unknown,hydro,nat_gas,nuclear,solar
2023-01-01 00:00:00,0.0,0.0,300.0,412.0,49.0,850.0,4949.0,0.0
2023-01-01 01:00:00,0.0,0.0,298.0,419.0,49.0,865.0,4948.0,0.0
2023-01-01 02:00:00,0.0,0.0,292.0,416.0,49.0,832.0,4951.0,0.0
2023-01-01 03:00:00,0.0,0.0,301.0,424.0,49.0,858.0,4948.0,0.0
2023-01-01 04:00:00,0.0,0.0,303.0,418.0,49.0,844.0,4948.0,0.0
2023-01-01 05:00:00,0.0,0.0,300.0,428.0,49.0,861.0,4946.0,0.0
2023-01-01 06:00:00,0.0,0.0,303.0,443.0,49.0,863.0,4949.0,0.0
2023-01-01 07:00:00,0.0,0.0,306.0,462.0,49.0,857.0,4949.0,0.0
2023-01-01 08:00:00,0.0,0.0,296.0,509.0,49.0,876.0,4951.0,75.0
2023-01-01 09:00:00,0.0,0.0,300.0,487.0,49.0,820.0,4952.0,284.0
2023-01-01 10:00:00,0.0,0.0,295.0,471.0,50.0,844.0,4955.0,709.0
2023-01-01 11:00:00,0.0,0.0,297.0,461.0,51.0,851.0,4955.0,767.0
2023-01-01 12:00:00,0.0,0.0,298.0,494.0,51.0,847.0,4953.0,521.0
2023-01-01 13:00:00,0.0,0.0,290.0,606.0,51.0,863.0,4953.0,292.0
2023-01-01 14:00:00,0.0,0.0,295.0,556.0,50.0,869.0,4953.0,97.0
2023-01-01 15:00:00,0.0,0.0,298.0,585.0,49.0,888.0,4953.0,5.0
2023-01-01 16:00:00,0.0,0.0,300.0,692.0,49.0,888.0,4951.0,0.0
2023-01-01 17:00:00,0.0,0.0,300.0,548.0,50.0,857.0,4952.0,0.0
2023-01-01 18:00:00,0.0,0.0,295.0,586.0,50.0,965.0,4949.0,0.0
2023-01-01 19:00:00,0.0,0.0,299.0,754.0,51.0,913.0,4948.0,0.0
2023-01-01 20:00:00,0.0,0.0,298.0,494.0,50.0,801.0,4951.0,0.0
2023-01-01 21:00:00,0.0,0.0,294.0,432.0,50.0,853.0,4951.0,0.0
2023-01-01 22:00:00,0.0,0.0,293.0,427.0,50.0,885.0,4948.0,0.0
2023-01-01 23:00:00,0.0,0.0,306.0,432.0,50.0,932.0,4947.0,0.0
2023-01-02 00:00:00,0.0,0.0,312.0,447.0,50.0,990.0,4947.0,0.0
2023-01-02 01:00:00,0.0,125.66666666666667,348.0,435.0,50.0,977.0,4947.0,0.0
2023-01-02 02:00:00,0.0,62.833333333333336,349.0,434.0,50.0,994.0,4947.0,0.0
2023-01-02 03:00:00,0.0,31.416666666666668,370.0,432.0,50.0,972.0,4947.0,0.0
2023-01-02 04:00:00,0.0,15.708333333333334,376.0,448.0,50.0,974.0,4946.0,0.0
2023-01-02 05:00:00,0.0,7.854166666666667,375.0,485.0,50.0,988.0,4949.0,0.0
2023-01-02 06:00:00,0.0,3.9270833333333335,370.0,508.0,49.0,1021.0,4946.0,0.0
2023-01-02 07:00:00,0.0,1.9635416666666667,374.0,542.0,49.0,1047.0,4950.0,0.0
2023-01-02 08:00:00,0.0,0.9817708333333334,368.0,607.0,49.0,1110.0,4954.0,56.0
2023-01-02 09:00:00,0.0,0.4908854166666667,399.0,719.0,49.0,1278.0,4959.0,260.0
2023-01-02 10:00:00,0.0,0.24544270833333334,473.0,650.0,48.0,1243.0,4960.0,402.0
2023-01-02 11:00:00,0.0,0.12272135416666667,495.0,676.0,50.0,1310.0,4961.0,392.0
2023-01-02 12:00:00,0.0,0.061360677083333336,489.0,809.0,50.0,1313.0,4960.0,384.0
2023-01-02 13:00:00,0.0,0.030680338541666668,477.0,733.0,50.0,1427.0,4961.0,452.0
