datetime,avg_wind_production_forecast
2023-06-27T00:00:00.000000000,4055.50007
2023-06-27T01:00:00.000000000,4104.36991
2023-06-27T02:00:00.000000000,4250.09997
2023-06-27T03:00:00.000000000,4194.18989
2023-06-27T04:00:00.000000000,4226.61012
2023-06-27T05:00:00.000000000,4272.15002
2023-06-27T06:00:00.000000000,4312.4001
2023-06-27T07:00:00.000000000,4406.75996
2023-06-27T08:00:00.000000000,4367.38991
2023-06-27T09:00:00.000000000,4311.55011
2023-06-27T10:00:00.000000000,4189.36007
2023-06-27T11:00:00.000000000,3994.88998
2023-06-27T12:00:00.000000000,3730.67989
2023-06-27T13:00:00.000000000,3335.16996
2023-06-27T14:00:00.000000000,2753.9701
2023-06-27T15:00:00.000000000,2145.65004
2023-06-27T16:00:00.000000000,1692.71996
2023-06-27T17:00:00.000000000,1415.59001
2023-06-27T18:00:00.000000000,1301.36005
2023-06-27T19:00:00.000000000,1378.38006
2023-06-27T20:00:00.000000000,1670.58005
2023-06-27T21:00:00.000000000,2076.46994
2023-06-27T22:00:00.000000000,2514.57997
2023-06-27T23:00:00.000000000,2920.32006
2023-06-28T00:00:00.000000000,3673.42621
2023-06-28T01:00:00.000000000,3737.03688
2023-06-28T02:00:00.000000000,3706.58204
2023-06-28T03:00:00.000000000,3620.95412
2023-06-28T04:00:00.000000000,3548.13167
2023-06-28T05:00:00.000000000,3468.29601
2023-06-28T06:00:00.000000000,3520.42138
2023-06-28T07:00:00.000000000,3474.44987
2023-06-28T08:00:00.000000000,3442.20383
2023-06-28T09:00:00.000000000,3543.77204
2023-06-28T10:00:00.000000000,3627.24413
2023-06-28T11:00:00.000000000,3696.96429
2023-06-28T12:00:00.000000000,3571.05734
2023-06-28T13:00:00.000000000,3599.81882
2023-06-28T14:00:00.000000000,3584.50776
2023-06-28T15:00:00.000000000,3514.14652
2023-06-28T16:00:00.000000000,3163.87938
2023-06-28T17:00:00.000000000,2947.66297
2023-06-28T18:00:00.000000000,2771.42957
2023-06-28T19:00:00.000000000,2759.9247
2023-06-28T20:00:00.000000000,2842.79899
2023-06-28T21:00:00.000000000,2934.77535
2023-06-28T22:00:00.000000000,2999.17152
2023-06-28T23:00:00.000000000,2914.39496
2023-06-29T00:00:00.000000000,3844.65036
2023-06-29T01:00:00.000000000,3902.03028
2023-06-29T02:00:00.000000000,3877.0309
2023-06-29T03:00:00.000000000,3792.17662
2023-06-29T04:00:00.000000000,3713.32296
2023-06-29T05:00:00.000000000,3644.32766
2023-06-29T06:00:00.000000000,3697.42456
2023-06-29T07:00:00.000000000,3640.03473
2023-06-29T08:00:00.000000000,3599.67743
2023-06-29T09:00:00.000000000,3705.81254
2023-06-29T10:00:00.000000000,3796.61314
2023-06-29T11:00:00.000000000,3865.59191
2023-06-29T12:00:00.000000000,3740.02176
2023-06-29T13:00:00.000000000,3775.70412
2023-06-29T14:00:00.000000000,3763.24123
2023-06-29T15:00:00.000000000,3685.14054
2023-06-29T16:00:00.000000000,3322.0037
2023-06-29T17:00:00.000000000,3087.9913
2023-06-29T18:00:00.000000000,2905.03518
2023-06-29T19:00:00.000000000,2886.13041
2023-06-29T20:00:00.000000000,2974.42791
2023-06-29T21:00:00.000000000,3057.18313
2023-06-29T22:00:00.000000000,3127.17835
2023-06-29T23:00:00.000000000,3044.58161
2023-06-30T00:00:00.000000000,4028.16185
2023-06-30T01:00:00.000000000,4089.71342
2023-06-30T02:00:00.000000000,4062.33689
2023-06-30T03:00:00.000000000,3972.64397
2023-06-30T04:00:00.000000000,3890.45348
2023-06-30T05:00:00.000000000,3815.75274
2023-06-30T06:00:00.000000000,3871.5443
2023-06-30T07:00:00.000000000,3812.77227
2023-06-30T08:00:00.000000000,3771.47321
2023-06-30T09:00:00.000000000,3882.62885
2023-06-30T10:00:00.000000000,3977.29051
2023-06-30T11:00:00.000000000,4050.12839
2023-06-30T12:00:00.000000000,3917.63652
2023-06-30T13:00:00.000000000,3954.12616
2023-06-30T14:00:00.000000000,3940.59334
2023-06-30T15:00:00.000000000,3859.56042
2023-06-30T16:00:00.000000000,3478.44597
2023-06-30T17:00:00.000000000,3234.32853
2023-06-30T18:00:00.000000000,3042.23036
2023-06-30T19:00:00.000000000,3023.39753
2023-06-30T20:00:00.000000000,3115.69085
2023-06-30T21:00:00.000000000,3204.69474
2023-06-30T22:00:00.000000000,3277.69661
2023-06-30T23:00:00.000000000,3190.18516
