UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-12-18 00:00:00,2024-07-17 00:00:00,3.1,1.4795252174582718,273.45421156590135,271.4211635325236,0.0,0.0,93.32998,240.68293,2452.60208,55.60299,682.12235,0.0,1.0,68.62105,170.89046
2023-12-18 01:00:00,2024-07-17 00:00:00,3.1,1.5248281373792645,273.4412511297715,271.2918976073752,0.0,0.0,93.03919,244.14634,2451.0981,55.39519,650.41181,0.0,1.0,71.00882,169.14898
2023-12-18 02:00:00,2024-07-17 00:00:00,3.1,1.5248281373792645,273.4412511297715,271.2918976073752,0.0,0.0,93.21794,249.83056,2451.32196,54.95893,611.49284,0.0,1.0,70.76992,169.21423
2023-12-18 03:00:00,2024-07-17 00:00:00,3.1,1.5248281373792645,273.4412511297715,271.2918976073752,0.0,0.0,93.32246,245.09219,2451.2455,54.8764,650.31197,0.0,1.0,70.97879,167.75061
2023-12-18 04:00:00,2024-07-17 00:00:00,3.1,1.5393157035492904,273.2737908458215,271.12996710406736,0.0,0.0,93.75937,254.20715,2440.27616,54.51154,664.41949,0.0,1.0,71.27574,168.41101
2023-12-18 05:00:00,2024-07-17 00:00:00,3.1,1.5393157035492904,273.2737908458215,271.12996710406736,0.0,0.0,94.3681,262.97026,2445.12525,54.65637,732.06493,0.0,1.0,73.35384,168.51288
2023-12-18 06:00:00,2024-07-17 00:00:00,3.1,1.5393157035492904,273.2737908458215,271.12996710406736,0.0,0.0,95.05265,277.91285,2447.87903,54.41938,740.88933,10.0,1.0,71.38837,165.32454
2023-12-18 07:00:00,2024-07-17 00:00:00,3.1,1.749978661621041,276.24784140093954,272.69255451948715,74.94286709061936,0.0,97.98693,285.37901,2446.62233,53.84645,740.84455,60.0,1.0,72.19083,166.52198
2023-12-18 08:00:00,2024-07-17 00:00:00,3.1,1.749978661621041,276.24784140093954,272.69255451948715,74.94286709061936,0.0,98.35952,307.10436,2439.659,54.15903,750.06901,115.0,1.0,72.02727,167.14385
2023-12-18 09:00:00,2024-07-17 00:00:00,3.1,1.749978661621041,276.24784140093954,272.69255451948715,74.94286709061936,0.0,98.78785,272.54296,2446.39228,54.15282,752.96888,150.0,1.0,73.64851,166.78133
2023-12-18 10:00:00,2024-07-17 00:00:00,3.1,1.977094262421978,278.23623420901095,273.9172775499562,154.10029378095302,0.0,99.73919,268.45146,2424.74426,53.77894,744.66781,155.0,1.0,74.41633,165.4711
2023-12-18 11:00:00,2024-07-17 00:00:00,3.1,1.977094262421978,278.23623420901095,273.9172775499562,154.10029378095302,0.0,99.88654,284.79146,2420.65783,53.70274,732.74072,140.0,1.0,74.79645,165.25686
2023-12-18 12:00:00,2024-07-17 00:00:00,3.1,1.977094262421978,278.23623420901095,273.9172775499562,154.10029378095302,0.0,98.54517,269.61417,2422.73419,54.4791,702.55304,80.0,1.0,75.4957,165.27176
2023-12-18 13:00:00,2024-07-17 00:00:00,3.1,2.0458413966775253,275.19611682557536,272.89635815614275,92.42219004373143,0.0,97.88966,259.54383,2418.06264,53.51303,689.0836,15.0,1.0,76.21919,166.21607
2023-12-18 14:00:00,2024-07-17 00:00:00,3.1,2.0458413966775253,275.19611682557536,272.89635815614275,92.42219004373143,0.0,99.05445,281.02954,2416.15555,53.44855,731.38509,5.0,1.0,76.90731,167.0376
2023-12-18 15:00:00,2024-07-17 00:00:00,3.1,2.0458413966775253,275.19611682557536,272.89635815614275,92.42219004373143,0.0,98.09549,284.79058,2411.61762,52.92962,773.45397,0.0,1.0,76.70063,169.22835
2023-12-18 16:00:00,2024-07-17 00:00:00,3.1,2.1045443077122497,274.22095779699214,272.1673832183821,46.21057393100866,0.0,99.87709,287.21958,2414.60404,53.12264,811.41785,0.0,1.0,76.24077,168.10209
2023-12-18 17:00:00,2024-07-17 00:00:00,3.1,2.1045443077122497,274.22095779699214,272.1673832183821,46.21057393100866,0.0,101.12663,260.32318,2419.07861,52.96074,856.07582,0.0,1.0,75.96819,164.25198
2023-12-18 18:00:00,2024-07-17 00:00:00,3.1,2.1045443077122497,274.22095779699214,272.1673832183821,46.21057393100866,0.0,101.43683,256.62131,2420.24404,53.41959,867.97101,0.0,1.0,75.73896,165.36478
2023-12-18 19:00:00,2024-07-17 00:00:00,3.1,2.036502102588894,273.7023101042068,271.7988820712416,0.0,0.0,99.68556,248.13883,2421.10951,53.68783,887.58514,0.0,1.0,75.64257,166.70004
2023-12-18 20:00:00,2024-07-17 00:00:00,3.1,2.036502102588894,273.7023101042068,271.7988820712416,0.0,0.0,96.49951,243.1766,2417.40656,53.0866,882.31906,0.0,1.0,74.82061,166.65469
2023-12-18 21:00:00,2024-07-17 00:00:00,3.1,2.036502102588894,273.7023101042068,271.7988820712416,0.0,0.0,94.09594,242.48612,2410.327,53.20989,858.39217,0.0,1.0,74.9218,165.05573
