UTC time,nat_gas,oil,hydro,solar,other
2019-01-01 00:00:00,4145.0,0.0,7.0,0.0,129.0
2019-01-01 01:00:00,3873.0,0.0,8.0,0.0,131.0
2019-01-01 02:00:00,3679.0,0.0,7.0,0.0,128.0
2019-01-01 03:00:00,3631.0,0.0,7.0,0.0,130.0
2019-01-01 04:00:00,3577.0,0.0,8.0,0.0,111.0
2019-01-01 05:00:00,3413.0,0.0,7.0,0.0,112.0
2019-01-01 06:00:00,3150.0,0.0,8.0,0.0,107.0
2019-01-01 07:00:00,2952.0,0.0,6.0,0.0,109.0
2019-01-01 08:00:00,2714.0,0.0,7.0,0.0,108.0
2019-01-01 09:00:00,2552.0,0.0,7.0,0.0,109.0
2019-01-01 10:00:00,2489.0,0.0,6.0,0.0,111.0
2019-01-01 11:00:00,2488.0,0.0,7.0,0.0,110.0
2019-01-01 12:00:00,2545.0,0.0,6.0,0.0,111.0
2019-01-01 13:00:00,2620.0,0.0,5.0,0.0,115.0
2019-01-01 14:00:00,2917.0,0.0,6.0,0.0,105.0
2019-01-01 15:00:00,3112.0,0.0,6.0,2.0,95.0
2019-01-01 16:00:00,3373.0,0.0,6.0,2.0,98.0
2019-01-01 17:00:00,3699.0,0.0,6.0,2.0,95.0
2019-01-01 18:00:00,3943.0,0.0,6.0,3.0,93.0
2019-01-01 19:00:00,4217.0,0.0,5.0,3.0,95.0
2019-01-01 20:00:00,4341.0,0.0,6.0,3.0,94.0
2019-01-01 21:00:00,4364.0,0.0,6.0,2.0,94.0
2019-01-01 22:00:00,4286.0,0.0,6.0,1.0,105.0
2019-01-01 23:00:00,4133.0,0.0,6.0,0.0,124.0
2019-01-02 00:00:00,4196.0,0.0,6.0,0.0,128.0
2019-01-02 01:00:00,3976.0,0.0,5.0,0.0,128.0
2019-01-02 02:00:00,3851.0,0.0,6.0,0.0,131.0
2019-01-02 03:00:00,3802.0,0.0,6.0,0.0,128.0
2019-01-02 04:00:00,3450.0,0.0,6.0,0.0,115.0
2019-01-02 05:00:00,3063.0,0.0,5.0,0.0,112.0
2019-01-02 06:00:00,2812.0,0.0,6.0,0.0,111.0
2019-01-02 07:00:00,2586.0,0.0,6.0,0.0,113.0
2019-01-02 08:00:00,2442.0,0.0,5.0,0.0,114.0
2019-01-02 09:00:00,2377.0,0.0,6.0,0.0,116.0
2019-01-02 10:00:00,2423.0,0.0,5.0,0.0,122.0
2019-01-02 11:00:00,2614.0,0.0,6.0,0.0,122.0
2019-01-02 12:00:00,2955.0,0.0,6.0,0.0,120.0
2019-01-02 13:00:00,3185.0,0.0,5.0,0.0,124.0
2019-01-02 14:00:00,3432.0,0.0,5.0,0.0,266.0
2019-01-02 15:00:00,3408.0,0.0,6.0,1.0,135.0
2019-01-02 16:00:00,3464.0,0.0,5.0,2.0,137.0
2019-01-02 17:00:00,3741.0,0.0,6.0,3.0,135.0
2019-01-02 18:00:00,3958.0,0.0,5.0,2.0,136.0
2019-01-02 19:00:00,4104.0,0.0,6.0,2.0,137.0
2019-01-02 20:00:00,4234.0,0.0,5.0,3.0,138.0
2019-01-02 21:00:00,4325.0,0.0,5.0,14.0,139.0
2019-01-02 22:00:00,4347.0,17.0,6.0,11.0,138.0
2019-01-02 23:00:00,4300.0,0.0,6.0,2.0,138.0
2019-01-03 00:00:00,4411.0,0.0,6.0,0.0,138.0
2019-01-03 01:00:00,4165.0,0.0,6.0,0.0,140.0
2019-01-03 02:00:00,4047.0,0.0,7.0,0.0,140.0
2019-01-03 03:00:00,3955.0,0.0,6.0,0.0,131.0
2019-01-03 04:00:00,3584.0,0.0,7.0,0.0,123.0
2019-01-03 05:00:00,3183.0,0.0,6.0,0.0,120.0
2019-01-03 06:00:00,2911.0,0.0,7.0,0.0,117.0
2019-01-03 07:00:00,2663.0,0.0,7.0,0.0,117.0
2019-01-03 08:00:00,2512.0,0.0,8.0,0.0,118.0
2019-01-03 09:00:00,2446.0,0.0,7.0,0.0,117.0
2019-01-03 10:00:00,2465.0,0.0,8.0,0.0,121.0
2019-01-03 11:00:00,2644.0,0.0,7.0,0.0,120.0
2019-01-03 12:00:00,2971.0,0.0,8.0,0.0,119.0
2019-01-03 13:00:00,3254.0,0.0,8.0,1.0,109.0
2019-01-03 14:00:00,3442.0,0.0,7.0,11.0,108.0
2019-01-03 15:00:00,3538.0,0.0,8.0,15.0,106.0
2019-01-03 16:00:00,3656.0,0.0,6.0,13.0,110.0
2019-01-03 17:00:00,3887.0,0.0,3.0,13.0,109.0
2019-01-03 18:00:00,4069.0,0.0,3.0,13.0,108.0
2019-01-03 19:00:00,4173.0,0.0,3.0,14.0,110.0
2019-01-03 20:00:00,4284.0,0.0,3.0,13.0,107.0
2019-01-03 21:00:00,4369.0,0.0,3.0,14.0,105.0
2019-01-03 22:00:00,4423.0,0.0,5.0,9.0,107.0
2019-01-03 23:00:00,4387.0,0.0,9.0,1.0,108.0
2019-01-04 00:00:00,4505.0,0.0,4.0,0.0,112.0
2019-01-04 01:00:00,4288.0,0.0,3.0,0.0,111.0
2019-01-04 02:00:00,4197.0,0.0,3.0,0.0,113.0
2019-01-04 03:00:00,4119.0,0.0,4.0,0.0,122.0
2019-01-04 04:00:00,3727.0,0.0,3.0,0.0,125.0
2019-01-04 05:00:00,3319.0,0.0,4.0,0.0,127.0
2019-01-04 06:00:00,3033.0,0.0,3.0,0.0,118.0
2019-01-04 07:00:00,2793.0,0.0,4.0,0.0,117.0
2019-01-04 08:00:00,2647.0,0.0,3.0,0.0,122.0
2019-01-04 09:00:00,2603.0,0.0,4.0,0.0,121.0
2019-01-04 10:00:00,2647.0,0.0,3.0,0.0,121.0
2019-01-04 11:00:00,2815.0,0.0,4.0,0.0,122.0
2019-01-04 12:00:00,3137.0,0.0,4.0,0.0,119.0
2019-01-04 13:00:00,3460.0,0.0,4.0,1.0,123.0
2019-01-04 14:00:00,3619.0,0.0,3.0,1.0,132.0
2019-01-04 15:00:00,3659.0,0.0,4.0,4.0,138.0
2019-01-04 16:00:00,3706.0,17.0,3.0,7.0,138.0
2019-01-04 17:00:00,3934.0,2.0,3.0,4.0,136.0
2019-01-04 18:00:00,4133.0,0.0,3.0,7.0,130.0
2019-01-04 19:00:00,4254.0,0.0,3.0,5.0,124.0
2019-01-04 20:00:00,4293.0,0.0,3.0,5.0,127.0
2019-01-04 21:00:00,4179.0,0.0,3.0,2.0,132.0
2019-01-04 22:00:00,4048.0,0.0,4.0,2.0,140.0
2019-01-04 23:00:00,3950.0,0.0,11.0,1.0,138.0
2019-01-05 00:00:00,3870.0,0.0,10.0,0.0,142.0
2019-01-05 01:00:00,3675.0,0.0,10.0,0.0,139.0
2019-01-05 02:00:00,3668.0,0.0,11.0,0.0,143.0
2019-01-05 03:00:00,3684.0,0.0,10.0,0.0,139.0
2019-01-05 04:00:00,3433.0,0.0,10.0,0.0,132.0
2019-01-05 05:00:00,3131.0,0.0,10.0,0.0,128.0
2019-01-05 06:00:00,2865.0,0.0,11.0,0.0,126.0
2019-01-05 07:00:00,2759.0,0.0,10.0,0.0,124.0
2019-01-05 08:00:00,2630.0,0.0,10.0,0.0,127.0
2019-01-05 09:00:00,2562.0,0.0,10.0,0.0,127.0
2019-01-05 10:00:00,2556.0,0.0,10.0,0.0,125.0
2019-01-05 11:00:00,2643.0,0.0,10.0,0.0,128.0
2019-01-05 12:00:00,2817.0,0.0,10.0,0.0,153.0
2019-01-05 13:00:00,3012.0,0.0,10.0,1.0,156.0
2019-01-05 14:00:00,3299.0,0.0,8.0,11.0,164.0
2019-01-05 15:00:00,3572.0,0.0,8.0,11.0,147.0
2019-01-05 16:00:00,3783.0,0.0,5.0,11.0,147.0
2019-01-05 17:00:00,3797.0,0.0,5.0,13.0,149.0
2019-01-05 18:00:00,3784.0,0.0,4.0,13.0,146.0
2019-01-05 19:00:00,3768.0,0.0,5.0,15.0,144.0
2019-01-05 20:00:00,3745.0,16.0,4.0,14.0,147.0
2019-01-05 21:00:00,3715.0,24.0,4.0,13.0,148.0
2019-01-05 22:00:00,3753.0,0.0,4.0,13.0,148.0
2019-01-05 23:00:00,3848.0,0.0,4.0,4.0,148.0
2019-01-06 00:00:00,4092.0,0.0,5.0,0.0,146.0
2019-01-06 01:00:00,4035.0,0.0,4.0,0.0,144.0
2019-01-06 02:00:00,3902.0,0.0,4.0,0.0,147.0
2019-01-06 03:00:00,3736.0,0.0,5.0,0.0,148.0
2019-01-06 04:00:00,3518.0,0.0,4.0,0.0,137.0
2019-01-06 05:00:00,3303.0,0.0,4.0,0.0,133.0
2019-01-06 06:00:00,3114.0,0.0,4.0,0.0,131.0
2019-01-06 07:00:00,2985.0,0.0,4.0,0.0,130.0
2019-01-06 08:00:00,2872.0,0.0,4.0,0.0,127.0
2019-01-06 09:00:00,2888.0,0.0,4.0,0.0,127.0
2019-01-06 10:00:00,2927.0,0.0,4.0,0.0,133.0
2019-01-06 11:00:00,3053.0,0.0,4.0,0.0,129.0
2019-01-06 12:00:00,3319.0,0.0,4.0,0.0,129.0
2019-01-06 13:00:00,3621.0,0.0,4.0,1.0,131.0
2019-01-06 14:00:00,3942.0,0.0,4.0,13.0,140.0
2019-01-06 15:00:00,4004.0,0.0,3.0,16.0,145.0
2019-01-06 16:00:00,3915.0,0.0,4.0,27.0,147.0
2019-01-06 17:00:00,3788.0,0.0,4.0,28.0,150.0
2019-01-06 18:00:00,3718.0,0.0,4.0,27.0,147.0
2019-01-06 19:00:00,3668.0,0.0,3.0,27.0,146.0
2019-01-06 20:00:00,3665.0,0.0,4.0,19.0,147.0
2019-01-06 21:00:00,3698.0,0.0,4.0,17.0,147.0
2019-01-06 22:00:00,3782.0,0.0,3.0,14.0,147.0
2019-01-06 23:00:00,3941.0,0.0,4.0,4.0,145.0
2019-01-07 00:00:00,4124.0,0.0,3.0,0.0,144.0
2019-01-07 01:00:00,4058.0,0.0,3.0,0.0,149.0
2019-01-07 02:00:00,3919.0,0.0,3.0,0.0,150.0
2019-01-07 03:00:00,3801.0,0.0,2.0,0.0,146.0
2019-01-07 04:00:00,3537.0,0.0,0.0,0.0,138.0
2019-01-07 05:00:00,3227.0,0.0,0.0,0.0,130.0
2019-01-07 06:00:00,3020.0,0.0,0.0,0.0,129.0
2019-01-07 07:00:00,2929.0,0.0,0.0,0.0,132.0
2019-01-07 08:00:00,2884.0,0.0,0.0,0.0,130.0
2019-01-07 09:00:00,2906.0,0.0,0.0,0.0,131.0
2019-01-07 10:00:00,3046.0,0.0,0.0,0.0,129.0
2019-01-07 11:00:00,3327.0,0.0,0.0,0.0,133.0
2019-01-07 12:00:00,3879.0,0.0,0.0,0.0,130.0
2019-01-07 13:00:00,4135.0,0.0,0.0,1.0,127.0
2019-01-07 14:00:00,4192.0,0.0,0.0,14.0,133.0
2019-01-07 15:00:00,4097.0,0.0,0.0,15.0,144.0
2019-01-07 16:00:00,4027.0,0.0,0.0,16.0,134.0
2019-01-07 17:00:00,3996.0,0.0,0.0,17.0,129.0
2019-01-07 18:00:00,3959.0,0.0,0.0,17.0,97.0
2019-01-07 19:00:00,4063.0,0.0,0.0,22.0,97.0
2019-01-07 20:00:00,4094.0,0.0,0.0,37.0,96.0
2019-01-07 21:00:00,4136.0,0.0,0.0,35.0,104.0
2019-01-07 22:00:00,4200.0,0.0,0.0,31.0,108.0
2019-01-07 23:00:00,4281.0,0.0,0.0,5.0,104.0
2019-01-08 00:00:00,4423.0,0.0,0.0,0.0,105.0
2019-01-08 01:00:00,4357.0,0.0,0.0,0.0,106.0
2019-01-08 02:00:00,4143.0,0.0,0.0,0.0,108.0
2019-01-08 03:00:00,3939.0,0.0,0.0,0.0,110.0
2019-01-08 04:00:00,3559.0,0.0,0.0,0.0,108.0
2019-01-08 05:00:00,3214.0,0.0,0.0,0.0,110.0
2019-01-08 06:00:00,2918.0,0.0,0.0,0.0,109.0
2019-01-08 07:00:00,2737.0,0.0,0.0,0.0,103.0
2019-01-08 08:00:00,2640.0,0.0,0.0,0.0,108.0
2019-01-08 09:00:00,2615.0,0.0,0.0,0.0,110.0
2019-01-08 10:00:00,2745.0,0.0,0.0,0.0,108.0
2019-01-08 11:00:00,3005.0,0.0,0.0,0.0,108.0
2019-01-08 12:00:00,3397.0,0.0,0.0,0.0,106.0
2019-01-08 13:00:00,3529.0,0.0,0.0,1.0,115.0
2019-01-08 14:00:00,3448.0,0.0,0.0,15.0,128.0
2019-01-08 15:00:00,3427.0,0.0,0.0,23.0,113.0
2019-01-08 16:00:00,3441.0,0.0,0.0,33.0,110.0
2019-01-08 17:00:00,3483.0,0.0,0.0,38.0,105.0
2019-01-08 18:00:00,3551.0,0.0,0.0,39.0,106.0
2019-01-08 19:00:00,3630.0,0.0,0.0,37.0,108.0
2019-01-08 20:00:00,3661.0,0.0,0.0,37.0,122.0
2019-01-08 21:00:00,3688.0,0.0,0.0,35.0,124.0
2019-01-08 22:00:00,3743.0,0.0,0.0,30.0,125.0
2019-01-08 23:00:00,3821.0,0.0,0.0,5.0,126.0
2019-01-09 00:00:00,4064.0,0.0,0.0,0.0,131.0
2019-01-09 01:00:00,3956.0,0.0,0.0,0.0,133.0
2019-01-09 02:00:00,3787.0,0.0,0.0,0.0,132.0
2019-01-09 03:00:00,3678.0,0.0,0.0,0.0,139.0
2019-01-09 04:00:00,3493.0,0.0,0.0,0.0,126.0
2019-01-09 05:00:00,3113.0,0.0,0.0,0.0,121.0
2019-01-09 06:00:00,2899.0,0.0,0.0,0.0,117.0
2019-01-09 07:00:00,2771.0,0.0,0.0,0.0,112.0
2019-01-09 08:00:00,2668.0,0.0,0.0,0.0,118.0
2019-01-09 09:00:00,2639.0,0.0,0.0,0.0,119.0
2019-01-09 10:00:00,2688.0,0.0,0.0,0.0,119.0
2019-01-09 11:00:00,2959.0,0.0,0.0,0.0,120.0
2019-01-09 12:00:00,3416.0,0.0,0.0,0.0,129.0
2019-01-09 13:00:00,3803.0,0.0,0.0,1.0,134.0
2019-01-09 14:00:00,3913.0,0.0,0.0,10.0,135.0
2019-01-09 15:00:00,3948.0,0.0,0.0,20.0,137.0
2019-01-09 16:00:00,3958.0,0.0,0.0,19.0,136.0
2019-01-09 17:00:00,3938.0,0.0,1.0,23.0,134.0
2019-01-09 18:00:00,3928.0,0.0,3.0,30.0,134.0
2019-01-09 19:00:00,3936.0,0.0,4.0,37.0,123.0
2019-01-09 20:00:00,3917.0,0.0,3.0,36.0,126.0
2019-01-09 21:00:00,3931.0,0.0,4.0,35.0,137.0
2019-01-09 22:00:00,3997.0,0.0,4.0,31.0,132.0
2019-01-09 23:00:00,4134.0,0.0,11.0,6.0,134.0
2019-01-10 00:00:00,4440.0,0.0,8.0,0.0,137.0
2019-01-10 01:00:00,4426.0,0.0,4.0,0.0,142.0
2019-01-10 02:00:00,4277.0,0.0,5.0,0.0,142.0
2019-01-10 03:00:00,4077.0,0.0,2.0,0.0,144.0
2019-01-10 04:00:00,3775.0,0.0,3.0,0.0,127.0
2019-01-10 05:00:00,3501.0,0.0,3.0,0.0,123.0
2019-01-10 06:00:00,3407.0,0.0,3.0,0.0,121.0
2019-01-10 07:00:00,3307.0,0.0,3.0,0.0,117.0
2019-01-10 08:00:00,3336.0,0.0,3.0,0.0,116.0
2019-01-10 09:00:00,3395.0,0.0,3.0,0.0,121.0
2019-01-10 10:00:00,3605.0,0.0,3.0,0.0,128.0
2019-01-10 11:00:00,4215.0,0.0,3.0,0.0,134.0
2019-01-10 12:00:00,5118.0,0.0,4.0,0.0,140.0
2019-01-10 13:00:00,5577.0,0.0,4.0,0.0,153.0
2019-01-10 14:00:00,5564.0,0.0,4.0,1.0,150.0
2019-01-10 15:00:00,5274.0,0.0,3.0,4.0,148.0
2019-01-10 16:00:00,4840.0,0.0,4.0,7.0,150.0
2019-01-10 17:00:00,4607.0,0.0,4.0,5.0,151.0
2019-01-10 18:00:00,4374.0,0.0,4.0,4.0,146.0
2019-01-10 19:00:00,4174.0,0.0,4.0,6.0,140.0
2019-01-10 20:00:00,4057.0,0.0,4.0,7.0,136.0
2019-01-10 21:00:00,4045.0,0.0,4.0,5.0,137.0
2019-01-10 22:00:00,4164.0,0.0,6.0,2.0,140.0
2019-01-10 23:00:00,4474.0,0.0,11.0,1.0,143.0
2019-01-11 00:00:00,5014.0,0.0,12.0,0.0,150.0
2019-01-11 01:00:00,5207.0,0.0,11.0,0.0,147.0
2019-01-11 02:00:00,5339.0,0.0,12.0,0.0,131.0
2019-01-11 03:00:00,5183.0,0.0,12.0,0.0,116.0
2019-01-11 04:00:00,4857.0,0.0,11.0,0.0,107.0
2019-01-11 05:00:00,4455.0,0.0,12.0,0.0,108.0
2019-01-11 06:00:00,4215.0,0.0,11.0,0.0,104.0
2019-01-11 07:00:00,4119.0,0.0,12.0,0.0,109.0
2019-01-11 08:00:00,4125.0,0.0,12.0,0.0,116.0
2019-01-11 09:00:00,4240.0,0.0,12.0,0.0,120.0
2019-01-11 10:00:00,4543.0,0.0,11.0,0.0,120.0
2019-01-11 11:00:00,5157.0,15.0,12.0,0.0,117.0
2019-01-11 12:00:00,5680.0,0.0,12.0,0.0,118.0
2019-01-11 13:00:00,5843.0,0.0,11.0,0.0,121.0
2019-01-11 14:00:00,5617.0,0.0,12.0,1.0,128.0
2019-01-11 15:00:00,5125.0,0.0,11.0,4.0,122.0
2019-01-11 16:00:00,4844.0,0.0,12.0,6.0,113.0
2019-01-11 17:00:00,4385.0,0.0,11.0,5.0,114.0
2019-01-11 18:00:00,4106.0,0.0,11.0,6.0,114.0
2019-01-11 19:00:00,3980.0,0.0,11.0,4.0,114.0
2019-01-11 20:00:00,3888.0,0.0,11.0,7.0,112.0
2019-01-11 21:00:00,3876.0,0.0,12.0,4.0,114.0
2019-01-11 22:00:00,3910.0,0.0,12.0,2.0,118.0
2019-01-11 23:00:00,4023.0,0.0,13.0,0.0,117.0
2019-01-12 00:00:00,4243.0,0.0,14.0,0.0,117.0
2019-01-12 01:00:00,4221.0,0.0,14.0,0.0,116.0
2019-01-12 02:00:00,4101.0,0.0,14.0,0.0,121.0
2019-01-12 03:00:00,3923.0,0.0,14.0,0.0,127.0
2019-01-12 04:00:00,4198.0,0.0,14.0,0.0,128.0
2019-01-12 05:00:00,3758.0,0.0,14.0,0.0,129.0
2019-01-12 06:00:00,3224.0,0.0,15.0,0.0,128.0
2019-01-12 07:00:00,3079.0,0.0,14.0,0.0,126.0
2019-01-12 08:00:00,2952.0,0.0,15.0,0.0,127.0
2019-01-12 09:00:00,2909.0,0.0,14.0,0.0,124.0
2019-01-12 10:00:00,2941.0,0.0,14.0,0.0,121.0
2019-01-12 11:00:00,3076.0,0.0,15.0,0.0,128.0
2019-01-12 12:00:00,3333.0,0.0,14.0,0.0,131.0
2019-01-12 13:00:00,3621.0,0.0,14.0,0.0,127.0
2019-01-12 14:00:00,3855.0,0.0,15.0,1.0,132.0
2019-01-12 15:00:00,3933.0,0.0,14.0,3.0,133.0
2019-01-12 16:00:00,3945.0,0.0,12.0,4.0,133.0
2019-01-12 17:00:00,3905.0,0.0,12.0,6.0,133.0
2019-01-12 18:00:00,3865.0,0.0,12.0,5.0,129.0
2019-01-12 19:00:00,3851.0,0.0,12.0,4.0,130.0
2019-01-12 20:00:00,3860.0,0.0,11.0,3.0,130.0
2019-01-12 21:00:00,3881.0,0.0,12.0,2.0,131.0
2019-01-12 22:00:00,3927.0,0.0,12.0,2.0,135.0
2019-01-12 23:00:00,3962.0,0.0,17.0,0.0,132.0
2019-01-13 00:00:00,4156.0,0.0,15.0,0.0,142.0
2019-01-13 01:00:00,4015.0,0.0,14.0,0.0,152.0
2019-01-13 02:00:00,3850.0,0.0,13.0,0.0,147.0
2019-01-13 03:00:00,3629.0,0.0,13.0,0.0,147.0
2019-01-13 04:00:00,3403.0,0.0,15.0,0.0,134.0
2019-01-13 05:00:00,3099.0,0.0,16.0,0.0,131.0
2019-01-13 06:00:00,2858.0,0.0,16.0,0.0,130.0
2019-01-13 07:00:00,2652.0,0.0,16.0,0.0,127.0
2019-01-13 08:00:00,2578.0,0.0,16.0,0.0,128.0
2019-01-13 09:00:00,2527.0,0.0,16.0,0.0,128.0
2019-01-13 10:00:00,2535.0,0.0,17.0,0.0,131.0
2019-01-13 11:00:00,2636.0,0.0,18.0,0.0,121.0
2019-01-13 12:00:00,2784.0,0.0,18.0,0.0,131.0
2019-01-13 13:00:00,3031.0,0.0,17.0,0.0,139.0
