Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
36432,2023-02-27 00:00:00,527.56,321.0,62.0,0.0,0.0,48.0,75.0,1.0
36433,2023-02-27 01:00:00,551.45,357.0,64.0,0.0,0.0,37.0,77.0,1.0
36434,2023-02-27 02:00:00,586.85,445.0,63.0,0.0,0.0,23.0,85.0,1.0
36435,2023-02-27 03:00:00,608.82,500.0,64.0,0.0,0.0,13.0,86.0,1.0
36436,2023-02-27 04:00:00,612.2,502.0,61.0,0.0,0.0,9.0,88.0,1.0
36437,2023-02-27 05:00:00,612.25,508.0,62.0,0.0,2.0,9.0,87.0,1.0
36438,2023-02-27 06:00:00,597.57,505.0,61.0,0.0,18.0,9.0,87.0,1.0
36439,2023-02-27 07:00:00,567.0,496.0,60.0,0.0,49.0,12.0,87.0,1.0
36440,2023-02-27 08:00:00,532.29,511.0,58.0,1.0,95.0,18.0,87.0,1.0
36441,2023-02-27 09:00:00,497.89,510.0,57.0,1.0,141.0,26.0,86.0,1.0
36442,2023-02-27 10:00:00,466.06,486.0,57.0,1.0,175.0,35.0,84.0,1.0
36443,2023-02-27 11:00:00,454.91,509.0,57.0,1.0,201.0,43.0,86.0,1.0
36444,2023-02-27 12:00:00,453.39,493.0,58.0,1.0,186.0,54.0,82.0,1.0
36445,2023-02-27 13:00:00,485.26,477.0,60.0,1.0,120.0,57.0,78.0,1.0
36446,2023-02-27 14:00:00,536.03,495.0,61.0,1.0,46.0,59.0,82.0,1.0
36447,2023-02-27 15:00:00,557.71,516.0,60.0,1.0,4.0,75.0,87.0,1.0
36448,2023-02-27 16:00:00,528.59,519.0,61.0,1.0,0.0,122.0,86.0,1.0
36449,2023-02-27 17:00:00,518.04,524.0,59.0,1.0,0.0,140.0,87.0,1.0
36450,2023-02-27 18:00:00,503.4,519.0,63.0,1.0,0.0,160.0,87.0,1.0
36451,2023-02-27 19:00:00,499.54,501.0,67.0,1.0,0.0,156.0,87.0,1.0
36452,2023-02-27 20:00:00,506.89,519.0,64.0,1.0,0.0,154.0,87.0,1.0
36453,2023-02-27 21:00:00,479.88,513.0,64.0,1.0,0.0,196.0,88.0,1.0
36454,2023-02-27 22:00:00,439.89,448.0,65.0,1.0,0.0,232.0,83.0,1.0
36455,2023-02-27 23:00:00,408.57,368.0,63.0,1.0,0.0,233.0,77.0,1.0
