UTC time,coal,nat_gas,hydro,solar,wind,biomass,unknown
2023-05-08 00:00:00,125.0,66.0,0.0,0.0,25.0,58.0,1.0
2023-05-08 01:00:00,124.0,65.0,0.0,0.0,21.0,66.0,1.0
2023-05-08 02:00:00,125.0,68.0,0.0,6.0,22.0,64.0,1.0
2023-05-08 03:00:00,178.0,66.0,0.0,33.0,20.0,65.0,1.0
2023-05-08 04:00:00,246.0,70.0,0.0,79.0,20.0,61.0,1.0
2023-05-08 05:00:00,259.0,71.0,1.0,180.0,25.0,61.0,1.0
2023-05-08 06:00:00,250.0,71.0,1.0,310.0,45.0,60.0,1.0
2023-05-08 07:00:00,248.0,70.0,1.0,397.0,57.0,52.0,1.0
2023-05-08 08:00:00,199.0,69.0,1.0,460.0,65.0,53.0,1.0
2023-05-08 09:00:00,129.0,70.0,1.0,490.0,73.0,51.0,1.0
2023-05-08 10:00:00,114.0,70.0,1.0,503.0,76.0,52.0,1.0
2023-05-08 11:00:00,117.0,87.0,1.0,502.0,77.0,53.0,1.0
2023-05-08 12:00:00,114.0,68.0,1.0,480.0,73.0,53.0,1.0
2023-05-08 13:00:00,119.0,69.0,1.0,419.0,67.0,55.0,1.0
2023-05-08 14:00:00,175.0,69.0,1.0,304.0,53.0,57.0,1.0
2023-05-08 15:00:00,265.0,69.0,1.0,161.0,35.0,60.0,1.0
2023-05-08 16:00:00,253.0,69.0,0.0,50.0,22.0,62.0,1.0
2023-05-08 17:00:00,257.0,69.0,0.0,15.0,16.0,61.0,1.0
2023-05-08 18:00:00,262.0,68.0,0.0,2.0,17.0,60.0,1.0
2023-05-08 19:00:00,258.0,69.0,0.0,1.0,14.0,62.0,1.0
2023-05-08 20:00:00,228.0,68.0,0.0,0.0,13.0,59.0,1.0
2023-05-08 21:00:00,118.0,68.0,0.0,0.0,11.0,58.0,1.0
2023-05-08 22:00:00,187.0,67.0,0.0,0.0,8.0,53.0,1.0
2023-05-08 23:00:00,159.0,66.0,0.0,0.0,8.0,53.0,1.0
