UTC time,coal,nat_gas,hydro,solar,wind,biomass,unknown
2023-04-15 00:00:00,113.0,43.0,1.0,0.0,130.0,57.0,1.0
2023-04-15 01:00:00,112.0,44.0,1.0,0.0,125.0,61.0,1.0
2023-04-15 02:00:00,113.0,43.0,1.0,0.0,137.0,56.0,1.0
2023-04-15 03:00:00,113.0,44.0,1.0,6.0,133.0,50.0,1.0
2023-04-15 04:00:00,113.0,43.0,1.0,38.0,109.0,50.0,1.0
2023-04-15 05:00:00,114.0,44.0,1.0,101.0,83.0,53.0,1.0
2023-04-15 06:00:00,115.0,44.0,1.0,181.0,76.0,52.0,1.0
2023-04-15 07:00:00,130.0,45.0,1.0,258.0,63.0,52.0,1.0
2023-04-15 08:00:00,122.0,47.0,1.0,307.0,71.0,51.0,1.0
2023-04-15 09:00:00,121.0,46.0,1.0,354.0,129.0,48.0,1.0
2023-04-15 10:00:00,104.0,47.0,1.0,410.0,163.0,48.0,1.0
2023-04-15 11:00:00,103.0,45.0,1.0,427.0,164.0,47.0,1.0
2023-04-15 12:00:00,106.0,46.0,1.0,410.0,139.0,48.0,1.0
2023-04-15 13:00:00,116.0,45.0,1.0,336.0,126.0,51.0,1.0
2023-04-15 14:00:00,117.0,46.0,1.0,231.0,99.0,51.0,1.0
2023-04-15 15:00:00,109.0,47.0,1.0,109.0,80.0,59.0,1.0
2023-04-15 16:00:00,110.0,47.0,1.0,26.0,70.0,69.0,1.0
2023-04-15 17:00:00,113.0,47.0,1.0,3.0,80.0,70.0,1.0
2023-04-15 18:00:00,113.0,45.0,1.0,0.0,95.0,69.0,1.0
2023-04-15 19:00:00,112.0,45.0,1.0,0.0,107.0,56.0,1.0
2023-04-15 20:00:00,126.0,44.0,1.0,1.0,106.0,52.0,1.0
2023-04-15 21:00:00,114.0,43.0,1.0,0.0,114.0,56.0,1.0
2023-04-15 22:00:00,112.0,44.0,1.0,0.0,111.0,66.0,1.0
2023-04-15 23:00:00,110.0,43.0,1.0,0.0,111.0,66.0,1.0
