datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-05 00:00:00,2.447368595755605,298.4577386948318,295.46418862502856,4.982906830315672,0.6386868291110515,7400.83559,19565.85653,6649.7072,0.38015,1347.85143,10521.04967,,inf
2023-08-05 01:00:00,2.447368595755605,298.4577386948318,295.46418862502856,4.982906830315672,0.6386868291110515,7032.8361,18520.4506,6634.25709,0.0,928.15826,5290.66988,,inf
2023-08-05 02:00:00,2.447368595755605,298.4577386948318,295.46418862502856,4.982906830315672,0.6386868291110515,6760.1863,17472.94299,6632.4009,0.16978,631.53984,712.93001,,inf
2023-08-05 03:00:00,2.447368595755605,298.4577386948318,295.46418862502856,4.982906830315672,0.6386868291110515,6229.10498,16266.53975,6626.27193,0.03682,581.74434,2.59,,inf
2023-08-05 04:00:00,2.338108903272028,297.6004211242938,295.23066766779823,4.982906830315672,0.6386868291110515,5802.48637,15268.6618,6624.12019,0.0,509.42351,0.0,,inf
2023-08-05 05:00:00,2.338108903272028,297.6004211242938,295.23066766779823,4.982906830315672,0.6386868291110515,5420.00738,14834.39725,6623.54747,0.0,443.65977,0.0,,inf
2023-08-05 06:00:00,2.338108903272028,297.6004211242938,295.23066766779823,4.982906830315672,0.6386868291110515,5195.65811,14116.36163,6623.30328,0.69774,371.35677,0.0,,inf
2023-08-05 07:00:00,2.333996340274336,296.9844507213976,295.0274860806445,2.491465485140448,1.0566049941775846,4972.78201,13995.76543,6618.92549,0.6908,326.01325,0.0,,inf
2023-08-05 08:00:00,2.333996340274336,296.9844507213976,295.0274860806445,2.491465485140448,1.0566049941775846,4796.90967,13882.0067,6612.71532,0.03024,368.91127,0.0,,inf
2023-08-05 09:00:00,2.333996340274336,296.9844507213976,295.0274860806445,2.491465485140448,1.0566049941775846,4809.06137,14016.55892,6603.44181,1.21964,472.89635,0.0,,inf
2023-08-05 10:00:00,2.263887294286812,297.576685131882,295.24759090535446,0.0,1.6625643709760916,4848.07772,14637.44719,6597.18314,0.0,467.27415,0.0,,inf
2023-08-05 11:00:00,2.263887294286812,297.576685131882,295.24759090535446,0.0,1.6625643709760916,5072.6886,15417.00667,6593.02801,0.70742,431.37419,0.0,,inf
2023-08-05 12:00:00,2.263887294286812,297.576685131882,295.24759090535446,0.0,1.6625643709760916,5480.17961,16381.39304,6587.3217,1.63361,419.46673,0.23,,inf
2023-08-05 13:00:00,2.5122496642618115,303.27794189129,295.1864912557712,9.01236501068077,2.410867204581116,5838.85477,17358.51802,6590.11618,0.65409,434.40223,1477.59005,,inf
2023-08-05 14:00:00,2.5122496642618115,303.27794189129,295.1864912557712,9.01236501068077,2.410867204581116,6177.40771,18207.83887,6588.80115,1.11892,496.436,6563.44,,inf
2023-08-05 15:00:00,2.5122496642618115,303.27794189129,295.1864912557712,9.01236501068077,2.410867204581116,6655.24541,18941.90644,6585.87267,1.44039,482.81374,11149.30014,,inf
2023-08-05 16:00:00,2.539102641073035,307.31136788715025,293.9882713849874,422.4485980742878,2.9892449472688902,6963.75803,19686.34984,6580.47998,1.41402,491.52743,12730.72983,,inf
2023-08-05 17:00:00,2.539102641073035,307.31136788715025,293.9882713849874,422.4485980742878,2.9892449472688902,7234.902,20376.89468,6573.07873,2.07683,585.75806,13317.88002,,inf
2023-08-05 18:00:00,2.539102641073035,307.31136788715025,293.9882713849874,422.4485980742878,2.9892449472688902,7497.0448,21106.08622,6572.19066,2.35457,874.98733,13619.7003,,inf
2023-08-05 19:00:00,2.814026830459082,307.30255802946715,293.41275303329746,634.4017487141604,3.2463537146825145,7725.1774,21706.21187,6579.67139,0.97227,1273.33502,13699.88978,,inf
2023-08-05 20:00:00,2.814026830459082,307.30255802946715,293.41275303329746,634.4017487141604,3.2463537146825145,7826.31844,21877.47184,6577.10417,1.38767,1673.53055,13682.81016,,inf
2023-08-05 21:00:00,2.814026830459082,307.30255802946715,293.41275303329746,634.4017487141604,3.2463537146825145,7865.20944,21647.95691,6568.89606,1.52635,1992.73916,13573.18964,,inf
2023-08-05 22:00:00,3.0992049765782923,302.69224943595054,294.6911850735929,709.5014675539791,3.4111661901422807,7739.23578,20735.65685,6566.50386,0.9821,1979.74409,13206.05997,,inf
2023-08-05 23:00:00,3.0992049765782923,302.69224943595054,294.6911850735929,709.5014675539791,3.4111661901422807,7611.03791,19819.48401,6560.29197,1.40953,1642.50451,12498.75959,,inf
2023-08-06 00:00:00,3.0992049765782923,302.69224943595054,294.6911850735929,709.5014675539791,3.4111661901422807,7537.06403,18112.7559,6569.26649,0.38015,1329.64432,8021.87143,0.0,inf
2023-08-06 01:00:00,3.057462927823715,299.3899956972626,294.3914453934088,485.33687576115057,4.672141879278103,7073.63564,16904.85808,6554.45969,0.0,1045.03153,5627.96684,0.0,inf
2023-08-06 02:00:00,3.057462927823715,299.3899956972626,294.3914453934088,485.33687576115057,4.672141879278103,6699.96341,15771.46776,6551.27728,0.16978,869.61792,2688.97938,0.0,inf
2023-08-06 03:00:00,3.057462927823715,299.3899956972626,294.3914453934088,485.33687576115057,4.672141879278103,6077.1851,14560.41487,6546.06966,0.03682,854.75749,189.4758,0.0,inf
2023-08-06 04:00:00,2.5410976242873584,298.1828200826825,294.8476633361944,4.0186941013054485,5.605872438556901,5606.75868,13701.11947,6543.46313,0.0,759.15766,31.70503,0.0,inf
2023-08-06 05:00:00,2.5410976242873584,298.1828200826825,294.8476633361944,4.0186941013054485,5.605872438556901,5201.32297,13490.2417,6543.19255,0.0,669.05024,591.07592,0.0,inf
2023-08-06 06:00:00,2.5410976242873584,298.1828200826825,294.8476633361944,4.0186941013054485,5.605872438556901,5002.40947,13094.44251,6544.19683,0.69774,590.95229,836.34814,0.0,inf
2023-08-06 07:00:00,2.263313952140166,297.51860788745824,294.9236181816977,2.009634137865392,6.263160270250557,4799.02916,13431.88449,6539.76882,0.6908,557.05126,626.92033,0.0,inf
2023-08-06 08:00:00,2.263313952140166,297.51860788745824,294.9236181816977,2.009634137865392,6.263160270250557,4657.81108,13793.39593,6532.76354,0.03024,613.30117,10.97418,0.0,inf
2023-08-06 09:00:00,2.263313952140166,297.51860788745824,294.9236181816977,2.009634137865392,6.263160270250557,4752.15039,14303.77638,6525.42628,1.21964,734.41458,0.0,0.0,inf
2023-08-06 10:00:00,1.9432179744848264,298.1418913849649,295.383242957246,0.0,6.6999142090678205,4882.13108,15254.08262,6518.67093,0.0,701.67993,126.93682,0.0,inf
2023-08-06 11:00:00,1.9432179744848264,298.1418913849649,295.383242957246,0.0,6.6999142090678205,5233.21518,16279.17289,6514.75769,0.70742,674.63977,575.45069,0.0,inf
2023-08-06 12:00:00,1.9432179744848264,298.1418913849649,295.383242957246,0.0,6.6999142090678205,5755.86545,17421.88694,6508.75813,1.63361,671.45423,485.74046,0.0,inf
2023-08-06 13:00:00,2.7088594946789297,303.7531695512345,295.27526492038544,8.08095463378493,6.979908012392311,6222.73337,18511.0677,6511.16811,0.65409,730.37916,246.8136,0.0,inf
2023-08-06 14:00:00,2.7088594946789297,303.7531695512345,295.27526492038544,8.08095463378493,6.979908012392311,6660.2343,19405.53191,6510.25852,1.11892,794.95583,871.8199,0.0,inf
2023-08-06 15:00:00,2.7088594946789297,303.7531695512345,295.27526492038544,8.08095463378493,6.979908012392311,7208.56131,20136.25662,6509.05855,1.44039,795.00668,2939.8156,0.0,inf
2023-08-06 16:00:00,3.1412869651710014,307.5817085401162,294.18723704925145,414.94215156278045,7.23487005700094,7525.961,20829.89736,6503.59011,1.41402,857.29543,5635.70239,0.0,inf
2023-08-06 17:00:00,3.1412869651710014,307.5817085401162,294.18723704925145,414.94215156278045,7.23487005700094,7776.94297,21374.20027,6496.12545,2.07683,1013.64026,8193.2021,0.0,inf
2023-08-06 18:00:00,3.1412869651710014,307.5817085401162,294.18723704925145,414.94215156278045,7.23487005700094,8009.71091,21838.84056,6494.89966,2.35457,1340.85569,10092.11606,0.0,inf
