UTC time,avg_biomass_production_forecast,avg_coal_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2021-08-21 09:00:00,237.14718,16840.78385,181.49513,1578.86141,190.24888,2095.00427,398.46908
2021-08-21 10:00:00,236.6507,16911.9631,179.50757,1570.66466,189.99551,2086.39179,410.02828
2021-08-21 11:00:00,238.17211,16805.80048,172.25709,1574.03095,191.2008,1908.91778,397.06161
2021-08-21 12:00:00,238.36402,16706.88472,162.78253,1586.91066,191.48567,1699.95732,386.43184
2021-08-21 13:00:00,236.50125,16595.62834,156.68735,1600.11562,191.86799,1372.98607,421.65423
2021-08-21 14:00:00,235.68034,16603.05734,157.71857,1603.48582,192.72808,1141.76291,448.59053
2021-08-21 15:00:00,236.21494,16725.10323,173.22359,1598.84485,192.92336,1024.65308,473.13374
2021-08-21 16:00:00,234.62224,16556.20107,187.8652,1591.0701,192.20749,909.08872,507.16847
2021-08-21 17:00:00,235.46231,16130.06871,203.97588,1581.41489,191.42827,843.85243,538.40297
2021-08-21 18:00:00,238.85002,15613.36454,207.78668,1564.36623,191.21232,681.97179,542.66467
2021-08-21 19:00:00,242.32298,14752.61049,198.13788,1552.51356,191.09806,497.72471,538.24402
2021-08-21 20:00:00,241.10021,13843.05314,179.59516,1551.53696,191.098,265.89787,530.00878
2021-08-21 21:00:00,240.72447,13207.27537,158.82488,1565.95802,191.37301,42.97892,557.48088
2021-08-21 22:00:00,236.30416,12766.29269,149.0138,1574.07452,191.90184,0,585.90179
2021-08-21 23:00:00,233.42371,12065.84801,143.89595,1570.85245,191.92654,0,604.04537
2021-08-22 00:00:00,238.88837,11005.84986,135.37251,1598.92965,192.25134,0,729.19528
2021-08-22 01:00:00,239.98619,10561.34506,139.8633,1609.57457,192.57377,0,681.51201
2021-08-22 02:00:00,239.2257,10252.9002,142.2774,1613.17772,193.49395,23.5085,621.09758
2021-08-22 03:00:00,238.81261,10537.16787,139.28331,1616.02294,191.30141,426.06869,573.81482
2021-08-22 04:00:00,236.73235,11103.34488,139.29749,1622.31544,192.01861,738.40597,528.23547
2021-08-22 05:00:00,238.47034,11770.84685,138.81326,1605.22448,193.25021,961.17152,474.25486
2021-08-22 06:00:00,237.33572,12764.58678,148.10511,1603.59632,193.38469,1171.95517,411.01393
2021-08-22 07:00:00,233.42797,13628.10448,168.50743,1586.36325,192.68646,1352.5618,371.20329
2021-08-22 08:00:00,235.49056,14214.05455,183.62713,1575.15622,192.65923,1507.40695,365.51063
2021-08-22 09:00:00,236.24923,14405.77986,184.06251,1568.47005,193.03607,1654.12106,382.83832
2021-08-22 10:00:00,235.77031,14681.47057,183.39011,1560.37692,192.78012,1726.62081,410.85106
2021-08-22 11:00:00,237.29366,14786.07865,176.63632,1563.7043,194.02135,1677.86632,437.89682
2021-08-22 12:00:00,237.49676,14719.18082,166.64998,1576.52025,194.31799,1598.56997,476.0702
2021-08-22 13:00:00,235.65634,14566.69806,159.77747,1589.72109,194.68522,1406.64204,554.74249
2021-08-22 14:00:00,234.85067,14511.29348,161.28298,1592.9956,195.55183,1257.74284,639.80325
2021-08-22 15:00:00,235.39608,14698.5501,178.07144,1588.48415,195.75085,1166.59425,727.56948
2021-08-22 16:00:00,233.81612,14842.90952,193.84516,1580.72294,195.05212,1037.28624,832.2936
2021-08-22 17:00:00,234.64483,14807.25491,211.48531,1571.09078,194.25373,937.17437,939.48664
2021-08-22 18:00:00,238.00393,14713.32859,214.76894,1554.05206,193.9865,739.92333,1026.51789
2021-08-22 19:00:00,241.43739,14247.5398,202.62542,1542.31592,193.88172,529.44501,1100.89795
2021-08-22 20:00:00,240.20168,13704.61264,180.36505,1541.42115,193.88266,286.78055,1147.93422
2021-08-22 21:00:00,239.80793,13281.53337,155.67401,1555.79463,194.17648,65.55775,1215.53659
2021-08-22 22:00:00,235.40539,12818.86522,144.19716,1563.83732,194.67816,0,1284.87755
2021-08-22 23:00:00,232.54993,12112.85991,138.5438,1560.68145,194.63882,0,1342.49405
2021-08-23 00:00:00,238.22036,10855.05633,130.95326,1589.5777,195.12735,0,1144.33404
2021-08-23 01:00:00,239.35551,10183.17716,136.7501,1600.15707,195.46425,0,1091.24608
2021-08-23 02:00:00,238.62633,9705.95755,140.52665,1603.78951,196.36672,11.05622,1027.31225
2021-08-23 03:00:00,238.2343,9989.30301,138.3115,1606.66179,194.09836,216.95201,978.71975
2021-08-23 04:00:00,236.17845,10629.95307,140.06024,1612.92131,194.862,334.24457,928.9226
2021-08-23 05:00:00,237.92454,11462.28783,140.78557,1595.98547,196.11511,375.8976,861.52482
2021-08-23 06:00:00,236.80291,12657.32537,151.5533,1594.33319,196.25337,441.38355,788.34209
2021-08-23 07:00:00,232.91094,13740.53148,173.30567,1577.2877,195.51218,516.12201,729.4645
2021-08-23 08:00:00,234.97079,14525.77867,189.25123,1566.23865,195.46004,620.4188,698.67296
2021-08-23 09:00:00,235.73688,14801.95592,190.12185,1559.60905,195.85305,783.24808,694.55242
2021-08-23 10:00:00,235.26798,15111.46195,190.0538,1551.60442,195.5945,961.50861,705.38188
2021-08-23 11:00:00,236.79244,15193.03309,183.52713,1554.89839,196.87205,1103.87501,722.42591
2021-08-23 12:00:00,237.0019,15053.56136,173.74261,1567.6602,197.18061,1219.37329,741.70514
2021-08-23 13:00:00,235.17428,14848.26921,167.22938,1580.85733,197.53256,1246.99864,809.59651
2021-08-23 14:00:00,234.37729,14787.48099,170.56436,1584.05032,198.40578,1233.05839,882.67506
2021-08-23 15:00:00,234.92884,15077.9767,189.30312,1579.64927,198.60856,1189.51853,954.62235
2021-08-23 16:00:00,233.35617,15385.85293,205.29417,1571.89968,197.92718,1058.71191,1052.04979
2021-08-23 17:00:00,234.17836,15499.41206,222.95612,1562.28741,197.10938,924.50267,1155.39619
2021-08-23 18:00:00,237.52117,15517.03714,223.97721,1545.25693,196.79036,705.01415,1230.9012
2021-08-23 19:00:00,240.9321,15046.22642,207.77788,1533.62018,196.69514,491.48386,1299.92034
2021-08-23 20:00:00,239.68901,14448.04175,181.12291,1532.79521,196.69711,273.37551,1342.60104
2021-08-23 21:00:00,239.28496,13915.49279,152.6107,1547.12808,197.00993,92.7639,1409.55432
2021-08-23 22:00:00,234.89254,13265.85276,140.34036,1555.10796,197.48417,0,1479.90105
2021-08-23 23:00:00,232.05137,12334.56077,134.91098,1552.00845,197.38012,0,1535.3407
2021-08-21 00:00:00,243.11432,11256.76951,138.3804,1643.47861,186.92196,0,595.00001
2021-08-21 01:00:00,243.97583,11495.81456,140.70979,1654.4363,187.21757,0,569.99998
2021-08-21 02:00:00,243.01739,12015.64322,141.26355,1657.90051,188.17055,0,522.99999
2021-08-21 03:00:00,242.4711,13089.7529,138.29463,1660.61641,186.11854,6,465
2021-08-21 04:00:00,240.23647,14295.12974,138.81717,1667.06573,186.74968,186.99999,409
2021-08-21 05:00:00,241.92326,15237.14966,139.58159,1649.23587,187.94143,722.99999,324
2021-08-21 06:00:00,240.70625,16498.16196,148.90331,1647.72359,188.06885,1492.00001,264.00001
2021-08-21 07:00:00,236.6987,17359.32987,167.18435,1629.59576,187.45026,2212.00004,298
2021-08-21 08:00:00,238.77871,17695.76605,178.64116,1617.63735,187.4692,2697.99998,383
2021-08-21 09:00:00,239.49045,17620.76797,176.20639,1610.68081,187.81605,2925.00006,470.99999
2021-08-21 10:00:00,238.94815,17698.37065,173.28177,1602.16652,187.56494,2982.00005,550.00001
2021-08-21 11:00:00,240.46448,17570.21686,165.73466,1605.65241,188.73886,2941.00006,603
2021-08-21 12:00:00,240.62722,17462.16193,156.9366,1618.7271,189.01344,2742.99992,634.00001
2021-08-21 13:00:00,238.70604,17354.15915,151.72246,1631.94496,189.40895,2354.99996,634.99999
2021-08-21 14:00:00,237.84537,17380.38642,153.09426,1635.60785,190.26334,1780.99991,578.00001
2021-08-21 15:00:00,238.35187,17527.27433,167.97214,1630.57035,190.45536,1097.00003,459.00001
2021-08-21 16:00:00,236.72591,17336.63925,181.62017,1622.75426,189.72452,454.99998,328.99999
2021-08-21 17:00:00,237.59566,16868.03893,196.31885,1613.028,188.96205,77,261.99999
2021-08-21 18:00:00,241.05798,16302.09194,199.46031,1595.9493,188.79085,0,255
2021-08-21 19:00:00,244.634,15356.44901,190.44146,1583.73956,188.66832,0,269
2021-08-21 20:00:00,243.44502,14359.54097,173.45081,1582.51246,188.66738,0,282
2021-08-21 21:00:00,243.11626,13654.53782,154.73968,1597.07912,188.92597,0,287.99999
2021-08-21 22:00:00,238.64961,13161.4405,146.14745,1605.42179,189.47851,0,322
2021-08-21 23:00:00,235.70392,12381.35933,141.64494,1601.99692,189.55909,0,329.99999
2021-08-22 00:00:00,240.82228,11309.63791,130.46535,1627.73328,189.74276,0,732.82495
2021-08-22 01:00:00,241.81196,10880.14376,135.18703,1638.58048,190.05257,0,684.796
2021-08-22 02:00:00,240.9609,10567.47348,137.51874,1642.09386,190.98819,41.95576,623.88064
2021-08-22 03:00:00,240.48684,10848.86934,134.1744,1644.85533,188.8618,586.22451,575.31725
2021-08-22 04:00:00,238.33593,11411.45241,133.2376,1651.24924,189.53849,1052.30384,527.08732
2021-08-22 05:00:00,240.05051,12070.03538,131.90673,1633.68055,190.75134,1427.25894,470.2142
2021-08-22 06:00:00,238.87816,13070.79303,140.59248,1632.12736,190.88249,1757.61523,403.21317
2021-08-22 07:00:00,234.92475,13938.31852,160.97343,1614.31579,190.22175,2021.8648,359.64343
2021-08-22 08:00:00,236.99529,14528.03525,177.23743,1602.62289,190.21625,2206.4411,350.16119
2021-08-22 09:00:00,237.73251,14731.65741,178.6209,1595.76193,190.57897,2313.96337,363.41741
2021-08-22 10:00:00,237.22459,15031.72241,178.38771,1587.39653,190.32531,2265.18347,387.34363
2021-08-22 11:00:00,238.74473,15149.52193,171.86152,1590.82627,191.53485,2023.91723,410.78555
2021-08-22 12:00:00,238.92935,15096.93229,161.64472,1603.80949,191.82111,1750.69146,445.93517
2021-08-22 13:00:00,237.05198,14950.87724,154.24342,1617.02143,192.20164,1356.75327,521.10558
2021-08-22 14:00:00,236.22113,14898.25254,155.18932,1620.54707,193.06252,1084.70406,603.1014
2021-08-22 15:00:00,236.74872,15076.39906,171.55994,1615.69546,193.25823,954.70866,688.19536
2021-08-22 16:00:00,235.14772,15183.12177,187.75788,1607.89872,192.54439,845.91528,789.46347
2021-08-22 17:00:00,235.99521,15110.13485,206.14547,1598.20577,191.76291,797.92534,893.45103
2021-08-22 18:00:00,239.40155,14994.31657,209.9962,1581.14124,191.54088,653.50941,978.54849
2021-08-22 19:00:00,242.90025,14510.04847,198.38629,1569.09888,191.42774,482.18577,1051.61007
2021-08-22 20:00:00,241.68594,13962.88093,176.13031,1567.98926,191.42781,255.64328,1098.36092
2021-08-22 21:00:00,241.32191,13552.86954,151.14264,1582.48761,191.70504,31.80252,1166.00217
2021-08-22 22:00:00,236.89004,13112.79924,139.15679,1590.72433,192.23065,0,1235.68575
2021-08-22 23:00:00,233.99328,12415.08401,133.13377,1587.39441,192.24776,0,1293.61426
2021-08-23 00:00:00,239.44449,10928.35064,127.89019,1614.28311,192.59375,0,1054.55724
2021-08-23 01:00:00,240.51121,10228.52976,133.40658,1625.03589,192.91791,0,1001.52972
2021-08-23 02:00:00,239.72468,9730.84275,136.71292,1628.59114,193.83597,25.74214,936.61074
2021-08-23 03:00:00,239.29407,10026.28386,134.21094,1631.39173,191.63442,364.58512,883.58783
2021-08-23 04:00:00,237.19349,10690.8858,135.30079,1637.73827,192.35714,622.46309,824.99531
2021-08-23 05:00:00,238.92476,11555.38129,135.61696,1620.39269,193.5913,800.89735,750.19173
2021-08-23 06:00:00,237.77928,12796.10705,145.91824,1618.8045,193.72623,974.44796,665.51647
2021-08-23 07:00:00,233.85839,13923.39894,167.21501,1601.26309,193.02289,1125.62242,597.42012
2021-08-23 08:00:00,235.92327,14744.5034,183.29222,1589.79711,192.99269,1259.66352,558.79653
2021-08-23 09:00:00,236.67577,15037.29502,184.29746,1583.01768,193.37145,1393.35299,544.88901
2021-08-23 10:00:00,236.18851,15361.68984,184.08964,1574.77948,193.1152,1470.29987,544.81497
2021-08-23 11:00:00,237.71095,15444.15455,177.55516,1578.16131,194.36076,1447.21446,550.96171
2021-08-23 12:00:00,237.90872,15300.79644,167.80958,1591.0665,194.65881,1395.59094,563.71019
2021-08-23 13:00:00,236.05768,15094.26613,161.21093,1604.27326,195.02422,1245.81374,621.27686
2021-08-23 14:00:00,235.24478,15039.55587,164.07308,1607.68164,195.89162,1123.5028,685.95241
2021-08-23 15:00:00,235.78504,15348.78742,182.0976,1602.98885,196.09109,1044.7742,751.90908
2021-08-23 16:00:00,234.19904,15668.71098,198.00165,1595.20871,195.39443,927.838,838.31572
2021-08-23 17:00:00,235.03315,15787.97869,215.65202,1585.5442,194.59372,834.90673,930.71361
2021-08-23 18:00:00,238.40585,15808.3486,217.10814,1568.49162,194.32033,654.8041,1001.9032
2021-08-23 19:00:00,241.85807,15318.74475,201.99661,1556.59232,194.21668,467.78532,1067.35856
2021-08-23 20:00:00,240.6285,14697.2897,176.46747,1555.58294,194.21775,255.44817,1110.06262
2021-08-23 21:00:00,240.2433,14139.68068,148.99114,1570.02303,194.51383,65.01014,1177.32195
2021-08-23 22:00:00,235.83232,13458.086,136.93912,1578.16914,195.01225,0,1248.69108
2021-08-23 23:00:00,232.965,12482.21613,131.47125,1574.92053,194.96521,0,1305.83086
2021-08-24 00:00:00,237.76519,10980.55378,130.80052,1618.64251,194.88775,0,1335.41655
2021-08-24 01:00:00,238.92579,11127.05819,134.98181,1629.42594,195.22345,0,1374.62025
2021-08-24 02:00:00,238.21793,11515.6137,137.39015,1632.96755,196.12738,1.62007,1424.66975
2021-08-24 03:00:00,237.84023,12404.27826,135.43942,1635.75546,193.86536,210.20293,1526.50561
2021-08-24 04:00:00,235.80102,13433.05201,138.2072,1642.11744,194.62512,316.77621,1602.73524
2021-08-24 05:00:00,237.55262,14259.35798,140.52633,1624.69953,195.87643,338.9154,1618.1828
2021-08-24 06:00:00,236.43986,15376.40933,151.80576,1623.12265,196.01439,391.30304,1624.47967
2021-08-24 07:00:00,232.55865,16153.33395,171.93732,1605.4937,195.27676,460.02747,1614.48638
2021-08-24 08:00:00,234.61659,16472.29041,184.75218,1593.95423,195.22671,571.79946,1612.74081
2021-08-24 09:00:00,235.38776,16417.80504,183.08749,1587.14825,195.61837,762.37161,1603.94033
2021-08-24 10:00:00,234.92569,16502.3271,181.05707,1578.86892,195.36004,984.88617,1582.38379
2021-08-24 11:00:00,236.4509,16418.30356,173.8605,1582.2663,196.63456,1180.20036,1532.22228
2021-08-24 12:00:00,236.6647,16323.88044,165.32871,1595.19676,196.94212,1347.34961,1441.69715
2021-08-24 13:00:00,234.8458,16208.97198,160.54734,1608.4051,197.29535,1416.39275,1432.92523
2021-08-24 14:00:00,234.05472,16207.37895,164.38967,1611.85155,198.16801,1426.87244,1393.69484
2021-08-24 15:00:00,234.61047,16330.27137,181.8828,1607.10727,198.37049,1387.28709,1331.05032
2021-08-24 16:00:00,233.04273,16196.05929,195.8821,1599.32173,197.68766,1236.79627,1305.59625
2021-08-24 17:00:00,233.86053,15815.50654,210.70412,1589.64802,196.87148,1075.11721,1281.05419
2021-08-24 18:00:00,237.19219,15346.97719,210.74601,1572.59164,196.55677,818.60938,1186.18355
2021-08-24 19:00:00,240.58778,14540.31688,196.17218,1560.64592,196.46075,567.65175,1100.6301
2021-08-24 20:00:00,239.33965,13681.60735,173.08176,1559.60408,196.46263,314.92195,1027.56016
2021-08-24 21:00:00,238.92862,13077.83938,149.04176,1574.06299,196.77387,106.74036,1013.77607
2021-08-24 22:00:00,234.54312,12644.62902,139.29044,1582.23849,197.25039,0,1002.67794
2021-08-24 23:00:00,231.71164,11961.48236,135.05928,1578.96355,197.15174,0,972.69645
2021-08-22 00:00:00,244.44531,10857.89736,120.94904,1472.91594,187.68489,0,315.99999
2021-08-22 01:00:00,245.23243,10140.28722,125.32158,1482.67657,187.98434,0,312
2021-08-22 02:00:00,244.21165,9619.29179,127.08533,1486.67286,188.93262,0,305.00001
2021-08-22 03:00:00,243.62339,9881.19228,123.73842,1489.88372,186.86049,6,297
2021-08-22 04:00:00,241.34013,10514.0279,122.68189,1495.73233,187.50396,176.99999,288.99999
2021-08-22 05:00:00,243.01082,11361.73117,121.53414,1480.73151,188.70142,697.00002,251.00001
2021-08-22 06:00:00,241.76783,12576.25873,130.02366,1478.77609,188.82985,1471.99996,179
2021-08-22 07:00:00,237.72884,13687.71353,149.58464,1464.07355,188.19986,2226.00007,142
2021-08-22 08:00:00,239.81435,14505.26339,165.61642,1454.99208,188.21219,2708.00006,158
2021-08-22 09:00:00,240.51131,14799.15979,166.85599,1449.07061,188.56333,2822.00004,191.99999
2021-08-22 10:00:00,239.94904,15114.61808,166.20174,1442.16895,188.31153,2779.00008,222.00001
2021-08-22 11:00:00,241.46318,15192.74835,159.77498,1445.04779,189.49508,2694.00003,244
2021-08-22 12:00:00,241.61322,15036.47157,150.33717,1457.13213,189.77282,2425.99997,268
2021-08-22 13:00:00,239.66659,14813.98103,143.55191,1470.28443,190.16428,2009.00007,301.99999
2021-08-22 14:00:00,238.7886,14742.84368,144.52055,1472.46032,191.02043,1476.00001,375.00001
2021-08-22 15:00:00,239.28281,15043.05746,159.82947,1469.43714,191.21345,864.00004,504
2021-08-22 16:00:00,237.64239,15380.24526,175.16962,1461.83147,190.48721,325.99999,692.99999
2021-08-22 17:00:00,238.52508,15527.15626,192.61276,1452.46556,189.71959,45,948
2021-08-22 18:00:00,242.01988,15575.82104,195.92028,1435.53956,189.53464,0,1217.99996
2021-08-22 19:00:00,245.64081,15121.48701,185.05093,1425.14323,189.41466,0,1401.00004
2021-08-22 20:00:00,244.46656,14533.64719,163.94451,1425.18817,189.41398,0,1468.00004
2021-08-22 21:00:00,244.15827,14001.16237,140.43465,1439.01519,189.67762,0,1471.99995
2021-08-22 22:00:00,239.67142,13334.49967,129.08588,1446.20985,190.22286,0,1399
2021-08-22 23:00:00,236.69732,12380.8125,123.29671,1443.81445,190.28628,0,1422.99996
2021-08-23 00:00:00,241.73789,11033.16266,115.12016,1481.49442,190.51535,0,1287.41841
2021-08-23 01:00:00,242.67636,10272.98494,121.11519,1491.31521,190.82905,0,1241.55782
2021-08-23 02:00:00,241.78241,9726.39159,124.18994,1495.28474,191.75991,44.57703,1187.48924
2021-08-23 03:00:00,241.27948,10029.11549,121.05656,1498.47054,189.61315,460.69204,1152.863
2021-08-23 04:00:00,239.09514,10723.9743,120.49225,1504.34961,190.30231,814.63088,1113.69706
2021-08-23 05:00:00,240.79862,11640.91192,119.45424,1489.20636,191.52093,1096.13972,1050.00022
2021-08-23 06:00:00,239.60843,12955.06752,128.81397,1487.27324,191.65311,1348.67144,981.16207
2021-08-23 07:00:00,235.63337,14157.53065,150.02708,1472.39835,190.98083,1552.27098,920.95245
2021-08-23 08:00:00,237.70771,15044.03482,168.33049,1463.17234,190.96863,1696.32628,885.11073
2021-08-23 09:00:00,238.43474,15368.38775,171.0995,1457.19874,191.33571,1783.0991,873.76623
2021-08-23 10:00:00,237.91309,15716.52581,171.58837,1450.21608,191.08134,1752.16547,875.98374
2021-08-23 11:00:00,239.43172,15798.68097,165.43794,1453.12537,192.30064,1573.3498,883.26004
2021-08-23 12:00:00,239.6076,15642.15793,155.41392,1465.25952,192.5901,1366.36167,886.05947
2021-08-23 13:00:00,237.71272,15426.02155,148.00741,1478.41509,192.96653,1065.85313,943.0487
2021-08-23 14:00:00,236.86996,15375.16603,150.11023,1480.66585,193.82917,852.39659,1001.47414
2021-08-23 15:00:00,237.38913,15715.29704,167.36611,1477.54127,194.0259,748.27836,1055.50896
2021-08-23 16:00:00,235.77815,16065.63011,183.93585,1469.92492,193.31672,660.52976,1138.63716
2021-08-23 17:00:00,236.63452,16208.19641,202.74932,1460.54103,192.53002,621.54052,1228.25787
2021-08-23 18:00:00,240.06322,16246.62579,204.78791,1443.60741,192.29408,504.34468,1283.75805
2021-08-23 19:00:00,243.59284,15738.00904,190.3409,1433.11983,192.18351,372.9063,1336.19215
2021-08-23 20:00:00,242.38864,15088.41476,164.59843,1433.1008,192.18384,200.68204,1366.41089
2021-08-23 21:00:00,242.03868,14495.44271,136.55339,1446.96493,192.46619,33.49604,1425.40792
2021-08-23 22:00:00,237.59293,13760.94244,123.72786,1454.21734,192.98443,0,1488.2521
2021-08-23 23:00:00,234.67664,12711.88,117.7564,1451.77023,192.98416,0,1534.85035
2021-08-24 00:00:00,239.21685,11062.1805,120.41344,1500.94821,192.7886,0,1498.62015
2021-08-24 01:00:00,240.29629,11227.01501,124.97324,1510.90551,193.11374,0,1550.69006
2021-08-24 02:00:00,239.52043,11644.83121,126.82655,1514.81435,194.03061,17.61083,1617.25801
2021-08-24 03:00:00,239.09698,12581.84331,123.40968,1517.94379,191.82391,323.42218,1739.60662
2021-08-24 04:00:00,237.00473,13658.78077,122.28032,1523.89127,192.54978,540.12536,1826.45033
2021-08-24 05:00:00,238.73874,14519.42622,121.07953,1508.42541,193.78541,674.31513,1841.7112
2021-08-24 06:00:00,237.59771,15680.21192,129.6692,1506.54284,193.92059,813.9781,1845.10941
2021-08-24 07:00:00,233.6822,16485.69734,149.46626,1491.27735,193.21433,942.68024,1824.44714
2021-08-24 08:00:00,235.74613,16815.14659,165.87121,1481.72313,193.18245,1072.49694,1806.84908
2021-08-24 09:00:00,236.50117,16758.40293,167.3294,1475.63142,193.56231,1226.47455,1776.49802
2021-08-24 10:00:00,236.01734,16843.82539,166.78637,1468.46488,193.30588,1349.91764,1729.84981
2021-08-24 11:00:00,237.54013,16749.04314,160.31558,1471.44332,194.55389,1393.86503,1652.47034
2021-08-24 12:00:00,237.74009,16650.68234,150.66445,1483.6904,194.85276,1409.10739,1527.07559
2021-08-24 13:00:00,235.8934,16537.40795,143.69579,1496.85359,195.21713,1324.13327,1489.62888
2021-08-24 14:00:00,235.08346,16543.89037,144.76798,1499.27394,196.08499,1241.00309,1416.91545
2021-08-24 15:00:00,235.62583,16676.01091,160.36806,1495.9196,196.2847,1173.16609,1317.33767
2021-08-24 16:00:00,234.04229,16529.71728,176.00132,1488.27924,195.58921,1043.589,1256.5279
2021-08-24 17:00:00,234.8742,16128.06951,193.73639,1478.85433,194.78719,927.36662,1197.66266
2021-08-24 18:00:00,238.24131,15635.60881,196.97677,1461.90316,194.51029,720.06255,1063.67203
2021-08-24 19:00:00,241.68586,14790.96804,185.722,1451.20875,194.40729,508.97292,945.64336
2021-08-24 20:00:00,240.45379,13893.72054,164.08483,1451.04465,194.40843,279.20331,850.68798
2021-08-24 21:00:00,240.06509,13260.35027,140.03936,1464.99327,194.7058,78.60093,823.17369
2021-08-24 22:00:00,235.65755,12806.70116,128.53846,1472.37657,195.20235,0,799.78974
2021-08-24 23:00:00,232.79511,12091.70716,122.76099,1469.81199,195.15093,0,755.83516
2021-08-25 00:00:00,237.69501,10969.75744,110.21024,1518.35469,195.08625,0,539.97492
2021-08-25 01:00:00,238.85955,11141.62675,114.40921,1528.43412,195.42295,0,515.10964
2021-08-25 02:00:00,238.15497,11555.68741,116.12007,1532.28872,196.32567,4.057,483.6286
2021-08-25 03:00:00,237.77947,12457.84953,114.04464,1535.36762,194.0584,258.31375,488.0834
2021-08-25 04:00:00,235.74283,13492.65423,116.58794,1541.37632,194.82136,409.55077,524.01834
2021-08-25 05:00:00,237.49527,14313.97845,119.28545,1525.6219,196.07417,472.71054,554.07844
2021-08-25 06:00:00,236.3839,15421.57167,130.68947,1523.78437,196.21238,558.12819,593.76202
2021-08-25 07:00:00,232.50433,16183.42108,150.08735,1508.16931,195.4718,651.08624,655.41986
2021-08-25 08:00:00,234.56199,16484.57803,163.62642,1498.32156,195.42001,774.91908,751.0247
2021-08-25 09:00:00,235.33393,16418.67296,162.3437,1492.12432,195.8128,963.07319,870.4062
2021-08-25 10:00:00,234.87292,16493.99768,159.8602,1484.79304,195.55428,1163.19011,995.59175
2021-08-25 11:00:00,236.39824,16404.3622,152.7239,1487.83366,196.83131,1316.74941,1101.28285
2021-08-25 12:00:00,236.61271,16310.18107,145.08957,1500.18171,197.1397,1441.23172,1201.23641
2021-08-25 13:00:00,234.79513,16196.30983,141.01793,1513.35156,197.49187,1461.38903,1355.06622
2021-08-25 14:00:00,234.005,16194.09601,145.46008,1515.92355,198.36499,1441.76958,1500.35259
2021-08-25 15:00:00,234.56139,16309.18319,162.00743,1512.36375,198.56772,1391.3455,1637.16651
2021-08-25 16:00:00,232.99442,16162.41584,175.23425,1504.70193,197.88609,1240.26924,1808.37453
2021-08-25 17:00:00,233.81152,15769.48057,189.06383,1495.24023,197.06857,1085.18591,1974.3588
2021-08-25 18:00:00,237.14149,15289.15014,187.54926,1478.2734,196.75028,832.0748,2086.65086
2021-08-25 19:00:00,240.5347,14477.98523,172.76854,1467.39396,196.65493,580.05116,2172.07193
2021-08-25 20:00:00,239.28579,13617.27564,149.82458,1467.10011,196.65688,319.99437,2210.93754
2021-08-25 21:00:00,238.87367,13016.45644,126.64511,1481.12412,196.96944,101.10156,2266.48017
2021-08-25 22:00:00,234.48925,12594.39772,117.6305,1488.62458,197.44406,0,2315.98185
2021-08-25 23:00:00,231.65928,11925.32538,113.95077,1485.955,197.34094,0,2354.92402
2021-08-23 00:00:00,243.83747,10677.48913,116.08293,1557.1484,188.24863,0,1472.99993
2021-08-23 01:00:00,244.65856,9965.03646,121.08513,1567.50011,188.55093,0,1544.99999
2021-08-23 02:00:00,243.66624,9433.17414,123.23125,1571.23374,189.49574,0,1604.99998
2021-08-23 03:00:00,243.09714,9634.07862,119.96004,1574.20013,187.40875,2,1657.99996
2021-08-23 04:00:00,240.83608,10195.50069,119.24945,1580.34545,188.06132,79,1702.99996
2021-08-23 05:00:00,242.51415,10984.16567,118.44566,1563.9475,189.26298,294.00001,1671.00001
2021-08-23 06:00:00,241.28302,12111.48493,127.55361,1562.21085,189.39216,588.00002,1643.99994
2021-08-23 07:00:00,237.25838,13152.24104,147.74743,1545.81671,188.75375,871.00005,1738.00001
2021-08-23 08:00:00,239.34139,13925.57856,164.64998,1535.31454,188.7612,1092.99998,1848.00005
2021-08-23 09:00:00,240.0451,14202.91018,166.35171,1528.88182,189.11551,1270.99996,1907.00007
2021-08-23 10:00:00,239.49195,14489.38526,165.92281,1521.18384,188.8632,1370.00003,1940.99997
2021-08-23 11:00:00,241.00709,14560.36272,159.45603,1524.36245,190.05387,1370.00003,1976.00003
2021-08-23 12:00:00,241.16293,14389.91798,149.85033,1536.93583,190.33395,1321.00004,2027.00005
2021-08-23 13:00:00,239.22792,14146.03741,142.99002,1550.12048,190.72241,1188.99999,2132.00004
2021-08-23 14:00:00,238.35784,14044.85995,144.74027,1553.03083,191.57985,928.00004,2273.00006
2021-08-23 15:00:00,238.85767,14311.76975,160.93258,1549.01277,191.77361,582.99999,2405.99992
2021-08-23 16:00:00,237.22384,14660.40376,176.68521,1541.30315,191.05077,239,2518.00008
2021-08-23 17:00:00,238.10061,14840.47337,194.42186,1531.75939,190.27935,36,2625.00002
2021-08-23 18:00:00,241.58059,14926.45592,196.75356,1514.75789,190.08424,0,2731.99997
2021-08-23 19:00:00,245.18101,14542.89497,184.12709,1503.46606,189.96613,0,2794.00008
2021-08-23 20:00:00,244.00003,14028.36016,161.03292,1502.8828,189.96566,0,2785.99993
2021-08-23 21:00:00,243.68238,13559.03387,135.81177,1517.07504,190.23303,0,2738.99998
2021-08-23 22:00:00,239.20476,12948.53251,124.17202,1524.83668,190.77289,0,3166.0001
2021-08-23 23:00:00,236.24366,12075.12273,118.58677,1521.93289,190.82363,0,3127.00014
