Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
37536,2023-04-14 00:00:00,35.14,334.0,174.0,4357.0,0.0,521.0,0.0,4097.0,694.0,73.0
37537,2023-04-14 01:00:00,35.54,337.0,173.0,4357.0,0.0,532.0,0.0,4090.0,702.0,78.0
37538,2023-04-14 02:00:00,36.09,341.0,174.0,4356.0,0.0,598.0,3.0,4029.0,704.0,83.0
37539,2023-04-14 03:00:00,36.44,354.0,173.0,4357.0,0.0,851.0,41.0,3886.0,703.0,83.0
37540,2023-04-14 04:00:00,36.56,351.0,172.0,4356.0,0.0,1065.0,120.0,3343.0,691.0,72.0
37541,2023-04-14 05:00:00,39.64,361.0,172.0,4355.0,0.0,1369.0,200.0,2336.0,680.0,70.0
37542,2023-04-14 06:00:00,39.61,348.0,174.0,4355.0,0.0,1663.0,280.0,1697.0,690.0,67.0
37543,2023-04-14 07:00:00,39.53,335.0,203.0,4356.0,0.0,1688.0,363.0,1608.0,669.0,65.0
37544,2023-04-14 08:00:00,39.76,328.0,240.0,4355.0,0.0,1526.0,421.0,1819.0,662.0,63.0
37545,2023-04-14 09:00:00,37.78,311.0,221.0,4356.0,0.0,1319.0,448.0,1963.0,671.0,61.0
37546,2023-04-14 10:00:00,37.25,300.0,246.0,4354.0,0.0,1430.0,438.0,1962.0,672.0,58.0
37547,2023-04-14 11:00:00,36.44,289.0,233.0,4355.0,1.0,1334.0,397.0,1994.0,674.0,59.0
37548,2023-04-14 12:00:00,36.66,287.0,240.0,4356.0,1.0,1256.0,343.0,2088.0,694.0,60.0
37549,2023-04-14 13:00:00,36.43,292.0,224.0,4355.0,1.0,1232.0,269.0,2207.0,684.0,60.0
37550,2023-04-14 14:00:00,37.34,302.0,229.0,4355.0,1.0,1224.0,186.0,2284.0,681.0,58.0
37551,2023-04-14 15:00:00,38.01,309.0,232.0,4356.0,1.0,1316.0,102.0,2269.0,683.0,58.0
37552,2023-04-14 16:00:00,40.23,325.0,227.0,4354.0,1.0,1249.0,30.0,2168.0,695.0,61.0
37553,2023-04-14 17:00:00,40.36,337.0,232.0,4354.0,1.0,1175.0,0.0,2517.0,702.0,63.0
37554,2023-04-14 18:00:00,37.74,343.0,224.0,4353.0,0.0,1019.0,0.0,3408.0,709.0,67.0
37555,2023-04-14 19:00:00,35.89,335.0,232.0,4353.0,0.0,961.0,0.0,3933.0,709.0,69.0
37556,2023-04-14 20:00:00,35.32,329.0,228.0,4353.0,0.0,876.0,0.0,4050.0,718.0,71.0
37557,2023-04-14 21:00:00,35.94,328.0,229.0,4354.0,1.0,750.0,0.0,4004.0,720.0,72.0
37558,2023-04-14 22:00:00,37.1,336.0,219.0,4354.0,0.0,761.0,0.0,3752.0,717.0,74.0
37559,2023-04-14 23:00:00,39.08,339.0,226.0,4354.0,0.0,714.0,0.0,3491.0,719.0,81.0
