UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-05-29 00:00:00,607.0,723.0,16147.0,0.0,6006.0,6.0,10547.0,1423.0,228.0
2023-05-29 01:00:00,597.0,739.0,16216.0,0.0,6030.0,104.0,10068.0,1420.0,236.0
2023-05-29 02:00:00,590.0,714.0,16345.0,0.0,6025.0,326.0,10779.0,1409.0,216.0
2023-05-29 03:00:00,597.0,764.0,16474.0,0.0,6867.0,606.0,8331.0,1435.0,192.0
2023-05-29 04:00:00,586.0,730.0,16576.0,0.0,7222.0,919.0,6834.0,1441.0,244.0
2023-05-29 05:00:00,529.0,813.0,16614.0,0.0,8061.0,1238.0,6214.0,1409.0,195.0
2023-05-29 06:00:00,526.0,734.0,16646.0,56.0,7851.0,1576.0,5754.0,1396.0,164.0
2023-05-29 07:00:00,530.0,688.0,16679.0,50.0,7607.0,1830.0,5959.0,1362.0,160.0
2023-05-29 08:00:00,528.0,624.0,16704.0,0.0,7228.0,1876.0,7248.0,1357.0,152.0
2023-05-29 09:00:00,519.0,700.0,16726.0,0.0,7223.0,1843.0,7889.0,1336.0,163.0
2023-05-29 10:00:00,512.0,716.0,16754.0,2.0,7151.0,1713.0,8714.0,1358.0,160.0
2023-05-29 11:00:00,510.0,655.0,16648.0,4.0,6720.0,1534.0,9043.0,1364.0,157.0
2023-05-29 12:00:00,518.0,748.0,16673.0,0.0,6738.0,1357.0,9739.0,1378.0,167.0
2023-05-29 13:00:00,508.0,811.0,16810.0,0.0,6996.0,1095.0,9597.0,1378.0,167.0
2023-05-29 14:00:00,504.0,854.0,16812.0,0.0,7280.0,814.0,10131.0,1360.0,172.0
2023-05-29 15:00:00,519.0,776.0,16813.0,0.0,7097.0,560.0,10525.0,1390.0,171.0
2023-05-29 16:00:00,523.0,778.0,16803.0,0.0,7670.0,328.0,9929.0,1450.0,166.0
2023-05-29 17:00:00,539.0,839.0,16808.0,0.0,7885.0,135.0,8656.0,1475.0,169.0
2023-05-29 18:00:00,568.0,731.0,16803.0,0.0,7533.0,31.0,7434.0,1447.0,177.0
2023-05-29 19:00:00,579.0,744.0,16799.0,0.0,7581.0,0.0,6405.0,1415.0,188.0
2023-05-29 20:00:00,576.0,720.0,16804.0,0.0,7391.0,0.0,4896.0,1400.0,196.0
2023-05-29 21:00:00,572.0,568.0,16777.0,0.0,6930.0,0.0,4394.0,1410.0,216.0
2023-05-29 22:00:00,577.0,549.0,16809.0,0.0,7074.0,0.0,3594.0,1400.0,225.0
2023-05-29 23:00:00,582.0,542.0,16831.0,0.0,6825.0,0.0,3241.0,1413.0,228.0
