Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
38280,2023-05-15 00:00:00,60.95,122.0,183.0,3442.0,0.0,1904.0,0.0,1050.0,499.0,56.0
38281,2023-05-15 01:00:00,62.71,130.0,177.0,3434.0,0.0,1930.0,13.0,879.0,503.0,57.0
38282,2023-05-15 02:00:00,62.6,134.0,171.0,3434.0,1.0,1964.0,62.0,816.0,493.0,55.0
38283,2023-05-15 03:00:00,60.11,132.0,166.0,3434.0,1.0,2053.0,138.0,903.0,491.0,47.0
38284,2023-05-15 04:00:00,59.75,142.0,165.0,3433.0,0.0,2161.0,223.0,931.0,501.0,40.0
38285,2023-05-15 05:00:00,63.33,154.0,185.0,3433.0,0.0,2327.0,309.0,534.0,490.0,38.0
38286,2023-05-15 06:00:00,64.4,154.0,183.0,3438.0,0.0,2330.0,398.0,309.0,503.0,33.0
38287,2023-05-15 07:00:00,62.99,151.0,203.0,3433.0,0.0,2285.0,476.0,548.0,493.0,28.0
38288,2023-05-15 08:00:00,59.82,136.0,198.0,3430.0,0.0,2236.0,517.0,834.0,513.0,26.0
38289,2023-05-15 09:00:00,57.52,129.0,188.0,3431.0,0.0,2133.0,532.0,1095.0,519.0,25.0
38290,2023-05-15 10:00:00,55.83,128.0,161.0,3431.0,1.0,2101.0,513.0,1222.0,524.0,28.0
38291,2023-05-15 11:00:00,54.79,120.0,143.0,3431.0,1.0,2080.0,464.0,1186.0,514.0,35.0
38292,2023-05-15 12:00:00,55.78,122.0,157.0,3432.0,1.0,2164.0,406.0,1097.0,516.0,32.0
38293,2023-05-15 13:00:00,56.27,124.0,152.0,3430.0,1.0,2139.0,336.0,937.0,513.0,26.0
38294,2023-05-15 14:00:00,58.29,131.0,168.0,3431.0,1.0,2129.0,248.0,862.0,510.0,24.0
38295,2023-05-15 15:00:00,59.76,135.0,179.0,3433.0,0.0,2179.0,161.0,770.0,510.0,24.0
38296,2023-05-15 16:00:00,60.54,132.0,176.0,3432.0,0.0,2172.0,88.0,644.0,512.0,26.0
38297,2023-05-15 17:00:00,60.8,134.0,179.0,3414.0,0.0,2252.0,29.0,678.0,512.0,29.0
38298,2023-05-15 18:00:00,60.62,130.0,186.0,3412.0,0.0,2110.0,2.0,867.0,507.0,34.0
38299,2023-05-15 19:00:00,59.34,125.0,186.0,3412.0,0.0,2041.0,0.0,1083.0,503.0,39.0
38300,2023-05-15 20:00:00,58.36,128.0,175.0,3412.0,0.0,2084.0,0.0,1169.0,500.0,41.0
38301,2023-05-15 21:00:00,59.28,128.0,185.0,3410.0,0.0,1997.0,0.0,1225.0,505.0,43.0
38302,2023-05-15 22:00:00,58.8,125.0,169.0,3444.0,0.0,2031.0,0.0,1041.0,495.0,45.0
38303,2023-05-15 23:00:00,58.05,123.0,175.0,3454.0,0.0,2002.0,0.0,1177.0,487.0,46.0
