UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_geothermal_production_forecast,avg_unknown_production_forecast
2023-06-02 00:00:00,2024-07-17 00:00:00,3.1,2.87885349937781,281.903149544176,11.7504794015914,0.0213564988452409,33529.87695,22077.12972,10130.70321,1401.63496,8931.34047,0.0,50400.0005,19011.67688,84.93244,1000.91285
2023-06-02 01:00:00,2024-07-17 00:00:00,3.1,2.52991504273505,280.830685913166,0.0463859721492,0.000216487488342,34540.84607,21979.57028,9734.15048,1381.90995,8700.37112,0.0,45207.99877,18995.72914,85.75783,1027.63984
2023-06-02 02:00:00,2024-07-17 00:00:00,3.1,2.52991504273505,280.830685913166,0.0463859721492,0.000216487488342,35769.34019,21954.45469,10002.28861,1412.12577,8657.82895,0.0,41324.99879,19098.86111,85.32862,1067.93534
2023-06-02 03:00:00,2024-07-17 00:00:00,3.1,2.52991504273505,280.830685913166,0.0463859721492,0.000216487488342,35556.45962,21972.2235,9667.47104,1441.26411,8698.59325,1259.0,37795.0002,19154.67221,85.74451,1063.9619
2023-06-02 04:00:00,2024-07-17 00:00:00,3.1,3.0657965819495,284.656816462925,69.5191261655544,0.0007033267812537,35874.4093,21963.08062,9607.1935,1429.14812,8708.34546,11688.00028,32109.99922,19214.6857,85.75249,1047.83079
2023-06-02 05:00:00,2024-07-17 00:00:00,3.1,3.0657965819495,284.656816462925,69.5191261655544,0.0007033267812537,35244.79626,22053.1806,9638.28701,1457.24919,8733.3069,35081.99974,25402.9996,19290.95906,84.24851,1037.84854
2023-06-02 06:00:00,2024-07-17 00:00:00,3.1,3.0657965819495,284.656816462925,69.5191261655544,0.0007033267812537,35365.41944,22442.32145,10084.1708,1456.97603,8781.56968,65136.00169,19863.00065,19329.85314,82.3344,1049.9649
2023-06-02 07:00:00,2024-07-17 00:00:00,3.1,3.63575834696095,288.89026152651,576.668654729586,0.0276624336398961,34231.8653,22967.9958,9883.75587,1464.6914,8767.97439,95643.00266,18694.00062,19366.31392,80.4519,1046.08164
2023-06-02 08:00:00,2024-07-17 00:00:00,3.1,3.63575834696095,288.89026152651,576.668654729586,0.0276624336398961,32084.6489,23069.31975,9814.32286,1426.13197,8763.75167,121898.99656,18974.99987,19412.7144,79.08056,1015.04273
2023-06-02 09:00:00,2024-07-17 00:00:00,3.1,3.63575834696095,288.89026152651,576.668654729586,0.0276624336398961,29945.87755,22861.17915,9795.83014,1405.12197,8980.18911,139961.00104,19447.99971,19386.86392,77.11744,1006.48748
2023-06-02 10:00:00,2024-07-17 00:00:00,3.1,3.86898160899279,291.196122808606,714.366268744593,0.115433308898844,29746.53296,22964.81286,9799.85284,1421.23427,8982.29357,148884.99967,20447.99956,19349.8147,75.93058,1003.55038
2023-06-02 11:00:00,2024-07-17 00:00:00,3.1,3.86898160899279,291.196122808606,714.366268744593,0.115433308898844,30071.60046,22867.40752,9981.60257,1414.40681,8846.56761,148932.00388,22469.00027,19297.40096,74.99027,997.03881
2023-06-02 12:00:00,2024-07-17 00:00:00,3.1,3.86898160899279,291.196122808606,714.366268744593,0.115433308898844,30421.01514,22763.63298,10235.21816,1431.44773,8776.21448,142421.0032,26203.99916,19184.55705,75.2077,994.01896
2023-06-02 13:00:00,2024-07-17 00:00:00,3.1,3.95527121740503,291.325336208061,739.369909382724,0.123933904798032,30117.12179,23018.75553,9858.24699,1416.50146,8771.92964,129445.99698,29230.99973,19160.14594,73.58749,997.38982
2023-06-02 14:00:00,2024-07-17 00:00:00,3.1,3.95527121740503,291.325336208061,739.369909382724,0.123933904798032,29426.58101,23154.53182,9977.4074,1430.93781,8756.6695,108838.99953,32585.00034,19218.86828,73.44459,1004.80947
2023-06-02 15:00:00,2024-07-17 00:00:00,3.1,3.95527121740503,291.325336208061,739.369909382724,0.123933904798032,29276.63045,23543.88144,9976.52307,1437.41209,8831.34587,80956.00238,36193.00109,19147.92601,72.42493,963.41348
2023-06-02 16:00:00,2024-07-17 00:00:00,3.1,3.4411488508202,288.411353807742,540.863770766434,0.2510953163032,30136.68392,23959.44685,10171.46811,1451.61854,8868.7835,49016.99845,40213.99957,19082.94809,74.40024,965.4626
2023-06-02 17:00:00,2024-07-17 00:00:00,3.1,3.4411488508202,288.411353807742,540.863770766434,0.2510953163032,31095.21078,24258.49766,9786.76295,1469.41913,8773.65056,20867.99978,44062.99881,19091.61196,74.15097,995.0403
2023-06-02 18:00:00,2024-07-17 00:00:00,3.1,3.4411488508202,288.411353807742,540.863770766434,0.2510953163032,31799.53365,24486.20648,9872.99564,1443.40329,8813.04381,5412.99973,46882.99971,19171.26216,77.07252,1014.74151
2023-06-02 19:00:00,2024-07-17 00:00:00,3.1,2.92217261056215,284.04296614929,23.6799497723202,0.0346373659201234,31547.72746,24627.18715,10136.70914,1394.7164,8932.89444,315.00002,56135.00099,19158.76594,80.89053,1006.41032
2023-06-02 20:00:00,2024-07-17 00:00:00,3.1,2.92217261056215,284.04296614929,23.6799497723202,0.0346373659201234,31667.81448,24621.48735,10321.83527,1359.20022,8960.56518,0.0,63606.00038,19134.76405,83.37824,1031.34761
2023-06-02 21:00:00,2024-07-17 00:00:00,3.1,2.92217261056215,284.04296614929,23.6799497723202,0.0346373659201234,31728.42228,24679.81921,9860.84522,1361.91777,8936.84795,0.0,65891.00381,19070.74609,83.56706,1028.77668
