datetime,avg_other_production_forecast
2023-06-27T00:00:00.000000000,1814.45652
2023-06-27T01:00:00.000000000,1835.89351
2023-06-27T02:00:00.000000000,1899.81876
2023-06-27T03:00:00.000000000,1875.29359
2023-06-27T04:00:00.000000000,1889.5147
2023-06-27T05:00:00.000000000,1909.49109
2023-06-27T06:00:00.000000000,1927.14701
2023-06-27T07:00:00.000000000,1968.53843
2023-06-27T08:00:00.000000000,1951.2686
2023-06-27T09:00:00.000000000,1926.77408
2023-06-27T10:00:00.000000000,1873.17485
2023-06-27T11:00:00.000000000,1787.86955
2023-06-27T12:00:00.000000000,1671.97253
2023-06-27T13:00:00.000000000,1498.48008
2023-06-27T14:00:00.000000000,1243.53375
2023-06-27T15:00:00.000000000,976.69108
2023-06-27T16:00:00.000000000,778.01103
2023-06-27T17:00:00.000000000,656.4465
2023-06-27T18:00:00.000000000,606.33896
2023-06-27T19:00:00.000000000,640.12413
2023-06-27T20:00:00.000000000,768.29918
2023-06-27T21:00:00.000000000,946.34487
2023-06-27T22:00:00.000000000,1138.52402
2023-06-27T23:00:00.000000000,1316.50395
2023-06-28T00:00:00.000000000,1357.58292
2023-06-28T01:00:00.000000000,1399.1749
2023-06-28T02:00:00.000000000,1404.20029
2023-06-28T03:00:00.000000000,1404.62183
2023-06-28T04:00:00.000000000,1382.72103
2023-06-28T05:00:00.000000000,1412.23859
2023-06-28T06:00:00.000000000,1418.89167
2023-06-28T07:00:00.000000000,1374.77854
2023-06-28T08:00:00.000000000,1358.94289
2023-06-28T09:00:00.000000000,1312.93071
2023-06-28T10:00:00.000000000,1252.16503
2023-06-28T11:00:00.000000000,1146.33699
2023-06-28T12:00:00.000000000,1101.0763
2023-06-28T13:00:00.000000000,1059.05397
2023-06-28T14:00:00.000000000,1045.68886
2023-06-28T15:00:00.000000000,1000.20766
2023-06-28T16:00:00.000000000,1020.88464
2023-06-28T17:00:00.000000000,941.89197
2023-06-28T18:00:00.000000000,933.36661
2023-06-28T19:00:00.000000000,947.98284
2023-06-28T20:00:00.000000000,993.49492
2023-06-28T21:00:00.000000000,1056.65118
2023-06-28T22:00:00.000000000,1062.67125
2023-06-28T23:00:00.000000000,1116.66525
2023-06-29T00:00:00.000000000,1210.04935
2023-06-29T01:00:00.000000000,1190.88246
2023-06-29T02:00:00.000000000,1148.13377
2023-06-29T03:00:00.000000000,1091.05534
2023-06-29T04:00:00.000000000,1049.15772
2023-06-29T05:00:00.000000000,1037.6798
2023-06-29T06:00:00.000000000,1025.00559
2023-06-29T07:00:00.000000000,977.97126
2023-06-29T08:00:00.000000000,981.72633
2023-06-29T09:00:00.000000000,968.91698
2023-06-29T10:00:00.000000000,972.12909
2023-06-29T11:00:00.000000000,947.70068
2023-06-29T12:00:00.000000000,960.20286
2023-06-29T13:00:00.000000000,969.82399
2023-06-29T14:00:00.000000000,1001.91901
2023-06-29T15:00:00.000000000,1026.44353
2023-06-29T16:00:00.000000000,1097.86847
2023-06-29T17:00:00.000000000,1059.23034
2023-06-29T18:00:00.000000000,1070.32487
2023-06-29T19:00:00.000000000,1094.35781
2023-06-29T20:00:00.000000000,1137.35274
2023-06-29T21:00:00.000000000,1175.97303
2023-06-29T22:00:00.000000000,1144.93345
2023-06-29T23:00:00.000000000,1132.83813
2023-06-30T00:00:00.000000000,1210.00532
2023-06-30T01:00:00.000000000,1156.82587
2023-06-30T02:00:00.000000000,1084.90999
2023-06-30T03:00:00.000000000,993.57465
2023-06-30T04:00:00.000000000,937.0521
2023-06-30T05:00:00.000000000,903.09003
2023-06-30T06:00:00.000000000,880.17365
2023-06-30T07:00:00.000000000,829.84636
2023-06-30T08:00:00.000000000,844.0232
2023-06-30T09:00:00.000000000,852.39192
2023-06-30T10:00:00.000000000,889.44299
2023-06-30T11:00:00.000000000,909.76231
2023-06-30T12:00:00.000000000,953.5351
2023-06-30T13:00:00.000000000,992.9198
2023-06-30T14:00:00.000000000,1050.39299
2023-06-30T15:00:00.000000000,1114.00002
2023-06-30T16:00:00.000000000,1213.47159
2023-06-30T17:00:00.000000000,1191.51794
2023-06-30T18:00:00.000000000,1212.87544
2023-06-30T19:00:00.000000000,1244.2546
2023-06-30T20:00:00.000000000,1284.74364
2023-06-30T21:00:00.000000000,1305.61185
2023-06-30T22:00:00.000000000,1249.0199
2023-06-30T23:00:00.000000000,1198.69578
