datetime,avg_nuclear_production_forecast
2023-06-27T00:00:00.000000000,32819.99139
2023-06-27T01:00:00.000000000,32829.55962
2023-06-27T02:00:00.000000000,32774.61604
2023-06-27T03:00:00.000000000,32775.95582
2023-06-27T04:00:00.000000000,32819.30206
2023-06-27T05:00:00.000000000,32827.77972
2023-06-27T06:00:00.000000000,32766.21955
2023-06-27T07:00:00.000000000,32822.71553
2023-06-27T08:00:00.000000000,32822.99218
2023-06-27T09:00:00.000000000,32764.80317
2023-06-27T10:00:00.000000000,32717.85598
2023-06-27T11:00:00.000000000,32735.10852
2023-06-27T12:00:00.000000000,32750.58915
2023-06-27T13:00:00.000000000,32755.00632
2023-06-27T14:00:00.000000000,32718.8048
2023-06-27T15:00:00.000000000,32672.25772
2023-06-27T16:00:00.000000000,32737.14105
2023-06-27T17:00:00.000000000,32736.38885
2023-06-27T18:00:00.000000000,32726.20332
2023-06-27T19:00:00.000000000,32770.1783
2023-06-27T20:00:00.000000000,32805.52244
2023-06-27T21:00:00.000000000,32749.72036
2023-06-27T22:00:00.000000000,32742.8957
2023-06-27T23:00:00.000000000,32736.16708
2023-06-28T00:00:00.000000000,32734.04538
2023-06-28T01:00:00.000000000,32743.62047
2023-06-28T02:00:00.000000000,32691.36788
2023-06-28T03:00:00.000000000,32693.34669
2023-06-28T04:00:00.000000000,32736.4723
2023-06-28T05:00:00.000000000,32744.88709
2023-06-28T06:00:00.000000000,32683.26975
2023-06-28T07:00:00.000000000,32739.76117
2023-06-28T08:00:00.000000000,32739.70058
2023-06-28T09:00:00.000000000,32682.59186
2023-06-28T10:00:00.000000000,32635.73384
2023-06-28T11:00:00.000000000,32653.25501
2023-06-28T12:00:00.000000000,32668.20065
2023-06-28T13:00:00.000000000,32672.79043
2023-06-28T14:00:00.000000000,32636.71809
2023-06-28T15:00:00.000000000,32590.78145
2023-06-28T16:00:00.000000000,32654.95031
2023-06-28T17:00:00.000000000,32654.59365
2023-06-28T18:00:00.000000000,32644.53844
2023-06-28T19:00:00.000000000,32688.30308
2023-06-28T20:00:00.000000000,32723.44831
2023-06-28T21:00:00.000000000,32666.72255
2023-06-28T22:00:00.000000000,32660.7324
2023-06-28T23:00:00.000000000,32655.48531
2023-06-29T00:00:00.000000000,32651.85922
2023-06-29T01:00:00.000000000,32661.43888
2023-06-29T02:00:00.000000000,32611.75954
2023-06-29T03:00:00.000000000,32614.34993
2023-06-29T04:00:00.000000000,32657.26521
2023-06-29T05:00:00.000000000,32665.61712
2023-06-29T06:00:00.000000000,32603.9472
2023-06-29T07:00:00.000000000,32660.43518
2023-06-29T08:00:00.000000000,32660.05108
2023-06-29T09:00:00.000000000,32603.97464
2023-06-29T10:00:00.000000000,32557.2012
2023-06-29T11:00:00.000000000,32574.97959
2023-06-29T12:00:00.000000000,32589.41424
2023-06-29T13:00:00.000000000,32594.16863
2023-06-29T14:00:00.000000000,32558.21976
2023-06-29T15:00:00.000000000,32512.86727
2023-06-29T16:00:00.000000000,32576.35366
2023-06-29T17:00:00.000000000,32576.37424
2023-06-29T18:00:00.000000000,32566.44477
2023-06-29T19:00:00.000000000,32610.00822
2023-06-29T20:00:00.000000000,32644.9614
2023-06-29T21:00:00.000000000,32587.35313
2023-06-29T22:00:00.000000000,32582.1609
2023-06-29T23:00:00.000000000,32578.33133
2023-06-30T00:00:00.000000000,32573.24085
2023-06-30T01:00:00.000000000,32582.82622
2023-06-30T02:00:00.000000000,32535.60696
2023-06-30T03:00:00.000000000,32538.78494
2023-06-30T04:00:00.000000000,32581.49787
2023-06-30T05:00:00.000000000,32589.79034
2023-06-30T06:00:00.000000000,32528.06898
2023-06-30T07:00:00.000000000,32584.55353
2023-06-30T08:00:00.000000000,32583.86192
2023-06-30T09:00:00.000000000,32528.77316
2023-06-30T10:00:00.000000000,32482.07975
2023-06-30T11:00:00.000000000,32500.10506
2023-06-30T12:00:00.000000000,32514.04929
2023-06-30T13:00:00.000000000,32518.96259
2023-06-30T14:00:00.000000000,32483.13146
2023-06-30T15:00:00.000000000,32438.33797
2023-06-30T16:00:00.000000000,32501.17163
2023-06-30T17:00:00.000000000,32501.5523
2023-06-30T18:00:00.000000000,32491.74401
2023-06-30T19:00:00.000000000,32535.11426
2023-06-30T20:00:00.000000000,32569.88339
2023-06-30T21:00:00.000000000,32511.43261
2023-06-30T22:00:00.000000000,32507.00287
2023-06-30T23:00:00.000000000,32504.52679
