,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
13128,2021-07-01 00:00:00,368.18,12333,36915,5011,93,4178,4101,136
13129,2021-07-01 01:00:00,383.42,12400,37329,5012,93,2480,3360,145
13130,2021-07-01 02:00:00,398.95,12363,37477,5011,93,330,3087,118
13131,2021-07-01 03:00:00,395.58,12322,35290,5012,93,0,4015,112
13132,2021-07-01 04:00:00,386.73,12350,30300,5012,93,0,5561,115
13133,2021-07-01 05:00:00,380.36,12343,25492,5013,93,0,6579,116
13134,2021-07-01 06:00:00,365.67,11293,22142,5013,56,0,7435,112
13135,2021-07-01 07:00:00,357.2,10911,19676,5014,70,0,7992,110
13136,2021-07-01 08:00:00,357.62,10877,18076,5015,50,0,7865,108
13137,2021-07-01 09:00:00,360.02,10888,17212,5015,50,0,7590,137
13138,2021-07-01 10:00:00,363.76,10703,17622,5016,50,0,6974,136
13139,2021-07-01 11:00:00,368.47,10577,19023,5016,50,0,6331,141
13140,2021-07-01 12:00:00,378.09,10587,21287,5016,50,14,5217,112
13141,2021-07-01 13:00:00,375.3,10613,22576,5016,50,1319,4233,108
13142,2021-07-01 14:00:00,365.85,10868,24161,5016,66,4178,2784,107
13143,2021-07-01 15:00:00,361.68,11229,26484,5015,104,5324,2599,112
13144,2021-07-01 16:00:00,363.2,11436,30043,5011,143,5983,1989,119
13145,2021-07-01 17:00:00,365.92,11460,34082,5012,152,6185,1451,138
13146,2021-07-01 18:00:00,367.98,11609,36921,5010,131,6148,1362,145
13147,2021-07-01 19:00:00,372.24,11860,39280,5009,94,5738,1361,154
13148,2021-07-01 20:00:00,373.12,11872,40918,5006,94,5303,1651,160
13149,2021-07-01 21:00:00,369.5,11885,41533,5005,94,5318,2283,150
13150,2021-07-01 22:00:00,366.83,11857,42064,5003,94,5274,2786,149
13151,2021-07-01 23:00:00,366.12,11777,42071,5001,93,5168,2941,152
13152,2021-07-02 00:00:00,361.2,11777,40645,5000,93,4655,4330,144
13153,2021-07-02 01:00:00,362.17,11779,38500,4999,94,2871,5914,181
13154,2021-07-02 02:00:00,376.78,11781,38345,4999,94,487,5778,124
13155,2021-07-02 03:00:00,379.6,11610,36403,4999,56,35,5677,103
13156,2021-07-02 04:00:00,377.7,11487,32414,5001,56,36,5933,114
13157,2021-07-02 05:00:00,375.49,11504,27976,5002,56,35,6340,116
13158,2021-07-02 06:00:00,362.97,10517,24940,5003,57,35,6955,109
13159,2021-07-02 07:00:00,362.06,10032,22923,5003,68,35,6485,105
13160,2021-07-02 08:00:00,366.66,10028,21568,5004,49,35,5926,105
13161,2021-07-02 09:00:00,367.18,10076,20384,5005,49,35,5908,107
13162,2021-07-02 10:00:00,368.59,10317,19645,5009,49,13,6034,132
13163,2021-07-02 11:00:00,372.03,10388,20408,5008,49,0,5731,121
13164,2021-07-02 12:00:00,375.59,10344,22441,5008,49,4,5251,112
13165,2021-07-02 13:00:00,376.63,10620,23318,5009,49,921,4475,104
13166,2021-07-02 14:00:00,370.27,11239,23861,5008,69,3563,3230,104
13167,2021-07-02 15:00:00,372.31,11771,26204,5008,107,4725,2313,107
13168,2021-07-02 16:00:00,376.43,11803,29874,5007,168,4769,1628,105
13169,2021-07-02 17:00:00,378.08,11479,33472,4990,169,4788,987,102
13170,2021-07-02 18:00:00,377.77,11490,35101,4909,131,4937,987,115
13171,2021-07-02 19:00:00,369.55,11528,35993,4898,135,5535,1724,122
13172,2021-07-02 20:00:00,365.71,11442,37251,4897,101,5493,2356,129
13173,2021-07-02 21:00:00,360.6,11220,38208,4900,93,5360,3147,130
13174,2021-07-02 22:00:00,362.27,11656,38216,4896,93,4940,3756,124
13175,2021-07-02 23:00:00,361.59,11797,37009,4892,93,4372,4570,115
13176,2021-07-03 00:00:00,366.25,11839,35732,4884,93,3176,5014,127
13177,2021-07-03 01:00:00,378.75,11843,35600,4881,93,1350,4838,121
13178,2021-07-03 02:00:00,382.65,11844,34140,4879,92,121,5517,116
13179,2021-07-03 03:00:00,380.42,11721,32357,4875,56,0,5932,105
13180,2021-07-03 04:00:00,379.83,11550,29809,4875,55,0,5911,102
13181,2021-07-03 05:00:00,381.84,11657,26640,4877,55,0,5845,115
13182,2021-07-03 06:00:00,381.21,11005,25585,4880,55,0,5303,109
13183,2021-07-03 07:00:00,384.42,10377,24472,4882,69,0,4330,123
13184,2021-07-03 08:00:00,389.1,10238,23569,4886,51,0,3712,99
13185,2021-07-03 09:00:00,391.21,10121,22515,4889,49,0,3427,96
13186,2021-07-03 10:00:00,397.79,10037,22730,4905,49,0,2638,92
13187,2021-07-03 11:00:00,403.89,10170,22977,4957,49,0,2073,94
13188,2021-07-03 12:00:00,406.98,10177,23188,4988,47,3,1722,94
13189,2021-07-03 13:00:00,412.41,10496,23868,4990,2,146,1293,100
13190,2021-07-03 14:00:00,408.83,11040,25123,4990,20,750,1375,95
13191,2021-07-03 15:00:00,401.14,11533,26252,4991,53,1582,1694,93
13192,2021-07-03 16:00:00,395.09,11606,28105,4991,134,2692,1159,92
13193,2021-07-03 17:00:00,387,11775,29120,4991,129,4008,986,91
13194,2021-07-03 18:00:00,383.21,12033,29923,4992,100,4725,1042,117
13195,2021-07-03 19:00:00,380.64,12153,30378,4992,53,4917,1369,132
13196,2021-07-03 20:00:00,377.67,12297,30095,4991,45,4925,1946,134
13197,2021-07-03 21:00:00,376.41,12292,30012,4992,45,4556,2498,143
13198,2021-07-03 22:00:00,377.01,12292,30127,4993,45,4095,2870,145
13199,2021-07-03 23:00:00,378.98,12341,29932,4993,45,3378,3349,130
13200,2021-07-04 00:00:00,372.43,12307,27897,4991,45,3321,4338,128
13201,2021-07-04 01:00:00,382.62,12311,27964,4986,45,1339,4913,126
13202,2021-07-04 02:00:00,388.78,12395,27570,4984,45,188,5345,122
13203,2021-07-04 03:00:00,386.98,12343,26418,4981,45,0,5766,110
13204,2021-07-04 04:00:00,386.08,12287,24459,4982,45,0,5903,99
13205,2021-07-04 05:00:00,387.59,12352,22376,4984,45,0,5873,101
13206,2021-07-04 06:00:00,382.82,11394,21236,4986,45,0,5531,94
13207,2021-07-04 07:00:00,385.47,10934,20366,4986,59,0,4810,100
13208,2021-07-04 08:00:00,394.12,10907,19916,4988,40,0,3925,101
13209,2021-07-04 09:00:00,397.17,10872,19242,4989,39,0,3632,100
13210,2021-07-04 10:00:00,401.56,10900,19081,4990,39,0,3245,101
13211,2021-07-04 11:00:00,402.51,10812,19180,4991,40,0,3067,104
13212,2021-07-04 12:00:00,406.51,11005,19236,4992,40,10,2844,107
13213,2021-07-04 13:00:00,401.34,11214,18535,4993,40,925,2660,101
13214,2021-07-04 14:00:00,387.23,11516,18425,4993,59,3120,2146,106
13215,2021-07-04 15:00:00,373.98,11632,19305,4994,59,4737,2068,105
13216,2021-07-04 16:00:00,369.83,11803,21512,4995,136,5656,1732,103
13217,2021-07-04 17:00:00,374.34,12228,24596,4996,129,5993,1251,106
13218,2021-07-04 18:00:00,375.69,12278,27919,4995,102,6112,981,100
13219,2021-07-04 19:00:00,374.98,12331,30045,4996,82,5898,1340,102
13220,2021-07-04 20:00:00,370.71,12324,30920,4996,39,5493,2416,112
13221,2021-07-04 21:00:00,363.41,12318,30905,4998,39,5408,3622,110
13222,2021-07-04 22:00:00,355.73,12309,30108,5000,39,5511,4711,105
13223,2021-07-04 23:00:00,349.02,11813,29413,4999,39,5109,5609,119
13224,2021-07-05 00:00:00,337.18,11616,26439,4998,39,4734,7439,100
13225,2021-07-05 01:00:00,327.86,11067,24203,4997,39,2937,9800,100
13226,2021-07-05 02:00:00,342.87,11512,23696,4995,39,369,10544,98
13227,2021-07-05 03:00:00,345.82,11493,22634,4996,39,0,10395,125
13228,2021-07-05 04:00:00,342.8,11065,21517,4997,40,0,10233,143
13229,2021-07-05 05:00:00,340.57,10936,19659,4996,39,0,10227,137
13230,2021-07-05 06:00:00,345.59,10707,18481,4996,39,0,9195,128
13231,2021-07-05 07:00:00,351.99,10338,18022,4997,59,0,7917,106
13232,2021-07-05 08:00:00,363.07,10351,17945,4998,41,0,6681,105
13233,2021-07-05 09:00:00,367.62,10247,17865,4999,39,0,6071,100
13234,2021-07-05 10:00:00,376.67,10519,18166,5000,39,0,5397,100
13235,2021-07-05 11:00:00,382.81,10704,18820,5000,39,0,4925,94
13236,2021-07-05 12:00:00,389.1,10728,19740,5001,39,11,4252,95
13237,2021-07-05 13:00:00,390.98,10731,20504,5001,39,346,3687,95
13238,2021-07-05 14:00:00,392.55,11004,22427,5001,58,879,3125,110
13239,2021-07-05 15:00:00,385.62,11255,24417,5002,58,1742,3183,96
13240,2021-07-05 16:00:00,376.4,11144,27252,5002,136,2762,3046,99
13241,2021-07-05 17:00:00,372.27,11165,29953,5001,129,3116,3252,96
13242,2021-07-05 18:00:00,370.72,11226,31728,4999,102,3546,3129,89
13243,2021-07-05 19:00:00,370.8,11205,32985,4998,47,3474,3222,92
13244,2021-07-05 20:00:00,363.21,11189,33134,4998,39,4433,3431,100
13245,2021-07-05 21:00:00,356.01,11211,33236,5000,39,5213,3836,97
13246,2021-07-05 22:00:00,352.5,11363,33084,5001,39,5111,4695,106
13247,2021-07-05 23:00:00,346.39,11303,31678,5000,67,5150,5502,96
13248,2021-07-06 00:00:00,345.77,11374,29669,4999,87,4694,5989,97
13249,2021-07-06 01:00:00,355.81,11409,29103,4998,86,2683,6415,98
13250,2021-07-06 02:00:00,373.56,11455,30056,4998,59,459,6100,96
13251,2021-07-06 03:00:00,378.38,11372,29731,5000,39,0,5824,100
13252,2021-07-06 04:00:00,377.73,11324,26872,5000,39,0,5923,99
13253,2021-07-06 05:00:00,381.73,11443,23974,5000,39,0,5616,104
13254,2021-07-06 06:00:00,383.32,10586,22998,5001,39,0,4610,93
13255,2021-07-06 07:00:00,385.29,10237,21917,5001,58,0,4073,93
13256,2021-07-06 08:00:00,389.59,10243,20639,5001,40,0,3707,99
13257,2021-07-06 09:00:00,394.17,10347,20403,5002,39,0,3356,98
13258,2021-07-06 10:00:00,401.71,10392,21079,5002,39,0,2604,92
13259,2021-07-06 11:00:00,412.06,10725,22601,5003,39,0,1745,95
13260,2021-07-06 12:00:00,414.9,10891,24183,5003,39,6,1430,94
13261,2021-07-06 13:00:00,412.47,10967,25195,5003,39,528,1114,96
13262,2021-07-06 14:00:00,400.99,11365,24928,5006,58,2065,1160,93
13263,2021-07-06 15:00:00,397.22,11930,25791,5008,59,2950,1154,96
13264,2021-07-06 16:00:00,387.54,11628,27893,5008,102,3618,1234,101
13265,2021-07-06 17:00:00,376.96,11393,29947,5009,87,3955,2024,98
13266,2021-07-06 18:00:00,370.65,11362,32107,5009,87,4563,2274,98
13267,2021-07-06 19:00:00,363.83,11347,33490,5008,59,5117,2798,100
13268,2021-07-06 20:00:00,358.58,11352,34524,5008,39,5359,3475,121
13269,2021-07-06 21:00:00,357.65,11380,35451,5006,39,5394,3669,134
13270,2021-07-06 22:00:00,358.61,11392,36113,5006,39,5190,3748,140
13271,2021-07-06 23:00:00,360.37,11355,36162,5007,39,5105,3487,135
13272,2021-07-07 00:00:00,360.77,11463,34296,5007,39,4650,3943,128
13273,2021-07-07 01:00:00,374.61,11628,34104,5007,39,2856,3709,127
13274,2021-07-07 02:00:00,394.54,11670,34820,5007,39,417,3228,104
13275,2021-07-07 03:00:00,398.38,11734,33980,5008,39,0,3223,89
13276,2021-07-07 04:00:00,400.95,11763,30950,5009,65,0,3119,110
13277,2021-07-07 05:00:00,404.34,11802,27318,5010,86,0,3023,136
13278,2021-07-07 06:00:00,403.93,11493,24201,5010,86,0,3044,98
13279,2021-07-07 07:00:00,407.72,11249,22680,5010,58,0,2590,89
13280,2021-07-07 08:00:00,415.57,11151,22294,5011,39,0,1782,89
13281,2021-07-07 09:00:00,420.45,11238,21627,5013,39,0,1462,90
13282,2021-07-07 10:00:00,423.36,11146,22014,5012,39,0,1071,94
13283,2021-07-07 11:00:00,423.23,11205,22832,5011,39,0,1027,91
13284,2021-07-07 12:00:00,419.85,11188,23928,5011,39,8,1200,95
13285,2021-07-07 13:00:00,413.84,11151,24673,5012,39,857,843,96
13286,2021-07-07 14:00:00,390.6,11391,23319,5012,39,3656,882,97
13287,2021-07-07 15:00:00,381.7,11923,23628,5013,40,4980,1112,103
13288,2021-07-07 16:00:00,380.92,12028,26300,5015,40,4927,1285,101
13289,2021-07-07 17:00:00,380.77,12050,29094,5022,39,4882,1289,106
13290,2021-07-07 18:00:00,375.36,11943,31124,5022,39,5296,1492,104
13291,2021-07-07 19:00:00,375.42,12085,33575,5018,39,5411,1479,99
13292,2021-07-07 20:00:00,373.42,12112,35194,5012,71,5398,1806,131
13293,2021-07-07 21:00:00,372.16,12122,35870,5013,85,5139,2269,150
13294,2021-07-07 22:00:00,371.71,12148,36511,5012,103,5120,2366,145
13295,2021-07-07 23:00:00,369.69,12137,36370,5011,103,5137,2676,150
13296,2021-07-08 00:00:00,375.9,12153,36394,5010,78,4245,2585,133
13297,2021-07-08 01:00:00,389.75,12104,36571,5009,40,2566,2093,133
13298,2021-07-08 02:00:00,405.09,11978,36610,5010,39,404,1929,140
13299,2021-07-08 03:00:00,403.12,11977,34550,5010,39,0,2763,110
13300,2021-07-08 04:00:00,401.03,11804,31466,5012,39,0,3126,105
13301,2021-07-08 05:00:00,400.58,11698,27831,5013,39,0,3366,106
13302,2021-07-08 06:00:00,395.47,11039,25529,5014,40,1,3523,102
13303,2021-07-08 07:00:00,388.79,9939,24600,5014,39,0,3295,99
13304,2021-07-08 08:00:00,387.94,9763,23193,5013,39,0,3288,102
13305,2021-07-08 09:00:00,384.26,9609,22039,5013,39,0,3577,102
13306,2021-07-08 10:00:00,386.4,9544,22140,5014,39,0,3283,97
13307,2021-07-08 11:00:00,383.91,9523,22804,5014,39,0,3498,96
13308,2021-07-08 12:00:00,388.14,9661,24028,5014,39,11,3115,96
13309,2021-07-08 13:00:00,387.77,9742,25380,5014,39,988,2192,92
13310,2021-07-08 14:00:00,370.18,10094,24856,5014,73,4021,1561,94
13311,2021-07-08 15:00:00,364.07,10639,25686,5015,39,5694,1297,97
13312,2021-07-08 16:00:00,362.62,10708,28310,5014,39,6056,1258,97
13313,2021-07-08 17:00:00,366.74,10924,31486,5015,39,5594,1401,98
13314,2021-07-08 18:00:00,366.81,10816,34597,5015,39,5277,1621,101
13315,2021-07-08 19:00:00,363.15,10824,35898,5014,40,5521,1989,99
13316,2021-07-08 20:00:00,360.41,10911,36992,5014,60,5561,2509,106
13317,2021-07-08 21:00:00,359.64,11207,37213,5015,59,5515,3023,108
13318,2021-07-08 22:00:00,356.99,11396,36704,5016,59,5429,3759,99
13319,2021-07-08 23:00:00,354.27,11347,35838,5016,86,5148,4403,106
13320,2021-07-09 00:00:00,352.9,11345,34249,5016,77,4693,5024,100
13321,2021-07-09 01:00:00,357.34,11333,33337,5016,39,3081,5875,98
13322,2021-07-09 02:00:00,364.83,11325,32725,5017,39,450,7281,97
13323,2021-07-09 03:00:00,354.05,11311,29533,5017,39,0,9304,98
13324,2021-07-09 04:00:00,335.67,11182,24361,5017,39,0,11668,136
13325,2021-07-09 05:00:00,316.38,10204,20652,5017,39,0,12857,128
13326,2021-07-09 06:00:00,303.21,8931,18788,5018,39,0,12629,104
13327,2021-07-09 07:00:00,301.96,8373,17906,5018,39,1,11769,101
13328,2021-07-09 08:00:00,302.92,8172,17073,5018,39,0,11145,100
13329,2021-07-09 09:00:00,305.84,7958,16962,5018,65,0,10381,101
13330,2021-07-09 10:00:00,319.84,8438,17450,5019,85,0,9326,101
13331,2021-07-09 11:00:00,326.8,8539,18698,5018,86,0,8767,105
