,UTC time,carbon_intensity,wind,coal,nat_gas,nuclear,hydro,solar,other
2016,2020-03-25 00:00:00,353.42,5383,8556,27731,3739,179,1862,31
2017,2020-03-25 01:00:00,375.32,4007,8612,28447,3739,199,494,28
2018,2020-03-25 02:00:00,383.05,3537,8574,28421,3740,199,1,16
2019,2020-03-25 03:00:00,378.69,3947,8424,26187,3739,200,0,10
2020,2020-03-25 04:00:00,380.35,3859,8447,23440,3740,200,0,10
2021,2020-03-25 05:00:00,365.72,4619,7689,20240,3740,172,0,9
2022,2020-03-25 06:00:00,337.31,5744,6264,18074,3740,124,0,10
2023,2020-03-25 07:00:00,303.56,7269,5063,16036,3740,123,0,10
2024,2020-03-25 08:00:00,277.86,8522,4351,14550,3740,123,0,10
2025,2020-03-25 09:00:00,263.29,9496,4246,13171,3740,123,0,9
2026,2020-03-25 10:00:00,258.27,9822,4132,13052,3740,124,0,10
2027,2020-03-25 11:00:00,263.2,9706,4136,14175,3740,124,0,10
2028,2020-03-25 12:00:00,276.72,9396,4556,15701,3741,123,0,10
2029,2020-03-25 13:00:00,285.4,9522,5150,16250,3741,124,5,11
2030,2020-03-25 14:00:00,283.37,9491,5282,16560,3740,123,606,13
2031,2020-03-25 15:00:00,298.17,7263,5668,18171,3740,124,2045,17
2032,2020-03-25 16:00:00,329.99,5318,7038,19710,3741,147,2367,16
2033,2020-03-25 17:00:00,330.29,6281,7844,19911,3745,149,2437,18
2034,2020-03-25 18:00:00,326.1,7516,8276,20818,3744,149,2420,20
2035,2020-03-25 19:00:00,319.18,9008,8479,21855,3739,149,2314,25
2036,2020-03-25 20:00:00,308.22,10763,8411,22550,3738,150,2220,26
2037,2020-03-25 21:00:00,302.4,12179,8703,22820,3737,150,2225,22
2038,2020-03-25 22:00:00,301.7,13040,9156,23034,3736,150,2221,27
2039,2020-03-25 23:00:00,302.15,13220,9236,23517,3735,150,2188,19
2040,2020-03-26 00:00:00,310.9,12227,9177,23966,3735,150,1717,20
2041,2020-03-26 01:00:00,325.37,11121,9033,24091,3735,150,381,21
2042,2020-03-26 02:00:00,311.76,12754,8675,22218,3735,150,0,18
2043,2020-03-26 03:00:00,276.07,15290,7226,19052,3735,150,0,24
2044,2020-03-26 04:00:00,248.67,16677,6259,15722,3735,151,0,17
2045,2020-03-26 05:00:00,226.8,16901,5276,13233,3735,149,0,17
2046,2020-03-26 06:00:00,211.91,17059,4971,10764,3735,122,0,17
2047,2020-03-26 07:00:00,200.22,16968,4547,9526,3735,123,0,19
2048,2020-03-26 08:00:00,192.3,16674,4178,8834,3735,123,0,17
2049,2020-03-26 09:00:00,188.47,16523,4020,8472,3735,123,0,15
2050,2020-03-26 10:00:00,186.97,16566,4001,8308,3735,123,0,14
2051,2020-03-26 11:00:00,197.74,16020,4022,9652,3736,123,0,18
2052,2020-03-26 12:00:00,216.82,14993,4164,11883,3736,124,0,16
2053,2020-03-26 13:00:00,231.45,14161,4341,13517,3737,124,4,14
2054,2020-03-26 14:00:00,249.88,12557,4807,14977,3736,137,603,15
2055,2020-03-26 15:00:00,257.55,11077,5000,16397,3735,188,1933,16
2056,2020-03-26 16:00:00,270.52,10793,5811,17596,3734,240,2237,17
2057,2020-03-26 17:00:00,291.51,10329,7086,19118,3735,169,2320,18
2058,2020-03-26 18:00:00,305.73,10354,8171,20656,3735,149,2263,21
2059,2020-03-26 19:00:00,304.08,11151,8364,22130,3735,150,2325,25
2060,2020-03-26 20:00:00,298.68,12197,8293,23322,3734,178,2299,32
2061,2020-03-26 21:00:00,295.12,12797,8158,24371,3734,198,2317,13
2062,2020-03-26 22:00:00,298,12841,8251,25053,3736,198,2089,20
2063,2020-03-26 23:00:00,297.96,13411,8341,24967,3736,198,1636,12
2064,2020-03-27 00:00:00,302.75,13183,8150,24687,3736,199,685,11
2065,2020-03-27 01:00:00,298,13556,7695,23412,3737,199,110,17
2066,2020-03-27 02:00:00,277.11,15851,7302,21019,3737,198,0,15
2067,2020-03-27 03:00:00,257.4,16890,6418,18853,3737,168,0,13
2068,2020-03-27 04:00:00,253.2,16193,6116,16959,3737,151,0,13
2069,2020-03-27 05:00:00,254.81,15132,6232,14706,3738,151,0,14
2070,2020-03-27 06:00:00,254.15,14352,6136,13134,3737,124,0,10
2071,2020-03-27 07:00:00,263.92,12786,6092,12896,3738,123,0,11
2072,2020-03-27 08:00:00,276.39,11380,6171,13015,3737,99,0,10
2073,2020-03-27 09:00:00,282.79,10571,6128,13143,3738,98,0,12
2074,2020-03-27 10:00:00,294.9,9769,6444,13479,3738,99,0,11
2075,2020-03-27 11:00:00,309.78,8876,6758,14815,3738,98,0,12
2076,2020-03-27 12:00:00,311.34,8687,6516,16590,3738,98,0,8
2077,2020-03-27 13:00:00,294.96,9650,5752,17447,3738,127,2,10
2078,2020-03-27 14:00:00,284.88,10379,5483,17784,3738,171,182,11
2079,2020-03-27 15:00:00,301.62,9758,6578,18730,3738,195,566,16
2080,2020-03-27 16:00:00,319.57,9019,7773,19985,3738,148,978,21
2081,2020-03-27 17:00:00,327.62,8702,8386,21731,3737,125,1330,21
2082,2020-03-27 18:00:00,333.83,7985,8413,24296,3737,125,1544,25
2083,2020-03-27 19:00:00,328.54,8659,8318,25531,3737,125,1637,17
2084,2020-03-27 20:00:00,323.35,9594,8422,25723,3737,126,1643,20
2085,2020-03-27 21:00:00,324.5,9828,8478,26478,3736,126,1425,31
2086,2020-03-27 22:00:00,320.01,10785,8324,26632,3736,126,973,19
2087,2020-03-27 23:00:00,312.87,11981,8269,25436,3736,154,601,12
2088,2020-03-28 00:00:00,310.2,12186,8003,24590,3736,151,281,11
2089,2020-03-28 01:00:00,303.29,12565,7497,23637,3736,117,87,18
2090,2020-03-28 02:00:00,283.68,14470,6861,22276,3736,98,6,11
2091,2020-03-28 03:00:00,255.42,16452,5789,19711,3736,98,6,11
2092,2020-03-28 04:00:00,228.55,18353,5149,16491,3736,98,6,9
2093,2020-03-28 05:00:00,212.34,18626,4592,14281,3737,98,6,12
2094,2020-03-28 06:00:00,200.98,18917,4637,11697,3736,98,6,12
2095,2020-03-28 07:00:00,188.34,18980,4218,10390,3736,123,6,10
2096,2020-03-28 08:00:00,179.88,19121,4153,9039,3737,98,6,7
2097,2020-03-28 09:00:00,171.25,19232,3842,8489,3737,97,6,5
2098,2020-03-28 10:00:00,179.15,18171,3806,9061,3737,98,6,9
2099,2020-03-28 11:00:00,188.81,17269,3870,9779,3737,99,6,9
2100,2020-03-28 12:00:00,192.76,17062,3916,10183,3737,98,6,8
2101,2020-03-28 13:00:00,192.64,17190,3875,10460,3737,127,9,10
2102,2020-03-28 14:00:00,202.43,16518,4196,11176,3737,176,395,9
2103,2020-03-28 15:00:00,206.02,16498,4570,11449,3737,168,1012,8
2104,2020-03-28 16:00:00,205.52,17215,4599,12177,3737,168,1052,10
2105,2020-03-28 17:00:00,209.12,17396,4631,13269,3737,168,1128,12
2106,2020-03-28 18:00:00,219.15,16846,4845,14276,3737,167,1057,14
2107,2020-03-28 19:00:00,221.26,16231,4691,14975,3737,133,1404,10
2108,2020-03-28 20:00:00,225.96,15483,4790,15459,3737,134,1834,8
2109,2020-03-28 21:00:00,230.56,14821,4837,15946,3738,126,2078,8
2110,2020-03-28 22:00:00,231.49,14106,4686,16114,3737,126,2385,9
2111,2020-03-28 23:00:00,226.29,13827,4144,16166,3738,154,2339,11
2112,2020-03-29 00:00:00,240.93,12567,4340,16671,3738,120,1876,14
2113,2020-03-29 01:00:00,294.82,9653,5822,18587,3737,100,466,31
2114,2020-03-29 02:00:00,338.71,7143,7336,20001,3738,99,7,21
2115,2020-03-29 03:00:00,325.41,7518,6521,19247,3738,98,6,18
2116,2020-03-29 04:00:00,298.54,8748,5401,17656,3738,98,6,16
2117,2020-03-29 05:00:00,291,8447,4835,16519,3738,98,6,12
2118,2020-03-29 06:00:00,285.55,7937,4267,15799,3738,98,6,17
2119,2020-03-29 07:00:00,288.46,6956,3893,15724,3738,122,6,14
2120,2020-03-29 08:00:00,296.1,6134,3861,15681,3738,99,6,15
2121,2020-03-29 09:00:00,295.26,6133,3889,15175,3738,98,6,13
2122,2020-03-29 10:00:00,303.14,5415,3840,15677,3739,98,6,15
2123,2020-03-29 11:00:00,313.33,4703,3894,16481,3738,98,6,16
2124,2020-03-29 12:00:00,332.2,3891,4468,17280,3739,98,6,19
2125,2020-03-29 13:00:00,331.16,4240,4701,17245,3739,127,16,16
2126,2020-03-29 14:00:00,325.86,4294,4674,17733,3738,206,402,14
2127,2020-03-29 15:00:00,329.97,3909,5126,18539,3739,189,1109,22
2128,2020-03-29 16:00:00,325.21,4325,5525,18542,3739,168,1722,18
2129,2020-03-29 17:00:00,309.09,5472,5219,18363,3738,167,1869,16
2130,2020-03-29 18:00:00,317.71,5640,5927,18561,3737,168,1777,20
2131,2020-03-29 19:00:00,319.36,5770,6145,18761,3738,167,1793,18
2132,2020-03-29 20:00:00,310.92,6563,5923,18839,3738,133,1715,17
2133,2020-03-29 21:00:00,306.19,7362,6046,18485,3738,126,1599,14
2134,2020-03-29 22:00:00,303.7,8047,6246,18131,3738,125,1447,16
2135,2020-03-29 23:00:00,295.69,8973,6039,18012,3739,153,1159,15
2136,2020-03-30 00:00:00,277.66,10297,5167,18021,3739,122,826,14
2137,2020-03-30 01:00:00,282.59,10848,5516,18004,3740,98,224,21
2138,2020-03-30 02:00:00,280.94,11834,5943,17414,3739,98,6,22
2139,2020-03-30 03:00:00,256.3,13157,5024,16021,3739,99,6,16
2140,2020-03-30 04:00:00,238.4,14027,4658,13873,3740,98,6,15
2141,2020-03-30 05:00:00,224.24,14421,4480,11602,3740,98,6,13
2142,2020-03-30 06:00:00,210.8,14607,4184,9966,3739,98,6,13
2143,2020-03-30 07:00:00,205.36,14228,3933,9299,3740,122,6,10
2144,2020-03-30 08:00:00,208.12,13651,3930,9064,3740,99,6,14
2145,2020-03-30 09:00:00,226.69,11978,3968,10226,3739,98,6,14
2146,2020-03-30 10:00:00,239.27,11251,4168,10968,3739,98,6,22
2147,2020-03-30 11:00:00,265.21,10389,5089,11913,3739,99,6,27
2148,2020-03-30 12:00:00,302.83,8545,6071,14453,3740,98,6,20
2149,2020-03-30 13:00:00,320.46,8063,6936,15587,3739,127,7,16
2150,2020-03-30 14:00:00,320.36,8117,6991,16381,3739,178,113,19
2151,2020-03-30 15:00:00,311.5,8584,6824,16832,3739,167,510,16
2152,2020-03-30 16:00:00,287.48,10108,6175,16774,3739,167,963,12
2153,2020-03-30 17:00:00,283.34,10525,6445,16676,3739,167,1533,21
2154,2020-03-30 18:00:00,307.52,9121,7546,17757,3738,168,1699,17
2155,2020-03-30 19:00:00,317.07,8450,7937,18672,3738,133,1898,17
2156,2020-03-30 20:00:00,313.66,8783,7757,19007,3737,133,1811,14
2157,2020-03-30 21:00:00,293.58,10278,6952,18540,3737,125,1743,13
2158,2020-03-30 22:00:00,273.5,11770,6156,18043,3738,125,1704,18
2159,2020-03-30 23:00:00,262.53,13419,6102,17358,3737,152,1386,22
2160,2020-03-31 00:00:00,264.61,13613,6173,17490,3738,120,1074,19
2161,2020-03-31 01:00:00,289.97,12217,6949,18440,3737,99,322,22
2162,2020-03-31 02:00:00,302.02,11510,7326,18783,3737,99,7,18
2163,2020-03-31 03:00:00,307.12,10539,7203,18291,3737,99,6,16
2164,2020-03-31 04:00:00,322.94,8923,7501,17819,3738,99,6,22
2165,2020-03-31 05:00:00,331.94,7974,7683,16504,3739,99,6,24
2166,2020-03-31 06:00:00,346.42,6674,7902,15675,3740,99,6,28
2167,2020-03-31 07:00:00,348.38,6142,7663,15217,3740,122,6,18
2168,2020-03-31 08:00:00,333.52,6670,6964,14611,3739,99,6,15
2169,2020-03-31 09:00:00,318.55,7356,6436,14047,3737,97,6,10
2170,2020-03-31 10:00:00,295.19,8573,5657,13790,3738,98,6,13
2171,2020-03-31 11:00:00,289.85,8732,5145,15251,3738,98,6,12
2172,2020-03-31 12:00:00,289.44,8872,4922,16888,3738,98,6,12
2173,2020-03-31 13:00:00,301.65,8298,5255,18361,3738,100,22,14
2174,2020-03-31 14:00:00,320.81,6412,5947,19406,3739,159,817,13
2175,2020-03-31 15:00:00,323.43,4964,5983,20338,3739,167,2143,11
2176,2020-03-31 16:00:00,307.67,5901,5529,20122,3739,194,2380,10
2177,2020-03-31 17:00:00,308.72,6080,5696,20288,3738,214,2331,11
2178,2020-03-31 18:00:00,328.67,4759,6329,21186,3738,186,2299,16
2179,2020-03-31 19:00:00,354.48,3485,7668,21527,3738,132,2369,15
2180,2020-03-31 20:00:00,365.37,2909,8209,21631,3738,133,2370,17
2181,2020-03-31 21:00:00,367.67,2993,8536,21707,3738,126,2399,18
2182,2020-03-31 22:00:00,371.67,3245,9098,21450,3739,126,2309,18
2183,2020-03-31 23:00:00,365.26,3727,8795,21462,3739,126,2202,18
2184,2020-04-01 00:00:00,356.41,4656,8049,21643,3739,99,1460,23
2185,2020-04-01 01:00:00,341.13,5998,6745,21974,3739,98,320,20
2186,2020-04-01 02:00:00,309.2,8728,5790,20903,3738,98,0,14
2187,2020-04-01 03:00:00,269.76,11657,4903,17663,3737,98,0,16
2188,2020-04-01 04:00:00,238.85,13948,4750,13481,3738,98,0,13
2189,2020-04-01 05:00:00,220.82,14515,4526,10771,3739,98,0,15
2190,2020-04-01 06:00:00,199.69,15377,4295,8360,3739,98,0,17
2191,2020-04-01 07:00:00,196.97,14739,4061,7901,3739,98,0,14
2192,2020-04-01 08:00:00,193.81,14548,3943,7522,3739,98,0,14
2193,2020-04-01 09:00:00,192.09,14485,3838,7498,3739,98,0,15
2194,2020-04-01 10:00:00,192.49,14612,3839,7696,3739,98,0,17
2195,2020-04-01 11:00:00,194.41,14943,3814,8476,3740,98,0,15
2196,2020-04-01 12:00:00,206.44,15146,4235,9587,3740,98,0,18
2197,2020-04-01 13:00:00,213.66,15368,4560,10286,3741,98,8,17
2198,2020-04-01 14:00:00,219.35,14956,4538,11335,3740,132,170,17
2199,2020-04-01 15:00:00,219.56,15103,4589,11679,3740,140,339,15
2200,2020-04-01 16:00:00,215.17,15903,4803,11221,3740,145,472,14
2201,2020-04-01 17:00:00,217.97,16074,5036,11419,3740,226,474,16
2202,2020-04-01 18:00:00,226.75,15751,5428,11918,3740,208,618,15
2203,2020-04-01 19:00:00,225.44,15760,5174,12644,3740,207,698,19
2204,2020-04-01 20:00:00,228.55,15765,5214,13183,3740,150,660,21
2205,2020-04-01 21:00:00,237.86,15535,5642,13554,3740,123,541,17
2206,2020-04-01 22:00:00,233.73,15994,5438,13765,3739,123,438,17
2207,2020-04-01 23:00:00,224.73,16877,5219,13478,3739,166,390,18
2208,2020-04-02 00:00:00,218.03,17566,5177,12783,3739,123,387,22
2209,2020-04-02 01:00:00,215.41,17576,4930,12584,3739,123,91,20
2210,2020-04-02 02:00:00,219.76,17526,5084,12963,3739,123,0,17
2211,2020-04-02 03:00:00,210.86,17679,4891,11623,3739,123,0,18
2212,2020-04-02 04:00:00,203.85,17410,4843,9812,3739,97,0,20
2213,2020-04-02 05:00:00,201.02,16846,5111,7664,3740,97,0,15
2214,2020-04-02 06:00:00,192.7,16371,4743,6751,3745,97,0,19
2215,2020-04-02 07:00:00,186.31,15816,4284,6526,3746,97,0,16
2216,2020-04-02 08:00:00,185.33,15308,4043,6590,3742,97,0,21
2217,2020-04-02 09:00:00,186.5,14901,3963,6618,3740,97,0,19
2218,2020-04-02 10:00:00,193.92,14650,4225,6738,3740,97,0,18
2219,2020-04-02 11:00:00,206.02,14607,4654,7383,3740,97,0,30
2220,2020-04-02 12:00:00,217.49,14523,4720,9304,3741,97,0,38
2221,2020-04-02 13:00:00,220.64,14967,4793,10407,3741,97,4,30
2222,2020-04-02 14:00:00,229.61,14479,5008,11625,3740,132,362,24
2223,2020-04-02 15:00:00,246.8,12747,5396,13129,3740,139,1176,21
2224,2020-04-02 16:00:00,242.64,12497,4968,14357,3740,181,1736,19
2225,2020-04-02 17:00:00,249.31,12229,5056,15592,3740,164,1804,25
2226,2020-04-02 18:00:00,267.94,11035,5761,16486,3740,165,1950,27
2227,2020-04-02 19:00:00,292.03,9775,6930,16979,3740,131,2022,30
2228,2020-04-02 20:00:00,299.7,9669,7712,16285,3740,132,2150,29
2229,2020-04-02 21:00:00,291.81,10129,7335,16324,3740,124,2168,19
2230,2020-04-02 22:00:00,280.77,10656,6678,16614,3740,124,2180,21
2231,2020-04-02 23:00:00,266.34,11545,6014,16529,3740,124,2199,24
2232,2020-04-03 00:00:00,254.17,12997,5667,16098,3740,123,1783,23
2233,2020-04-03 01:00:00,259.31,13633,5642,16531,3740,123,478,20
2234,2020-04-03 02:00:00,255.21,14787,5757,16080,3740,122,2,25
2235,2020-04-03 03:00:00,237.8,15961,5478,13969,3740,122,0,20
2236,2020-04-03 04:00:00,217.1,17088,5171,11299,3739,97,0,21
2237,2020-04-03 05:00:00,205,17124,4940,9385,3740,96,0,18
2238,2020-04-03 06:00:00,194.14,16953,4648,7904,3740,64,0,25
2239,2020-04-03 07:00:00,195.46,16099,4396,8002,3741,59,0,29
2240,2020-04-03 08:00:00,201.28,15257,4411,8073,3741,59,0,25
2241,2020-04-03 09:00:00,213.01,14048,4413,8802,3741,59,0,17
2242,2020-04-03 10:00:00,227.3,13437,4852,9307,3741,59,0,15
2243,2020-04-03 11:00:00,243.21,12877,5363,10084,3741,59,0,18
2244,2020-04-03 12:00:00,239.76,13705,5346,10898,3741,95,0,15
2245,2020-04-03 13:00:00,239.45,14213,5400,11543,3741,96,8,18
2246,2020-04-03 14:00:00,251.42,13975,6192,11848,3741,131,283,13
2247,2020-04-03 15:00:00,245.61,14762,6146,12335,3741,139,491,11
2248,2020-04-03 16:00:00,241.59,15622,6140,12808,3740,209,428,12
2249,2020-04-03 17:00:00,241.87,15710,6073,13668,3740,211,611,16
2250,2020-04-03 18:00:00,239.66,15549,5816,14488,3740,211,1030,17
2251,2020-04-03 19:00:00,251,15129,6246,15311,3740,150,933,21
2252,2020-04-03 20:00:00,256.53,14229,6452,15793,3739,132,1572,19
2253,2020-04-03 21:00:00,267.57,12745,6617,16665,3740,151,1940,16
2254,2020-04-03 22:00:00,273.79,11828,6522,17343,3740,171,1956,17
2255,2020-04-03 23:00:00,295.73,10388,7212,18126,3741,172,1592,19
2256,2020-04-04 00:00:00,320.98,9606,8353,18344,3742,143,757,28
2257,2020-04-04 01:00:00,338.83,9081,9166,18504,3741,122,173,31
2258,2020-04-04 02:00:00,342.9,8936,9297,18709,3741,122,1,18
2259,2020-04-04 03:00:00,341.32,8749,9043,17965,3742,122,0,16
2260,2020-04-04 04:00:00,326.46,9180,8094,16896,3742,95,0,19
2261,2020-04-04 05:00:00,315.92,9247,7370,15828,3742,95,0,18
2262,2020-04-04 06:00:00,319.14,8673,7281,15057,3742,59,0,20
2263,2020-04-04 07:00:00,309.93,8664,6626,14595,3742,59,0,16
2264,2020-04-04 08:00:00,309.76,8276,6360,14516,3743,59,0,13
2265,2020-04-04 09:00:00,319.38,7459,6460,14762,3744,59,0,13
2266,2020-04-04 10:00:00,324.89,6955,6446,15223,3743,59,0,13
2267,2020-04-04 11:00:00,310.92,7765,6007,15166,3744,59,0,12
2268,2020-04-04 12:00:00,292.12,8940,5349,15621,3744,59,0,12
2269,2020-04-04 13:00:00,285.82,9499,5181,16059,3744,94,3,15
2270,2020-04-04 14:00:00,304.13,8456,5682,17685,3744,102,57,13
2271,2020-04-04 15:00:00,341.53,6717,7509,19033,3744,180,156,14
2272,2020-04-04 16:00:00,369.95,5379,9162,19902,3745,229,317,14
2273,2020-04-04 17:00:00,393.72,3755,10308,20977,3745,252,586,26
2274,2020-04-04 18:00:00,392.06,3607,10144,21403,3745,179,792,15
2275,2020-04-04 19:00:00,384.51,3796,9724,21436,3745,181,973,16
2276,2020-04-04 20:00:00,377.58,4057,9316,20943,3745,181,1041,17
2277,2020-04-04 21:00:00,371.59,4021,8926,20495,3745,171,1318,23
2278,2020-04-04 22:00:00,367.38,4057,8526,20455,3745,171,1297,22
2279,2020-04-04 23:00:00,373.92,4223,8933,20387,3745,143,908,17
2280,2020-04-05 00:00:00,382.97,4299,9418,20296,3746,135,413,16
2281,2020-04-05 01:00:00,382.93,4494,9324,20655,3746,130,123,18
2282,2020-04-05 02:00:00,381.19,4929,9451,20492,3746,122,1,15
2283,2020-04-05 03:00:00,373.75,5305,9057,19456,3746,121,0,13
2284,2020-04-05 04:00:00,370.76,4980,8398,18966,3746,60,0,15
2285,2020-04-05 05:00:00,364.25,4716,7565,18480,3744,58,0,12
2286,2020-04-05 06:00:00,360.75,4351,6941,18008,3743,58,0,14
2287,2020-04-05 07:00:00,360.29,3982,6582,17620,3744,59,0,14
2288,2020-04-05 08:00:00,359.75,3833,6417,17181,3744,59,0,12
2289,2020-04-05 09:00:00,344.79,4319,5710,16926,3744,59,0,12
2290,2020-04-05 10:00:00,342.93,4344,5593,16938,3744,59,0,11
2291,2020-04-05 11:00:00,342.92,4455,5698,16923,3746,73,0,11
2292,2020-04-05 12:00:00,341.62,4667,5784,17140,3747,101,0,11
2293,2020-04-05 13:00:00,349.27,4419,6141,17573,3747,105,2,13
2294,2020-04-05 14:00:00,351.63,4451,6466,18097,3747,149,115,12
2295,2020-04-05 15:00:00,357.95,4415,7128,18522,3747,184,290,11
2296,2020-04-05 16:00:00,370.93,3948,8172,18512,3747,229,607,11
2297,2020-04-05 17:00:00,366.73,3868,8117,18612,3747,252,1010,11
2298,2020-04-05 18:00:00,357.67,4115,7788,18473,3746,214,1329,11
2299,2020-04-05 19:00:00,341.95,4540,6899,18499,3746,179,1495,12
2300,2020-04-05 20:00:00,316.1,5646,5807,17905,3746,178,1649,13
2301,2020-04-05 21:00:00,296.25,7447,5528,16782,3747,170,1481,15
2302,2020-04-05 22:00:00,281.83,8744,5361,15879,3747,170,1416,13
2303,2020-04-05 23:00:00,271.73,10172,5336,15331,3747,168,1064,16
2304,2020-04-06 00:00:00,261.65,11570,5331,14622,3747,139,774,18
2305,2020-04-06 01:00:00,263.23,12089,5324,15072,3747,122,217,12
2306,2020-04-06 02:00:00,262.12,12601,5322,15427,3747,122,1,11
2307,2020-04-06 03:00:00,249.2,13821,5462,13290,3747,86,0,12
2308,2020-04-06 04:00:00,235.9,14638,5497,10934,3747,60,0,12
2309,2020-04-06 05:00:00,228.41,14435,5317,9435,3748,59,0,12
2310,2020-04-06 06:00:00,230.68,13180,5037,8958,3747,59,0,12
2311,2020-04-06 07:00:00,233.51,12294,4840,8847,3748,59,0,12
2312,2020-04-06 08:00:00,236.28,11700,4729,8848,3747,59,0,12
2313,2020-04-06 09:00:00,236.1,11523,4640,8889,3747,87,0,14
2314,2020-04-06 10:00:00,233.93,11843,4648,8982,3747,106,0,13
2315,2020-04-06 11:00:00,243.13,11815,4981,9698,3747,106,0,13
2316,2020-04-06 12:00:00,264.98,10819,5222,12285,3747,78,0,17
2317,2020-04-06 13:00:00,281.27,10114,5610,13939,3747,94,3,12
2318,2020-04-06 14:00:00,298.61,8903,5852,15856,3747,102,89,9
2319,2020-04-06 15:00:00,317.8,8027,6728,16963,3747,165,214,6
2320,2020-04-06 16:00:00,313.08,8208,6756,17067,3747,228,572,9
2321,2020-04-06 17:00:00,311.29,8427,6909,17509,3747,253,842,9
2322,2020-04-06 18:00:00,324.95,7810,7612,18262,3747,176,996,8
2323,2020-04-06 19:00:00,326.08,7665,7685,18592,3747,177,1148,8
2324,2020-04-06 20:00:00,328.68,7510,7825,18791,3747,150,1234,13
2325,2020-04-06 21:00:00,326.05,7679,7703,18931,3746,123,1268,15
2326,2020-04-06 22:00:00,331.23,7517,7961,19003,3746,122,1159,19
2327,2020-04-06 23:00:00,343.4,7446,8771,18730,3746,123,795,27
2328,2020-04-07 00:00:00,347.53,7546,8845,18918,3746,123,321,23
2329,2020-04-07 01:00:00,346.24,7815,8758,18841,3745,121,90,18
2330,2020-04-07 02:00:00,331.94,9089,8395,18437,3745,121,0,20
2331,2020-04-07 03:00:00,304.79,11020,7631,16438,3746,161,0,15
2332,2020-04-07 04:00:00,286.01,11785,6797,14841,3746,104,0,12
2333,2020-04-07 05:00:00,266.15,12493,6152,12522,3746,76,0,12
2334,2020-04-07 06:00:00,259.62,12458,6004,10996,3746,58,0,12
2335,2020-04-07 07:00:00,249.82,12417,5600,9913,3746,57,0,11
2336,2020-04-07 08:00:00,244.28,12522,5486,9181,3746,58,0,14
2337,2020-04-07 09:00:00,244.55,12387,5505,8919,3746,57,0,9
2338,2020-04-07 10:00:00,245.63,12310,5453,9243,3746,57,0,10
2339,2020-04-07 11:00:00,255.7,11948,5608,10464,3746,58,0,11
2340,2020-04-07 12:00:00,265.65,11578,5650,12376,3746,65,0,12
2341,2020-04-07 13:00:00,281.26,10489,5698,14561,3746,58,12,12
2342,2020-04-07 14:00:00,299.31,8602,5683,17173,3746,128,338,12
2343,2020-04-07 15:00:00,327.39,6306,6505,19627,3746,184,925,14
2344,2020-04-07 16:00:00,341.26,5464,7229,20949,3746,184,1249,13
2345,2020-04-07 17:00:00,352.61,4955,8339,21772,3741,182,1842,18
2346,2020-04-07 18:00:00,373.24,3978,9743,23446,3736,129,2059,17
2347,2020-04-07 19:00:00,370.34,4351,10004,24646,3736,128,2299,19
2348,2020-04-07 20:00:00,356.1,6086,9913,24665,3735,129,2263,11
2349,2020-04-07 21:00:00,349.36,7116,10011,24855,3735,121,2275,17
2350,2020-04-07 22:00:00,353.24,7338,10524,25195,3735,122,2130,18
2351,2020-04-07 23:00:00,360.38,7051,10918,25798,3735,122,1898,17
2352,2020-04-08 00:00:00,368.24,6717,11109,25985,3735,150,1351,19
2353,2020-04-08 01:00:00,382.68,6012,11322,25826,3735,168,401,17
2354,2020-04-08 02:00:00,377.74,6837,11118,25298,3734,166,2,12
2355,2020-04-08 03:00:00,348.21,8713,9406,23173,3734,138,0,17
2356,2020-04-08 04:00:00,317.15,10101,7428,21049,3734,59,0,18
2357,2020-04-08 05:00:00,285.81,11692,6159,17830,3733,57,0,11
2358,2020-04-08 06:00:00,264.96,12372,5309,15715,3733,57,0,11
2359,2020-04-08 07:00:00,244.14,13662,5108,12893,3734,58,0,11
2360,2020-04-08 08:00:00,242.39,13386,5062,12060,3733,57,0,13
2361,2020-04-08 09:00:00,251.4,12535,5301,11843,3733,57,0,11
2362,2020-04-08 10:00:00,262.91,11511,5353,12685,3733,58,0,12
2363,2020-04-08 11:00:00,275.97,10576,5419,14229,3733,58,0,13
2364,2020-04-08 12:00:00,285.1,10039,5459,15864,3733,58,0,13
2365,2020-04-08 13:00:00,290.28,9734,5465,17150,3733,58,36,8
2366,2020-04-08 14:00:00,296.39,8494,5457,18723,3733,128,836,5
2367,2020-04-08 15:00:00,326.73,5500,6489,21025,3733,187,1980,14
2368,2020-04-08 16:00:00,353.64,4245,8105,22349,3737,159,2211,8
2369,2020-04-08 17:00:00,372.37,3521,9435,23818,3738,139,2275,6
2370,2020-04-08 18:00:00,374.19,4174,10304,25029,3734,139,2302,9
2371,2020-04-08 19:00:00,378.94,4714,11393,26212,3732,128,2271,12
2372,2020-04-08 20:00:00,376.72,5159,11634,28071,3750,129,2304,11
2373,2020-04-08 21:00:00,371.37,5960,11661,29333,3757,169,2218,18
2374,2020-04-08 22:00:00,372.14,6103,11867,30481,3756,149,2196,21
2375,2020-04-08 23:00:00,376.71,5503,11799,31005,3755,144,2062,20
2376,2020-04-09 00:00:00,381.72,5326,11743,30495,3754,168,1461,16
2377,2020-04-09 01:00:00,394.09,4820,11659,30110,3754,158,256,7
2378,2020-04-09 02:00:00,393.96,5335,11765,28627,3753,105,1,7
2379,2020-04-09 03:00:00,392.67,5496,11581,26005,3753,87,0,7
