UTC time,avg_wind_production_forecast,avg_solar_production_forecast,avg_nat_gas_production_forecast,avg_coal_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_other_production_forecast
2021-08-17 09:00:00,6706.05824,0,23533.54023,9786.66701,4879.0944,5.15342,26.92947
2021-08-17 10:00:00,6186.67388,0,22795.42457,9244.38851,4883.94426,16.63044,26.48567
2021-08-17 11:00:00,5824.76646,0,22177.20383,8930.57476,4886.68461,25.82537,23.4291
2021-08-17 12:00:00,5675.29911,235.37255,21407.76184,8656.79255,4889.945,36.0429,20.2426
2021-08-17 13:00:00,5588.28038,775.87708,21322.22438,8751.55851,4894.34827,44.86127,52.40848
2021-08-17 14:00:00,5248.75043,1373.32695,22215.08557,9032.41642,4895.98726,70.97666,35.12521
2021-08-17 15:00:00,5045.78777,2122.2565,24244.61233,9376.56271,4886.38338,89.50374,26.63807
2021-08-17 16:00:00,4887.06194,2714.2546,26347.41365,9776.32113,4886.93707,110.97254,34.52721
2021-08-17 17:00:00,4774.5423,3376.26039,28461.60688,10501.95531,4857.60723,122.31834,16.64321
2021-08-17 18:00:00,4908.0963,3855.80167,30218.43992,11112.3675,4834.16116,133.95584,14.65492
2021-08-17 19:00:00,4928.87524,4223.90295,32003.53934,11892.88554,4817.89713,144.80965,37.22511
2021-08-17 20:00:00,5023.55061,4284.42411,33237.50057,12600.53755,4817.34067,141.06262,13.44527
2021-08-17 21:00:00,5512.18004,3986.00882,34311.34908,13152.12988,4823.66487,148.71736,23.82892
2021-08-17 22:00:00,6030.33672,3250.3071,34691.90553,13496.01729,4822.84406,144.67941,13.80695
2021-08-17 23:00:00,6441.23112,2437.97424,34163.19355,13654.35439,4823.1979,146.28351,25.27616
2021-08-18 00:00:00,9794.49969,1684.2489,35553.21543,14804.74171,4732.56555,144.8828,48.38092
2021-08-18 01:00:00,9662.24171,1025.86914,34412.76889,14837.30326,4731.11328,117.4561,44.78917
2021-08-18 02:00:00,9553.53746,446.79565,32599.10315,14677.18267,4728.24886,99.4517,37.70803
2021-08-18 03:00:00,9564.24256,77.79722,30624.08168,14219.7438,4733.98449,86.09592,40.26303
2021-08-18 04:00:00,9625.28205,202.2674,28742.32398,13675.00968,4738.08561,62.05678,43.5541
2021-08-18 05:00:00,9672.22433,382.63393,26522.48294,13130.69792,4744.18419,50.07285,42.56309
2021-08-18 06:00:00,9781.42085,155.66039,24179.47073,12613.34608,4755.6411,37.7143,41.27845
2021-08-18 07:00:00,9917.22685,0,22218.34164,11890.70004,4763.01419,30.12009,36.10587
2021-08-18 08:00:00,9853.44474,0,20843.5186,11084.69615,4773.44598,11.78732,29.53583
2021-08-18 09:00:00,9710.88038,0,19455.37712,10547.20962,4783.8361,10.18948,26.92947
2021-08-18 10:00:00,9561.89401,0,18709.39095,10051.49321,4788.78673,22.26643,26.48567
2021-08-18 11:00:00,9528.20639,0,18203.85792,9858.81389,4791.60733,31.92619,23.4291
2021-08-18 12:00:00,9568.63778,209.51039,17736.583,9751.72562,4794.90322,43.16776,20.2426
2021-08-18 13:00:00,9687.18002,699.06234,18007.61119,9993.84152,4799.25016,51.94381,52.40848
2021-08-18 14:00:00,9570.90869,1242.75121,19205.96041,10432.64854,4801.14825,78.37499,35.12521
2021-08-18 15:00:00,9444.76952,1917.06716,21455.78815,10878.62878,4792.19666,96.66292,26.63807
2021-08-18 16:00:00,9444.54528,2448.73435,23791.44752,11230.24016,4792.76022,117.67758,34.52721
2021-08-18 17:00:00,9381.06635,3050.93347,26108.7659,11809.62662,4765.11752,128.7419,16.64321
2021-08-18 18:00:00,9483.60005,3479.65868,28151.10064,12231.37759,4743.15799,139.70916,14.65492
2021-08-18 19:00:00,9551.23536,3817.72676,30202.02979,12790.61392,4727.87603,149.95963,37.22511
2021-08-18 20:00:00,9570.90206,3883.904,31675.17807,13315.83778,4727.58283,144.71274,13.44527
2021-08-18 21:00:00,9588.17909,3622.03855,32885.03745,13733.54539,4733.97354,150.19044,23.82892
2021-08-18 22:00:00,9684.50773,2962.57536,33330.95469,13911.36259,4733.39408,144.26383,13.80695
2021-08-18 23:00:00,9612.51037,2225.03181,32883.80309,13942.15328,4733.93727,144.32648,25.27616
2021-08-16 00:00:00,3679.15618,3556.10452,34644.76029,12223.4747,4956.35693,150.02547,58.28645
2021-08-16 01:00:00,4856.717,2021.97521,33065.66139,11991.64224,4943.21041,129.22253,86.4505
2021-08-16 02:00:00,5729.835,619.67222,30870.95467,11375.7519,4940.99566,113.44621,0
2021-08-16 03:00:00,5887.94551,0,28922.12597,10995.48551,4948.28495,90.43515,31.29936
2021-08-16 04:00:00,6477.07091,0,27233.63868,10350.08421,4930.92774,67.72605,40.10655
2021-08-16 05:00:00,6809.23214,0,25358.80842,10011.52832,4946.36494,36.98904,35.96095
2021-08-16 06:00:00,6489.70791,0,23770.12877,9008.8242,4934.34107,22.70175,24.86472
2021-08-16 07:00:00,6350.24641,0,22550.16663,8515.31154,4920.3296,27.20926,45.8787
2021-08-16 08:00:00,5924.30012,0,21643.83847,8083.61601,4909.92867,23.54829,44.82473
2021-08-16 09:00:00,5316.2504,0,21529.99858,7937.06975,4907.23693,24.53957,53.74195
2021-08-16 10:00:00,4747.89698,0,22113.16249,8175.424,4940.29599,18.65888,0
2021-08-16 11:00:00,4022.70684,0,22606.85946,8394.74121,4914.53023,28.57652,10.97337
2021-08-16 12:00:00,3593.54392,12.72483,23768.54832,8957.64694,4928.56933,37.81663,59.84943
2021-08-16 13:00:00,3433.43815,449.12056,24877.50702,9362.79158,4930.13101,41.82951,45.1979
2021-08-16 14:00:00,2370.03148,1633.30524,26594.45969,9801.52704,4934.37733,40.11468,78.21786
2021-08-16 15:00:00,1907.40036,3287.39722,28893.52792,10199.15397,4929.49306,64.91673,75.66352
2021-08-16 16:00:00,1511.92249,4336.13804,31665.26277,10714.25716,4923.47195,106.28182,87.2132
2021-08-16 17:00:00,1514.24159,4707.71111,33933.44016,11237.25833,4928.14742,122.0308,104.06999
2021-08-16 18:00:00,1302.14053,4771.58263,36423.53503,11564.74779,4925.32498,157.9484,109.39763
2021-08-16 19:00:00,1844.27356,4825.54456,38221.97021,11714.02365,4924.24276,170.50237,110.09813
2021-08-16 20:00:00,2293.64106,4672.46001,39395.70999,12105.89741,4922.26365,170.75642,69.13368
2021-08-16 21:00:00,2620.06678,4644.40766,40047.91038,12200.40097,4931.50242,164.38363,97.65435
2021-08-16 22:00:00,3659.51104,4409.94977,39461.8956,12161.06121,4926.41754,152.0144,92.75952
2021-08-16 23:00:00,4639.00996,4142.8689,38109.10368,12062.62374,4915.88498,152.84657,88.81793
2021-08-17 00:00:00,8196.29405,2555.94478,39445.84886,13140.19486,4874.97137,167.16716,48.38092
2021-08-17 01:00:00,8069.48746,1703.16721,37947.69027,13116.51284,4873.44488,138.46728,44.78917
2021-08-17 02:00:00,8001.5556,897.80573,35747.72308,12892.58257,4870.47351,118.12257,37.70803
2021-08-17 03:00:00,7954.77321,320.57625,33543.4212,12443.60928,4876.24109,101.94288,40.26303
2021-08-17 04:00:00,7750.01365,364.33974,31661.89423,11868.48508,4879.86691,72.83526,43.5541
2021-08-17 05:00:00,7577.92734,529.18218,29559.77642,11300.00228,4885.91241,58.14247,42.56309
2021-08-17 06:00:00,7446.52783,164.23559,27321.47471,10763.89089,4897.65589,42.8412,41.27845
2021-08-17 07:00:00,7220.07944,0,25610.82941,10073.11812,4905.15567,33.88885,36.10587
2021-08-17 08:00:00,6671.99445,0,24586.44491,9328.2066,4916.01754,10.42322,29.53583
2021-08-17 09:00:00,6088.3523,0,23459.56773,8844.81812,4926.67571,6.4175,26.92947
2021-08-17 10:00:00,5616.46618,0,22988.91273,8443.33025,4931.47526,18.13781,26.48567
2021-08-17 11:00:00,5296.72036,0,22722.36343,8278.3749,4934.17533,26.95233,23.4291
2021-08-17 12:00:00,5175.78446,251.75315,22332.01858,8193.83695,4937.41798,36.30289,20.2426
2021-08-17 13:00:00,5109.63059,827.36152,22648.56686,8429.04765,4941.84949,45.42309,52.40848
2021-08-17 14:00:00,4787.68285,1496.21084,23943.02783,8859.20526,4943.35917,71.83361,35.12521
2021-08-17 15:00:00,4588.50805,2375.95458,26398.73497,9319.5993,4933.42921,90.75023,26.63807
2021-08-17 16:00:00,4411.43805,3076.61075,28871.03248,9726.91542,4933.97796,113.14734,34.52721
2021-08-17 17:00:00,4279.37843,3904.25957,31255.84871,10364.89021,4903.80571,124.87789,16.64321
2021-08-17 18:00:00,4388.60878,4614.01404,33157.58697,10875.3186,4879.61691,138.1719,14.65492
2021-08-17 19:00:00,4397.05888,5169.94167,35010.07753,11473.58107,4862.86216,150.65727,37.22511
2021-08-17 20:00:00,4464.97217,5264.68514,36197.47896,12006.54365,4862.17453,148.15523,13.44527
2021-08-17 21:00:00,4932.02919,4929.8298,37076.84289,12424.2702,4868.46555,159.67965,23.82892
2021-08-17 22:00:00,5427.19306,4103.80953,37180.98522,12639.09363,4867.52406,157.84889,13.80695
2021-08-17 23:00:00,5833.09117,3187.53723,36292.72407,12707.25047,4867.78331,162.14175,25.27616
2021-08-18 00:00:00,9460.46361,2359.48172,38274.31536,13984.39278,4818.13987,170.9574,48.38092
2021-08-18 01:00:00,9327.70207,1563.86951,36870.08675,13928.7105,4816.64285,141.74721,44.78917
2021-08-18 02:00:00,9226.59011,815.53628,34772.66703,13673.74468,4813.71423,120.93975,37.70803
2021-08-18 03:00:00,9207.03619,282.42254,32625.80927,13166.70716,4819.469,104.31358,40.26303
2021-08-18 04:00:00,9156.16707,333.65315,30735.28989,12539.65076,4823.28463,74.4679,43.5541
2021-08-18 05:00:00,9105.41869,490.93009,28593.2398,11929.61112,4829.35127,59.40701,42.56309
2021-08-18 06:00:00,9110.7049,157.14323,26323.0955,11360.24921,4840.98025,43.77372,41.27845
2021-08-18 07:00:00,9096.16584,0,24540.56575,10612.6765,4848.42957,34.66428,36.10587
2021-08-18 08:00:00,8833.68859,0,23418.49626,9805.88401,4859.11984,10.54895,29.53583
2021-08-18 09:00:00,8509.37307,0,22223.67998,9280.17183,4869.67091,6.36516,26.92947
2021-08-18 10:00:00,8222.98714,0,21683.74479,8839.29297,4874.5308,18.25659,26.48567
2021-08-18 11:00:00,8067.26033,0,21361.19917,8674.95223,4877.27902,27.15221,23.4291
2021-08-18 12:00:00,8037.12604,235.13836,20963.95139,8615.15994,4880.54297,36.53427,20.2426
2021-08-18 13:00:00,8078.00125,777.61869,21281.71529,8903.27736,4884.94068,45.8237,52.40848
2021-08-18 14:00:00,7876.81294,1406.72944,22559.69258,9401.6732,4886.60529,72.51172,35.12521
2021-08-18 15:00:00,7720.63434,2226.90409,24963.54918,9929.86626,4877.06576,91.64839,26.63807
2021-08-18 16:00:00,7656.94644,2878.99202,27401.78053,10376.68421,4877.62068,114.37209,34.52721
2021-08-18 17:00:00,7571.88615,3650.42844,29769.53483,11052.37947,4848.45765,126.26393,16.64321
2021-08-18 18:00:00,7682.994,4299.96268,31712.83485,11576.79297,4825.15865,139.88904,14.65492
2021-08-18 19:00:00,7730.38476,4813.09026,33620.63535,12192.14447,4808.99184,152.67415,37.22511
2021-08-18 20:00:00,7775.5663,4906.20342,34886.77946,12743.25269,4808.4613,150.29686,13.44527
2021-08-18 21:00:00,7971.08694,4596.67939,35853.81791,13172.29685,4814.79213,162.39776,23.82892
2021-08-18 22:00:00,8226.77864,3825.49006,36047.81509,13370.13088,4813.99524,160.82616,13.80695
2021-08-18 23:00:00,8339.48005,2965.1426,35278.97875,13403.7729,4814.36792,165.42854,25.27616
2021-08-19 00:00:00,11595.80035,2104.03401,36627.80802,14469.01329,4722.03593,167.739,48.38092
2021-08-19 01:00:00,11610.84029,1343.22898,35073.17146,14346.1059,4720.58921,137.7067,44.78917
2021-08-19 02:00:00,11661.8766,651.20476,32794.28567,14059.56428,4717.73266,117.37263,37.70803
2021-08-19 03:00:00,11851.78993,183.78525,30358.6586,13502.44961,4723.46598,101.70986,40.26303
2021-08-19 04:00:00,12022.82205,276.46334,28023.11603,12882.57486,4727.60196,73.70648,43.5541
2021-08-19 05:00:00,12136.52325,456.65336,25426.31492,12277.36508,4733.70456,60.00499,42.56309
2021-08-19 06:00:00,12347.03209,163.19404,22815.39071,11732.75303,4745.14034,45.85135,41.27845
2021-08-19 07:00:00,12571.88028,0,20700.82544,11035.29816,4752.50401,37.37862,36.10587
2021-08-19 08:00:00,12558.03982,0,19321.0361,10295.10635,4762.90401,15.20106,29.53583
2021-08-19 09:00:00,12425.84751,0,18039.01828,9847.07391,4773.27438,12.52823,26.92947
2021-08-19 10:00:00,12181.74924,0,17519.18191,9486.39356,4778.23627,25.4741,26.48567
2021-08-19 11:00:00,11981.96143,0,17349.15823,9481.88925,4781.06566,35.27765,23.4291
2021-08-19 12:00:00,11823.44954,234.53357,17301.45781,9639.09957,4784.36556,46.37794,20.2426
2021-08-19 13:00:00,11645.89193,774.58791,18026.99188,10113.62817,4788.70618,55.84427,52.40848
2021-08-19 14:00:00,11191.23241,1386.1575,19660.44033,10811.93128,4790.63313,83.40235,35.12521
2021-08-19 15:00:00,10781.78761,2168.15648,22335.19966,11474.61244,4781.75376,102.52519,26.63807
2021-08-19 16:00:00,10506.33036,2788.11877,25051.23235,11875.27733,4782.31856,124.97775,34.52721
2021-08-19 17:00:00,10197.38782,3502.45161,27655.88668,12381.42171,4754.86273,136.6846,16.64321
2021-08-19 18:00:00,10050.73275,4064.45628,29907.16076,12689.09851,4733.06816,149.51311,14.65492
2021-08-19 19:00:00,9813.26745,4503.28185,32094.61125,13034.641,4717.89515,161.53672,37.22511
2021-08-19 20:00:00,9680.85223,4580.04375,33601.03259,13357.57353,4717.63096,156.9902,13.44527
2021-08-19 21:00:00,9691.88904,4277.1694,34686.98826,13617.73194,4724.02908,166.02667,23.82892
2021-08-19 22:00:00,9841.95746,3526.08855,34918.80374,13613.92924,4723.47647,161.70889,13.80695
2021-08-19 23:00:00,9874.91465,2692.15417,34195.51777,13494.13839,4724.04065,163.96322,25.27616
2021-08-17 00:00:00,7992.76383,2142.16366,37940.0274,11401.13111,4964.003,141.39098,58.28645
2021-08-17 01:00:00,8750.54229,757.50536,36184.31913,11289.09721,4974.42245,114.01119,86.4505
2021-08-17 02:00:00,9292.00426,0,33682.16902,10705.09348,4969.85252,106.64122,0
2021-08-17 03:00:00,9107.4939,0,31244.43372,10249.1799,4958.37493,82.21964,31.29936
2021-08-17 04:00:00,9252.11689,0,28871.38722,9636.83759,4948.49374,64.06507,40.10655
2021-08-17 05:00:00,9361.75525,0,26772.51395,9189.6541,4944.82471,41.97723,35.96095
2021-08-17 06:00:00,8841.09909,0,24517.98668,8374.04593,4941.39703,23.84899,24.86472
2021-08-17 07:00:00,8314.21068,0,23167.45007,7824.98219,4940.69428,31.50562,45.8787
2021-08-17 08:00:00,7684.47942,18.00642,22333.49953,7434.96242,4936.95642,23.10867,44.82473
2021-08-17 09:00:00,6795.67894,0,22157.01417,7399.35274,4936.41755,23.51767,53.74195
2021-08-17 10:00:00,6292.24078,0,22425.83464,7744.50128,4945.95106,20.33661,0
2021-08-17 11:00:00,5436.27209,0,23131.38527,8081.85498,4939.96729,32.31075,10.97337
2021-08-17 12:00:00,4875.90537,22.25387,23851.15272,8757.32852,4960.97392,35.98415,59.84943
2021-08-17 13:00:00,4463.81448,425.97742,24968.73178,9193.71289,4959.84325,41.66338,45.1979
2021-08-17 14:00:00,3515.84007,1661.54431,26583.50037,9679.9983,4961.60647,34.13962,78.21786
2021-08-17 15:00:00,3057.79674,3439.03307,28861.33637,9973.65912,4928.40606,61.35915,75.66352
2021-08-17 16:00:00,2624.45205,4249.59115,31264.1576,10490.14588,4951.23733,102.28698,87.2132
2021-08-17 17:00:00,2745.93694,4473.49079,33866.24514,10909.67345,4955.93796,122.2784,104.06999
2021-08-17 18:00:00,2863.31901,4326.29603,36236.15093,11296.35463,4938.8022,155.52133,109.39763
2021-08-17 19:00:00,3470.34075,4097.16407,37954.73019,11369.0263,4952.07002,175.21127,110.09813
2021-08-17 20:00:00,3996.00513,4185.22055,39414.57443,11622.50402,4958.08635,177.30925,69.13368
2021-08-17 21:00:00,4717.55305,4203.36049,40036.50693,11768.13082,4953.69636,172.04973,97.65435
2021-08-17 22:00:00,5464.14708,4016.26165,39586.58954,11712.76006,4955.52192,149.23201,92.75952
2021-08-17 23:00:00,6437.52653,3588.70602,38257.59087,11700.78294,4927.39698,150.40904,88.81793
2021-08-18 00:00:00,9917.93341,2231.35663,39453.68189,11777.76388,4898.12516,164.83864,48.38092
2021-08-18 01:00:00,9832.30921,1402.09168,37623.84539,11559.78182,4896.58647,135.9904,44.78917
2021-08-18 02:00:00,9785.487,658.92776,35081.75433,11209.88095,4893.59783,115.52754,37.70803
2021-08-18 03:00:00,9809.60532,169.54149,32565.75222,10694.227,4899.37034,99.30468,40.26303
2021-08-18 04:00:00,9743.45344,282.60769,30407.75921,10128.41101,4902.91931,70.26776,43.5541
2021-08-18 05:00:00,9669.46911,493.73204,28121.90272,9565.55018,4908.95602,55.39824,42.56309
2021-08-18 06:00:00,9660.09087,179.92999,25804.54685,9080.14459,4920.74595,40.16332,41.27845
2021-08-18 07:00:00,9606.21907,0,24104.20043,8567.76784,4928.2664,31.26569,36.10587
2021-08-18 08:00:00,9270.06199,0,23199.02155,8074.18081,4939.19818,8.18657,29.53583
2021-08-18 09:00:00,8866.87731,0,22278.25448,7847.1112,4949.90002,4.34193,26.92947
2021-08-18 10:00:00,8487.24703,0,22095.78477,7752.67921,4954.67488,16.14523,26.48567
2021-08-18 11:00:00,8222.30646,0,22189.97143,7968.22668,4957.35536,25.25012,23.4291
2021-08-18 12:00:00,8095.63786,261.99178,22197.74101,8369.22449,4960.58937,34.93784,20.2426
2021-08-18 13:00:00,8005.58527,855.82479,22898.4306,8973.0479,4965.03461,44.25658,52.40848
2021-08-18 14:00:00,7656.63927,1520.27472,24523.37982,9790.5918,4966.48117,71.01875,35.12521
2021-08-18 15:00:00,7395.34292,2372.10004,27256.75995,10522.95649,4956.39211,90.23957,26.63807
2021-08-18 16:00:00,7214.79257,3048.19799,29943.92061,10872.56058,4956.93839,112.90398,34.52721
2021-08-18 17:00:00,7041.21088,3811.66661,32455.15254,11188.18167,4926.35488,124.82413,16.64321
2021-08-18 18:00:00,7076.16367,4405.36331,34403.72745,11321.87275,4901.8036,138.0147,14.65492
2021-08-18 19:00:00,7016.16178,4857.10037,36221.61253,11367.9346,4884.80966,150.32716,37.22511
2021-08-18 20:00:00,7024.21249,4923.60776,37302.22121,11402.31331,4884.05783,147.71734,13.44527
2021-08-18 21:00:00,7297.76969,4583.42226,37955.30123,11445.52805,4890.33249,158.7192,23.82892
2021-08-18 22:00:00,7642.50756,3756.12189,37789.33105,11273.55032,4889.33221,156.59455,13.80695
2021-08-18 23:00:00,7871.67136,2849.14148,36616.18249,11070.24938,4889.54533,160.33346,25.27616
2021-08-19 00:00:00,11647.24267,2070.0067,38328.71394,12056.3156,4839.28786,170.87012,48.38092
2021-08-19 01:00:00,11645.41028,1298.26135,36441.76787,11798.18413,4837.77988,140.86295,44.78917
2021-08-19 02:00:00,11672.37603,606.70568,33861.63069,11408.18856,4834.83521,119.15108,37.70803
2021-08-19 03:00:00,11856.74176,151.32154,31308.9639,10847.89983,4840.59492,101.71985,40.26303
2021-08-19 04:00:00,12074.2856,262.03047,29107.59507,10234.80539,4844.33987,70.81671,43.5541
2021-08-19 05:00:00,12230.61348,458.18116,26810.12747,9634.11817,4850.39864,54.67495,42.56309
2021-08-19 06:00:00,12483.80338,170.01984,24529.5776,9119.22055,4862.07021,38.52659,41.27845
2021-08-19 07:00:00,12778.21349,0,22872.17727,8571.75296,4869.53851,29.23698,36.10587
2021-08-19 08:00:00,12864.42483,0,22025.53844,8046.51086,4880.29236,4.85988,29.53583
2021-08-19 09:00:00,12827.52223,0,21206.17388,7801.66816,4890.88356,0.55211,26.92947
2021-08-19 10:00:00,12665.97184,0,21142.74541,7701.26865,4895.72076,12.64558,26.48567
2021-08-19 11:00:00,12548.57401,0,21377.76504,7928.68731,4898.45108,22.12563,23.4291
2021-08-19 12:00:00,12448.83667,242.72959,21547.21047,8360.82486,4901.707,31.9921,20.2426
2021-08-19 13:00:00,12345.28859,798.48232,22384.79345,9009.79382,4906.11737,41.89721,52.40848
2021-08-19 14:00:00,11973.54781,1421.16688,24097.43305,9884.39445,4907.72442,69.54928,35.12521
2021-08-19 15:00:00,11611.78236,2213.56249,26856.25466,10676.91276,4898.03952,89.63327,26.63807
2021-08-19 16:00:00,11403.02764,2841.47427,29542.1175,11068.91422,4898.59197,113.39564,34.52721
2021-08-19 17:00:00,11134.58681,3554.50061,32024.35628,11422.47186,4869.05365,125.9385,16.64321
2021-08-19 18:00:00,11012.64714,4101.20851,33939.69851,11581.30991,4845.42348,139.87219,14.65492
2021-08-19 19:00:00,10821.06065,4522.78425,35691.57678,11641.62279,4829.03785,152.76634,37.22511
2021-08-19 20:00:00,10693.45396,4591.75962,36701.50364,11684.97364,4828.44898,150.68639,13.44527
2021-08-19 21:00:00,10608.94101,4279.40966,37253.732,11731.84094,4834.76485,162.85873,23.82892
2021-08-19 22:00:00,10667.25646,3510.83261,36990.5354,11549.24229,4833.9141,161.43251,13.80695
2021-08-19 23:00:00,10587.58786,2662.16671,35751.68574,11323.25912,4834.24449,165.5874,25.27616
2021-08-20 00:00:00,13447.78237,2003.28831,36540.13349,12541.46371,4738.67386,176.01424,48.38092
2021-08-20 01:00:00,13559.19606,1237.32241,34477.50383,12280.63035,4737.21835,144.62242,44.78917
2021-08-20 02:00:00,13700.88205,558.97873,31708.05313,11888.85201,4734.34945,122.36422,37.70803
2021-08-20 03:00:00,14030.82544,121.45103,28892.20704,11308.86357,4740.08647,104.69508,40.26303
2021-08-20 04:00:00,14372.15461,245.64477,26314.51551,10682.45405,4744.16691,73.53208,43.5541
2021-08-20 05:00:00,14609.14357,450.52411,23660.57888,10071.10241,4750.26349,57.53589,42.56309
2021-08-20 06:00:00,14974.48889,172.87995,21143.3424,9547.3856,4761.73275,41.64709,41.27845
2021-08-20 07:00:00,15390.98197,0,19268.6275,8976.63731,4769.11123,32.44133,36.10587
2021-08-20 08:00:00,15587.39558,0,18278.79945,8422.55358,4779.56139,7.99169,29.53583
2021-08-20 09:00:00,15622.97663,0,17472.21115,8156.09124,4789.96308,4.23055,26.92947
2021-08-20 10:00:00,15431.95537,0,17517.76585,8029.90384,4794.90723,17.23947,26.48567
2021-08-20 11:00:00,15224.19712,0,17977.38079,8252.37477,4797.72273,27.36969,23.4291
2021-08-20 12:00:00,14990.22411,244.33112,18529.58608,8687.59307,4801.01615,38.26548,20.2426
2021-08-20 13:00:00,14680.96512,802.85619,19777.59397,9352.98313,4805.3668,48.56104,52.40848
2021-08-20 14:00:00,14074.1235,1423.81894,21830.83611,10249.14202,4807.24822,77.18927,35.12521
2021-08-20 15:00:00,13501.15262,2209.53512,24830.20892,11060.79944,4798.25481,97.63479,26.63807
2021-08-20 16:00:00,13107.17103,2831.65584,27740.64256,11459.19253,4798.81776,121.80357,34.52721
2021-08-20 17:00:00,12659.70774,3531.10723,30393.44289,11819.43789,4771.06627,134.51239,16.64321
2021-08-20 18:00:00,12344.42613,4054.18065,32520.00861,11973.79337,4749.01121,148.58631,14.65492
2021-08-20 19:00:00,11924.51241,4454.78735,34436.32853,12037.50483,4733.66629,161.59069,37.22511
2021-08-20 20:00:00,11673.47069,4518.29986,35571.7309,12088.16291,4733.35581,158.47979,13.44527
2021-08-20 21:00:00,11515.01719,4205.4839,36132.29988,12140.46976,4739.7425,169.94787,23.82892
2021-08-20 22:00:00,11554.82163,3437.86948,35815.66795,11949.6055,4739.14746,167.41218,13.80695
2021-08-20 23:00:00,11481.7263,2592.22256,34544.01246,11709.05137,4739.67846,170.80288,25.27616
2021-08-18 00:00:00,7971.06637,2150.37449,34139.50124,11753.29536,4957.98543,139.62361,58.28645
2021-08-18 01:00:00,8515.56817,1044.17768,32414.0926,11540.51501,4967.98236,115.30874,86.4505
2021-08-18 02:00:00,8948.09103,314.25213,29976.54476,10893.93502,4963.61135,107.63403,0
2021-08-18 03:00:00,8793.28706,31.87926,27512.5446,10351.54566,4952.44424,83.14732,31.29936
2021-08-18 04:00:00,8846.03899,0,25093.0681,9686.96385,4942.86906,65.20974,40.10655
2021-08-18 05:00:00,8780.2228,0,23074.96066,9217.05744,4939.73396,41.80897,35.96095
2021-08-18 06:00:00,8632.97794,0,20926.35949,8365.57052,4935.91402,24.07622,24.86472
2021-08-18 07:00:00,8256.91293,0,19640.32566,7868.76663,4934.72007,27.77287,45.8787
2021-08-18 08:00:00,7978.73827,0,18858.51983,7480.57349,4931.012,21.51458,44.82473
2021-08-18 09:00:00,7266.3961,0,18756.06177,7465.60367,4930.67436,20.44613,53.74195
2021-08-18 10:00:00,7122.50355,0,19201.47286,7835.46489,4940.63795,16.11798,0
2021-08-18 11:00:00,6783.07975,16.59716,20140.3747,8171.59744,4934.344,26.0206,10.97337
2021-08-18 12:00:00,6448.05449,144.15521,21081.69481,8854.69183,4955.24462,30.99325,59.84943
2021-08-18 13:00:00,6169.6682,174.93237,22291.60033,9298.74475,4953.89497,36.4103,45.1979
2021-08-18 14:00:00,5912.10032,932.44432,24049.26253,9779.01038,4955.38042,32.90257,78.21786
2021-08-18 15:00:00,5856.50692,2341.50051,26371.80101,10099.09509,4923.22566,60.20878,75.66352
2021-08-18 16:00:00,5626.41198,3288.6657,28707.52815,10595.31525,4945.60895,101.75607,87.2132
2021-08-18 17:00:00,5605.31194,3630.15734,31309.94735,10997.03255,4950.62593,122.68875,104.06999
2021-08-18 18:00:00,5983.92717,3672.59803,33502.67562,11346.05782,4933.09805,154.73334,109.39763
2021-08-18 19:00:00,5887.35307,3737.86158,35127.20088,11453.29483,4946.42497,173.2084,110.09813
2021-08-18 20:00:00,6095.33556,3585.22966,36488.99963,11749.00925,4952.50241,174.36412,69.13368
2021-08-18 21:00:00,6798.14292,3621.02771,37172.34755,11865.36644,4947.68466,168.0893,97.65435
2021-08-18 22:00:00,6628.08869,3490.72976,37046.36157,11872.72208,4949.95851,147.12006,92.75952
2021-08-18 23:00:00,7110.83648,3137.97804,36095.06128,11807.76526,4922.15223,148.53368,88.81793
2021-08-19 00:00:00,11051.21429,2012.82077,37165.14324,12509.30208,4894.6211,166.91241,48.38092
2021-08-19 01:00:00,11064.37076,1286.89533,34916.09275,12191.91224,4893.08442,136.7342,44.78917
2021-08-19 02:00:00,11121.77068,625.11242,32010.91381,11741.96372,4890.09809,114.74609,37.70803
2021-08-19 03:00:00,11322.92516,176.41652,29216.67775,11113.68863,4895.87014,97.11715,40.26303
2021-08-19 04:00:00,11523.34986,265.86461,26871.10164,10427.81307,4899.43053,66.12069,43.5541
2021-08-19 05:00:00,11673.17348,435.63179,24582.33228,9768.91567,4905.46862,49.48276,42.56309
2021-08-19 06:00:00,11915.37036,156.67876,22446.0589,9208.08109,4917.25145,33.27576,41.27845
2021-08-19 07:00:00,12178.75319,0,21029.44627,8604.29978,4924.76898,24.0097,36.10587
2021-08-19 08:00:00,12215.02819,0,20525.29758,8027.02866,4935.68995,0.11498,29.53583
2021-08-19 09:00:00,12131.63776,0,20129.90856,7751.51138,4946.38531,0,26.92947
2021-08-19 10:00:00,11936.52712,0,20553.16741,7637.82731,4951.16387,8.03596,26.48567
2021-08-19 11:00:00,11784.48766,0,21323.3679,7878.87116,4953.84728,17.94328,23.4291
2021-08-19 12:00:00,11661.10835,222.38907,22009.04467,8353.08193,4957.08253,28.2236,20.2426
2021-08-19 13:00:00,11520.75055,738.48594,23278.53715,9067.22591,4961.52576,38.47545,52.40848
