UTC time,nat_gas,hydro
2023-03-02 00:00:00,169.0,48.0
2023-03-02 01:00:00,169.0,48.0
2023-03-02 02:00:00,174.0,48.0
2023-03-02 03:00:00,183.0,48.0
2023-03-02 04:00:00,233.0,48.0
2023-03-02 05:00:00,233.0,48.0
2023-03-02 06:00:00,233.0,48.0
2023-03-02 07:00:00,229.0,48.0
2023-03-02 08:00:00,208.0,48.0
2023-03-02 09:00:00,171.0,48.0
2023-03-02 10:00:00,170.0,48.0
2023-03-02 11:00:00,171.0,48.0
2023-03-02 12:00:00,170.0,48.0
2023-03-02 13:00:00,171.0,48.0
2023-03-02 14:00:00,185.0,48.0
2023-03-02 15:00:00,234.0,48.0
2023-03-02 16:00:00,173.0,48.0
2023-03-02 17:00:00,168.0,48.0
2023-03-02 18:00:00,168.0,48.0
2023-03-02 19:00:00,168.0,48.0
2023-03-02 20:00:00,168.0,48.0
2023-03-02 21:00:00,168.0,48.0
2023-03-02 22:00:00,168.0,48.0
2023-03-02 23:00:00,168.0,48.0
