UTC time,nat_gas,hydro
2023-09-17 00:00:00,237.0,70.0
2023-09-17 01:00:00,266.0,80.0
2023-09-17 02:00:00,300.0,80.0
2023-09-17 03:00:00,228.0,79.0
2023-09-17 04:00:00,203.0,80.0
2023-09-17 05:00:00,206.0,79.0
2023-09-17 06:00:00,199.0,79.0
2023-09-17 07:00:00,186.0,79.0
2023-09-17 08:00:00,203.0,79.0
2023-09-17 09:00:00,197.0,79.0
2023-09-17 10:00:00,197.0,79.0
2023-09-17 11:00:00,196.0,79.0
2023-09-17 12:00:00,193.0,79.0
2023-09-17 13:00:00,196.0,79.0
2023-09-17 14:00:00,202.0,79.0
2023-09-17 15:00:00,177.0,79.0
2023-09-17 16:00:00,163.0,79.0
2023-09-17 17:00:00,163.0,79.0
2023-09-17 18:00:00,164.0,79.0
2023-09-17 19:00:00,163.0,79.0
2023-09-17 20:00:00,163.0,79.0
2023-09-17 21:00:00,163.0,79.0
2023-09-17 22:00:00,164.0,80.0
2023-09-17 23:00:00,165.0,80.0
