UTC time,nat_gas,hydro
2023-04-02 00:00:00,77.0,97.0
2023-04-02 01:00:00,79.0,97.0
2023-04-02 02:00:00,88.0,97.0
2023-04-02 03:00:00,94.0,97.0
2023-04-02 04:00:00,96.0,97.0
2023-04-02 05:00:00,84.0,97.0
2023-04-02 06:00:00,80.0,97.0
2023-04-02 07:00:00,80.0,97.0
2023-04-02 08:00:00,82.0,97.0
2023-04-02 09:00:00,81.0,97.0
2023-04-02 10:00:00,81.0,97.0
2023-04-02 11:00:00,81.0,97.0
2023-04-02 12:00:00,82.0,97.0
2023-04-02 13:00:00,89.0,97.0
2023-04-02 14:00:00,97.0,97.0
2023-04-02 15:00:00,113.0,97.0
2023-04-02 16:00:00,139.0,97.0
2023-04-02 17:00:00,165.0,97.0
2023-04-02 18:00:00,165.0,97.0
2023-04-02 19:00:00,165.0,97.0
2023-04-02 20:00:00,170.0,97.0
2023-04-02 21:00:00,168.0,97.0
2023-04-02 22:00:00,164.0,96.0
2023-04-02 23:00:00,163.0,97.0
