Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
36720,2023-03-11 00:00:00,2024-07-17 00:00:00,3.1,256.15,216.0,96.0
36721,2023-03-11 01:00:00,2024-07-17 00:00:00,3.1,257.49,222.0,97.0
36722,2023-03-11 02:00:00,2024-07-17 00:00:00,3.1,257.74,225.0,98.0
36723,2023-03-11 03:00:00,2024-07-17 00:00:00,3.1,260.37,228.0,96.0
36724,2023-03-11 04:00:00,2024-07-17 00:00:00,3.1,261.51,229.0,95.0
36725,2023-03-11 05:00:00,2024-07-17 00:00:00,3.1,262.18,231.0,95.0
36726,2023-03-11 06:00:00,2024-07-17 00:00:00,3.1,259.12,222.0,95.0
36727,2023-03-11 07:00:00,2024-07-17 00:00:00,3.1,254.07,206.0,94.0
36728,2023-03-11 08:00:00,2024-07-17 00:00:00,3.1,249.65,195.0,94.0
36729,2023-03-11 09:00:00,2024-07-17 00:00:00,3.1,249.24,194.0,94.0
36730,2023-03-11 10:00:00,2024-07-17 00:00:00,3.1,250.03,198.0,95.0
36731,2023-03-11 11:00:00,2024-07-17 00:00:00,3.1,248.79,195.0,95.0
36732,2023-03-11 12:00:00,2024-07-17 00:00:00,3.1,250.07,196.0,94.0
36733,2023-03-11 13:00:00,2024-07-17 00:00:00,3.1,252.1,201.0,94.0
36734,2023-03-11 14:00:00,2024-07-17 00:00:00,3.1,256.61,215.0,95.0
36735,2023-03-11 15:00:00,2024-07-17 00:00:00,3.1,255.05,213.0,96.0
36736,2023-03-11 16:00:00,2024-07-17 00:00:00,3.1,250.81,202.0,96.0
36737,2023-03-11 17:00:00,2024-07-17 00:00:00,3.1,260.71,229.0,96.0
36738,2023-03-11 18:00:00,2024-07-17 00:00:00,3.1,260.03,227.0,96.0
36739,2023-03-11 19:00:00,2024-07-17 00:00:00,3.1,248.77,197.0,96.0
36740,2023-03-11 20:00:00,2024-07-17 00:00:00,3.1,241.3,180.0,96.0
36741,2023-03-11 21:00:00,2024-07-17 00:00:00,3.1,243.14,184.0,96.0
36742,2023-03-11 22:00:00,2024-07-17 00:00:00,3.1,239.41,176.0,96.0
36743,2023-03-11 23:00:00,2024-07-17 00:00:00,3.1,236.47,170.0,96.0
