UTC time,nat_gas,hydro
2023-08-04 00:00:00,190.0,96.0
2023-08-04 01:00:00,202.0,96.0
2023-08-04 02:00:00,204.0,96.0
2023-08-04 03:00:00,239.0,96.0
2023-08-04 04:00:00,255.0,96.0
2023-08-04 05:00:00,227.0,92.0
2023-08-04 06:00:00,218.0,91.0
2023-08-04 07:00:00,191.0,91.0
2023-08-04 08:00:00,177.0,91.0
2023-08-04 09:00:00,178.0,91.0
2023-08-04 10:00:00,166.0,82.0
2023-08-04 11:00:00,170.0,81.0
2023-08-04 12:00:00,187.0,81.0
2023-08-04 13:00:00,204.0,82.0
2023-08-04 14:00:00,201.0,81.0
2023-08-04 15:00:00,174.0,81.0
2023-08-04 16:00:00,167.0,81.0
2023-08-04 17:00:00,166.0,84.0
2023-08-04 18:00:00,166.0,84.0
2023-08-04 19:00:00,166.0,84.0
2023-08-04 20:00:00,166.0,85.0
2023-08-04 21:00:00,175.0,98.0
2023-08-04 22:00:00,175.0,99.0
2023-08-04 23:00:00,201.0,100.0
