UTC time,nat_gas,hydro
2023-04-21 00:00:00,50.0,99.0
2023-04-21 01:00:00,56.0,99.0
2023-04-21 02:00:00,139.0,99.0
2023-04-21 03:00:00,191.0,99.0
2023-04-21 04:00:00,192.0,99.0
2023-04-21 05:00:00,192.0,99.0
2023-04-21 06:00:00,192.0,99.0
2023-04-21 07:00:00,192.0,99.0
2023-04-21 08:00:00,177.0,99.0
2023-04-21 09:00:00,100.0,99.0
2023-04-21 10:00:00,89.0,99.0
2023-04-21 11:00:00,89.0,100.0
2023-04-21 12:00:00,99.0,99.0
2023-04-21 13:00:00,177.0,100.0
2023-04-21 14:00:00,191.0,99.0
2023-04-21 15:00:00,73.0,99.0
2023-04-21 16:00:00,54.0,99.0
2023-04-21 17:00:00,57.0,99.0
2023-04-21 18:00:00,43.0,98.0
2023-04-21 19:00:00,41.0,98.0
2023-04-21 20:00:00,42.0,98.0
2023-04-21 21:00:00,42.0,98.0
2023-04-21 22:00:00,42.0,98.0
2023-04-21 23:00:00,41.0,98.0
