UTC time,nat_gas,hydro
2023-04-18 00:00:00,43.0,97.0
2023-04-18 01:00:00,70.0,97.0
2023-04-18 02:00:00,147.0,97.0
2023-04-18 03:00:00,191.0,97.0
2023-04-18 04:00:00,191.0,97.0
2023-04-18 05:00:00,190.0,97.0
2023-04-18 06:00:00,190.0,97.0
2023-04-18 07:00:00,111.0,97.0
2023-04-18 08:00:00,52.0,97.0
2023-04-18 09:00:00,51.0,97.0
2023-04-18 10:00:00,43.0,97.0
2023-04-18 11:00:00,82.0,97.0
2023-04-18 12:00:00,86.0,98.0
2023-04-18 13:00:00,144.0,98.0
2023-04-18 14:00:00,176.0,97.0
2023-04-18 15:00:00,86.0,97.0
2023-04-18 16:00:00,51.0,96.0
2023-04-18 17:00:00,72.0,96.0
2023-04-18 18:00:00,40.0,96.0
2023-04-18 19:00:00,38.0,98.0
2023-04-18 20:00:00,40.0,99.0
2023-04-18 21:00:00,39.0,99.0
2023-04-18 22:00:00,40.0,99.0
2023-04-18 23:00:00,39.0,99.0
