UTC time,nat_gas,hydro
2023-06-15 00:00:00,165.0,98.0
2023-06-15 01:00:00,165.0,98.0
2023-06-15 02:00:00,179.0,99.0
2023-06-15 03:00:00,202.0,98.0
2023-06-15 04:00:00,220.0,99.0
2023-06-15 05:00:00,188.0,98.0
2023-06-15 06:00:00,170.0,99.0
2023-06-15 07:00:00,167.0,98.0
2023-06-15 08:00:00,172.0,99.0
2023-06-15 09:00:00,167.0,98.0
2023-06-15 10:00:00,166.0,99.0
2023-06-15 11:00:00,166.0,99.0
2023-06-15 12:00:00,167.0,99.0
2023-06-15 13:00:00,172.0,98.0
2023-06-15 14:00:00,171.0,98.0
2023-06-15 15:00:00,167.0,53.0
2023-06-15 16:00:00,167.0,52.0
2023-06-15 17:00:00,165.0,51.0
2023-06-15 18:00:00,165.0,51.0
2023-06-15 19:00:00,165.0,52.0
2023-06-15 20:00:00,168.0,52.0
2023-06-15 21:00:00,191.0,95.0
2023-06-15 22:00:00,203.0,99.0
2023-06-15 23:00:00,216.0,98.0
