UTC time,nat_gas,hydro
2023-12-07 00:00:00,371.0,11.0
2023-12-07 01:00:00,371.0,11.0
2023-12-07 02:00:00,370.0,11.0
2023-12-07 03:00:00,331.0,12.0
2023-12-07 04:00:00,276.0,12.0
2023-12-07 05:00:00,223.0,11.0
2023-12-07 06:00:00,216.0,11.0
2023-12-07 07:00:00,212.0,11.0
2023-12-07 08:00:00,200.0,11.0
2023-12-07 09:00:00,203.0,11.0
2023-12-07 10:00:00,203.0,11.0
2023-12-07 11:00:00,186.0,11.0
2023-12-07 12:00:00,166.0,10.0
2023-12-07 13:00:00,179.0,10.0
2023-12-07 14:00:00,194.0,10.0
2023-12-07 15:00:00,217.0,10.0
2023-12-07 16:00:00,256.0,8.0
2023-12-07 17:00:00,223.0,0.0
2023-12-07 18:00:00,246.0,0.0
2023-12-07 19:00:00,220.0,0.0
2023-12-07 20:00:00,266.0,0.0
2023-12-07 21:00:00,322.0,7.0
2023-12-07 22:00:00,234.0,38.0
2023-12-07 23:00:00,234.0,1.0
