Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
42096,2023-10-21 00:00:00,2024-07-17 00:00:00,3.1,327.88,288.0,37.0
42097,2023-10-21 01:00:00,2024-07-17 00:00:00,3.1,336.2,368.0,37.0
42098,2023-10-21 02:00:00,2024-07-17 00:00:00,3.1,338.24,394.0,37.0
42099,2023-10-21 03:00:00,2024-07-17 00:00:00,3.1,330.09,306.0,37.0
42100,2023-10-21 04:00:00,2024-07-17 00:00:00,3.1,332.39,327.0,37.0
42101,2023-10-21 05:00:00,2024-07-17 00:00:00,3.1,328.01,289.0,37.0
42102,2023-10-21 06:00:00,2024-07-17 00:00:00,3.1,319.11,232.0,37.0
42103,2023-10-21 07:00:00,2024-07-17 00:00:00,3.1,316.52,219.0,37.0
42104,2023-10-21 08:00:00,2024-07-17 00:00:00,3.1,312.96,203.0,37.0
42105,2023-10-21 09:00:00,2024-07-17 00:00:00,3.1,312.72,202.0,37.0
42106,2023-10-21 10:00:00,2024-07-17 00:00:00,3.1,314.09,191.0,34.0
42107,2023-10-21 11:00:00,2024-07-17 00:00:00,3.1,304.5,172.0,37.0
42108,2023-10-21 12:00:00,2024-07-17 00:00:00,3.1,304.18,171.0,37.0
42109,2023-10-21 13:00:00,2024-07-17 00:00:00,3.1,308.61,186.0,37.0
42110,2023-10-21 14:00:00,2024-07-17 00:00:00,3.1,313.2,204.0,37.0
42111,2023-10-21 15:00:00,2024-07-17 00:00:00,3.1,317.55,224.0,37.0
42112,2023-10-21 16:00:00,2024-07-17 00:00:00,3.1,308.88,187.0,37.0
42113,2023-10-21 17:00:00,2024-07-17 00:00:00,3.1,304.5,172.0,37.0
42114,2023-10-21 18:00:00,2024-07-17 00:00:00,3.1,303.22,168.0,37.0
42115,2023-10-21 19:00:00,2024-07-17 00:00:00,3.1,303.22,168.0,37.0
42116,2023-10-21 20:00:00,2024-07-17 00:00:00,3.1,303.22,168.0,37.0
42117,2023-10-21 21:00:00,2024-07-17 00:00:00,3.1,303.22,168.0,37.0
42118,2023-10-21 22:00:00,2024-07-17 00:00:00,3.1,303.22,168.0,37.0
42119,2023-10-21 23:00:00,2024-07-17 00:00:00,3.1,303.22,168.0,37.0
