UTC time,nat_gas,hydro
2023-02-18 00:00:00,169.0,36.0
2023-02-18 01:00:00,176.0,36.0
2023-02-18 02:00:00,210.0,36.0
2023-02-18 03:00:00,212.0,36.0
2023-02-18 04:00:00,216.0,35.0
2023-02-18 05:00:00,218.0,35.0
2023-02-18 06:00:00,220.0,35.0
2023-02-18 07:00:00,225.0,35.0
2023-02-18 08:00:00,204.0,35.0
2023-02-18 09:00:00,203.0,36.0
2023-02-18 10:00:00,195.0,36.0
2023-02-18 11:00:00,195.0,36.0
2023-02-18 12:00:00,204.0,36.0
2023-02-18 13:00:00,198.0,36.0
2023-02-18 14:00:00,198.0,36.0
2023-02-18 15:00:00,200.0,36.0
2023-02-18 16:00:00,184.0,36.0
2023-02-18 17:00:00,171.0,36.0
2023-02-18 18:00:00,169.0,36.0
2023-02-18 19:00:00,169.0,36.0
2023-02-18 20:00:00,168.0,36.0
2023-02-18 21:00:00,169.0,36.0
2023-02-18 22:00:00,168.0,36.0
2023-02-18 23:00:00,168.0,36.0
