Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
36648,2023-03-08 00:00:00,2024-07-17 00:00:00,3.1,306.34,231.0,48.0
36649,2023-03-08 01:00:00,2024-07-17 00:00:00,3.1,304.71,224.0,48.0
36650,2023-03-08 02:00:00,2024-07-17 00:00:00,3.1,306.8,233.0,48.0
36651,2023-03-08 03:00:00,2024-07-17 00:00:00,3.1,301.43,233.0,53.0
36652,2023-03-08 04:00:00,2024-07-17 00:00:00,3.1,264.45,233.0,93.0
36653,2023-03-08 05:00:00,2024-07-17 00:00:00,3.1,262.04,233.0,96.0
36654,2023-03-08 06:00:00,2024-07-17 00:00:00,3.1,261.24,233.0,97.0
36655,2023-03-08 07:00:00,2024-07-17 00:00:00,3.1,262.36,234.0,96.0
36656,2023-03-08 08:00:00,2024-07-17 00:00:00,3.1,262.69,235.0,96.0
36657,2023-03-08 09:00:00,2024-07-17 00:00:00,3.1,252.33,208.0,97.0
36658,2023-03-08 10:00:00,2024-07-17 00:00:00,3.1,253.85,212.0,97.0
36659,2023-03-08 11:00:00,2024-07-17 00:00:00,3.1,250.0,200.0,96.0
36660,2023-03-08 12:00:00,2024-07-17 00:00:00,3.1,251.2,203.0,96.0
36661,2023-03-08 13:00:00,2024-07-17 00:00:00,3.1,255.34,216.0,97.0
36662,2023-03-08 14:00:00,2024-07-17 00:00:00,3.1,257.24,219.0,96.0
36663,2023-03-08 15:00:00,2024-07-17 00:00:00,3.1,262.36,234.0,96.0
36664,2023-03-08 16:00:00,2024-07-17 00:00:00,3.1,264.44,243.0,97.0
36665,2023-03-08 17:00:00,2024-07-17 00:00:00,3.1,287.4,334.0,96.0
36666,2023-03-08 18:00:00,2024-07-17 00:00:00,3.1,282.3,309.0,96.0
36667,2023-03-08 19:00:00,2024-07-17 00:00:00,3.1,255.97,211.0,94.0
36668,2023-03-08 20:00:00,2024-07-17 00:00:00,3.1,237.86,171.0,95.0
36669,2023-03-08 21:00:00,2024-07-17 00:00:00,3.1,235.96,169.0,96.0
36670,2023-03-08 22:00:00,2024-07-17 00:00:00,3.1,236.35,168.0,95.0
36671,2023-03-08 23:00:00,2024-07-17 00:00:00,3.1,237.46,172.0,96.0
