Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
35232,2023-01-08 00:00:00,2024-07-17 00:00:00,3.1,362.91,216.0,81.0
35233,2023-01-08 01:00:00,2024-07-17 00:00:00,3.1,365.01,221.0,81.0
35234,2023-01-08 02:00:00,2024-07-17 00:00:00,3.1,367.84,228.0,81.0
35235,2023-01-08 03:00:00,2024-07-17 00:00:00,3.1,362.33,212.0,80.0
35236,2023-01-08 04:00:00,2024-07-17 00:00:00,3.1,362.14,201.0,76.0
35237,2023-01-08 05:00:00,2024-07-17 00:00:00,3.1,376.74,218.0,70.0
35238,2023-01-08 06:00:00,2024-07-17 00:00:00,3.1,373.08,209.0,70.0
35239,2023-01-08 07:00:00,2024-07-17 00:00:00,3.1,381.94,212.0,64.0
35240,2023-01-08 08:00:00,2024-07-17 00:00:00,3.1,395.69,201.0,51.0
35241,2023-01-08 09:00:00,2024-07-17 00:00:00,3.1,402.73,217.0,50.0
35242,2023-01-08 10:00:00,2024-07-17 00:00:00,3.1,401.07,212.0,50.0
35243,2023-01-08 11:00:00,2024-07-17 00:00:00,3.1,400.38,210.0,50.0
35244,2023-01-08 12:00:00,2024-07-17 00:00:00,3.1,403.38,219.0,50.0
35245,2023-01-08 13:00:00,2024-07-17 00:00:00,3.1,402.41,216.0,50.0
35246,2023-01-08 14:00:00,2024-07-17 00:00:00,3.1,400.73,211.0,50.0
35247,2023-01-08 15:00:00,2024-07-17 00:00:00,3.1,403.06,218.0,50.0
35248,2023-01-08 16:00:00,2024-07-17 00:00:00,3.1,401.74,214.0,50.0
35249,2023-01-08 17:00:00,2024-07-17 00:00:00,3.1,402.41,216.0,50.0
35250,2023-01-08 18:00:00,2024-07-17 00:00:00,3.1,388.7,180.0,50.0
35251,2023-01-08 19:00:00,2024-07-17 00:00:00,3.1,383.61,169.0,50.0
35252,2023-01-08 20:00:00,2024-07-17 00:00:00,3.1,383.12,168.0,50.0
35253,2023-01-08 21:00:00,2024-07-17 00:00:00,3.1,388.7,180.0,50.0
35254,2023-01-08 22:00:00,2024-07-17 00:00:00,3.1,385.52,173.0,50.0
35255,2023-01-08 23:00:00,2024-07-17 00:00:00,3.1,390.85,185.0,50.0
