UTC time,nat_gas,hydro
2023-01-07 00:00:00,186.0,55.0
2023-01-07 01:00:00,224.0,55.0
2023-01-07 02:00:00,234.0,64.0
2023-01-07 03:00:00,212.0,63.0
2023-01-07 04:00:00,212.0,59.0
2023-01-07 05:00:00,201.0,59.0
2023-01-07 06:00:00,195.0,59.0
2023-01-07 07:00:00,217.0,59.0
2023-01-07 08:00:00,218.0,59.0
2023-01-07 09:00:00,230.0,59.0
2023-01-07 10:00:00,233.0,59.0
2023-01-07 11:00:00,230.0,59.0
2023-01-07 12:00:00,231.0,60.0
2023-01-07 13:00:00,232.0,59.0
2023-01-07 14:00:00,225.0,59.0
2023-01-07 15:00:00,228.0,60.0
2023-01-07 16:00:00,207.0,76.0
2023-01-07 17:00:00,179.0,79.0
2023-01-07 18:00:00,194.0,79.0
2023-01-07 19:00:00,189.0,80.0
2023-01-07 20:00:00,174.0,80.0
2023-01-07 21:00:00,175.0,80.0
2023-01-07 22:00:00,178.0,81.0
2023-01-07 23:00:00,202.0,81.0
