UTC time,nat_gas,hydro
2023-08-30 00:00:00,196.0,46.0
2023-08-30 01:00:00,196.0,46.0
2023-08-30 02:00:00,198.0,46.0
2023-08-30 03:00:00,198.0,46.0
2023-08-30 04:00:00,182.0,46.0
2023-08-30 05:00:00,198.0,41.0
2023-08-30 06:00:00,192.0,31.0
2023-08-30 07:00:00,172.0,30.0
2023-08-30 08:00:00,174.0,30.0
2023-08-30 09:00:00,182.0,30.0
2023-08-30 10:00:00,179.0,30.0
2023-08-30 11:00:00,172.0,30.0
2023-08-30 12:00:00,183.0,30.0
2023-08-30 13:00:00,183.0,30.0
2023-08-30 14:00:00,199.0,29.0
2023-08-30 15:00:00,192.0,30.0
2023-08-30 16:00:00,169.0,30.0
2023-08-30 17:00:00,167.0,30.0
2023-08-30 18:00:00,166.0,30.0
2023-08-30 19:00:00,162.0,31.0
2023-08-30 20:00:00,176.0,31.0
2023-08-30 21:00:00,177.0,36.0
2023-08-30 22:00:00,180.0,45.0
2023-08-30 23:00:00,189.0,37.0
