Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
39264,2023-06-25 00:00:00,2024-07-17 00:00:00,3.1,314.59,164.0,99.0
39265,2023-06-25 01:00:00,2024-07-17 00:00:00,3.1,317.86,169.0,99.0
39266,2023-06-25 02:00:00,2024-07-17 00:00:00,3.1,336.73,202.0,99.0
39267,2023-06-25 03:00:00,2024-07-17 00:00:00,3.1,352.86,235.0,98.0
39268,2023-06-25 04:00:00,2024-07-17 00:00:00,3.1,352.45,234.0,98.0
39269,2023-06-25 05:00:00,2024-07-17 00:00:00,3.1,351.61,232.0,98.0
39270,2023-06-25 06:00:00,2024-07-17 00:00:00,3.1,350.62,232.0,99.0
39271,2023-06-25 07:00:00,2024-07-17 00:00:00,3.1,351.61,232.0,98.0
39272,2023-06-25 08:00:00,2024-07-17 00:00:00,3.1,343.08,215.0,99.0
39273,2023-06-25 09:00:00,2024-07-17 00:00:00,3.1,326.4,183.0,99.0
39274,2023-06-25 10:00:00,2024-07-17 00:00:00,3.1,320.86,172.0,98.0
39275,2023-06-25 11:00:00,2024-07-17 00:00:00,3.1,312.56,161.0,99.0
39276,2023-06-25 12:00:00,2024-07-17 00:00:00,3.1,315.91,166.0,99.0
39277,2023-06-25 13:00:00,2024-07-17 00:00:00,3.1,321.01,174.0,99.0
39278,2023-06-25 14:00:00,2024-07-17 00:00:00,3.1,322.1,174.0,98.0
39279,2023-06-25 15:00:00,2024-07-17 00:00:00,3.1,314.59,164.0,99.0
39280,2023-06-25 16:00:00,2024-07-17 00:00:00,3.1,314.59,164.0,99.0
39281,2023-06-25 17:00:00,2024-07-17 00:00:00,3.1,319.76,172.0,99.0
39282,2023-06-25 18:00:00,2024-07-17 00:00:00,3.1,322.24,176.0,99.0
39283,2023-06-25 19:00:00,2024-07-17 00:00:00,3.1,326.32,181.0,98.0
39284,2023-06-25 20:00:00,2024-07-17 00:00:00,3.1,315.69,164.0,98.0
39285,2023-06-25 21:00:00,2024-07-17 00:00:00,3.1,313.92,163.0,99.0
39286,2023-06-25 22:00:00,2024-07-17 00:00:00,3.1,318.5,170.0,99.0
39287,2023-06-25 23:00:00,2024-07-17 00:00:00,3.1,320.23,171.0,98.0
