Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
39288,2023-06-26 00:00:00,2024-07-17 00:00:00,3.1,334.14,195.0,98.0
39289,2023-06-26 01:00:00,2024-07-17 00:00:00,3.1,320.39,173.0,99.0
39290,2023-06-26 02:00:00,2024-07-17 00:00:00,3.1,333.07,193.0,98.0
39291,2023-06-26 03:00:00,2024-07-17 00:00:00,3.1,353.27,236.0,98.0
39292,2023-06-26 04:00:00,2024-07-17 00:00:00,3.1,352.86,235.0,98.0
39293,2023-06-26 05:00:00,2024-07-17 00:00:00,3.1,352.03,233.0,98.0
39294,2023-06-26 06:00:00,2024-07-17 00:00:00,3.1,344.47,218.0,99.0
39295,2023-06-26 07:00:00,2024-07-17 00:00:00,3.1,344.56,216.0,98.0
39296,2023-06-26 08:00:00,2024-07-17 00:00:00,3.1,341.24,209.0,98.0
39297,2023-06-26 09:00:00,2024-07-17 00:00:00,3.1,331.98,191.0,98.0
39298,2023-06-26 10:00:00,2024-07-17 00:00:00,3.1,328.06,184.0,98.0
39299,2023-06-26 11:00:00,2024-07-17 00:00:00,3.1,328.13,186.0,99.0
39300,2023-06-26 12:00:00,2024-07-17 00:00:00,3.1,329.76,187.0,98.0
39301,2023-06-26 13:00:00,2024-07-17 00:00:00,3.1,332.01,193.0,99.0
39302,2023-06-26 14:00:00,2024-07-17 00:00:00,3.1,325.82,182.0,99.0
39303,2023-06-26 15:00:00,2024-07-17 00:00:00,3.1,324.05,179.0,99.0
39304,2023-06-26 16:00:00,2024-07-17 00:00:00,3.1,334.67,198.0,99.0
39305,2023-06-26 17:00:00,2024-07-17 00:00:00,3.1,348.92,228.0,99.0
39306,2023-06-26 18:00:00,2024-07-17 00:00:00,3.1,341.18,211.0,99.0
39307,2023-06-26 19:00:00,2024-07-17 00:00:00,3.1,339.24,207.0,99.0
39308,2023-06-26 20:00:00,2024-07-17 00:00:00,3.1,340.21,209.0,99.0
39309,2023-06-26 21:00:00,2024-07-17 00:00:00,3.1,347.29,222.0,98.0
39310,2023-06-26 22:00:00,2024-07-17 00:00:00,3.1,345.38,220.0,99.0
39311,2023-06-26 23:00:00,2024-07-17 00:00:00,3.1,345.02,217.0,98.0
