UTC time,nat_gas,hydro
2023-05-21 00:00:00,173.0,99.0
2023-05-21 01:00:00,185.0,98.0
2023-05-21 02:00:00,206.0,98.0
2023-05-21 03:00:00,196.0,98.0
2023-05-21 04:00:00,198.0,99.0
2023-05-21 05:00:00,216.0,98.0
2023-05-21 06:00:00,214.0,98.0
2023-05-21 07:00:00,198.0,98.0
2023-05-21 08:00:00,175.0,98.0
2023-05-21 09:00:00,174.0,99.0
2023-05-21 10:00:00,166.0,99.0
2023-05-21 11:00:00,166.0,98.0
2023-05-21 12:00:00,166.0,98.0
2023-05-21 13:00:00,164.0,99.0
2023-05-21 14:00:00,175.0,98.0
2023-05-21 15:00:00,165.0,98.0
2023-05-21 16:00:00,165.0,98.0
2023-05-21 17:00:00,164.0,99.0
2023-05-21 18:00:00,164.0,99.0
2023-05-21 19:00:00,163.0,98.0
2023-05-21 20:00:00,164.0,98.0
2023-05-21 21:00:00,164.0,99.0
2023-05-21 22:00:00,164.0,98.0
2023-05-21 23:00:00,184.0,98.0
