UTC time,nat_gas,hydro
2023-04-06 00:00:00,174.0,98.0
2023-04-06 01:00:00,166.0,98.0
2023-04-06 02:00:00,214.0,98.0
2023-04-06 03:00:00,319.0,98.0
2023-04-06 04:00:00,326.0,97.0
2023-04-06 05:00:00,271.0,97.0
2023-04-06 06:00:00,238.0,97.0
2023-04-06 07:00:00,218.0,97.0
2023-04-06 08:00:00,226.0,97.0
2023-04-06 09:00:00,210.0,97.0
2023-04-06 10:00:00,225.0,97.0
2023-04-06 11:00:00,210.0,97.0
2023-04-06 12:00:00,214.0,97.0
2023-04-06 13:00:00,225.0,97.0
2023-04-06 14:00:00,233.0,97.0
2023-04-06 15:00:00,186.0,97.0
2023-04-06 16:00:00,257.0,97.0
2023-04-06 17:00:00,247.0,97.0
2023-04-06 18:00:00,221.0,97.0
2023-04-06 19:00:00,184.0,97.0
2023-04-06 20:00:00,176.0,97.0
2023-04-06 21:00:00,174.0,97.0
2023-04-06 22:00:00,171.0,97.0
2023-04-06 23:00:00,203.0,97.0
