Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
38088,2023-05-07 00:00:00,2024-07-17 00:00:00,3.1,282.42,974.0,190.0,1038.0,245.0,0.0,400.0,23.0
38089,2023-05-07 01:00:00,2024-07-17 00:00:00,3.1,283.73,972.0,192.0,1038.0,245.0,0.0,383.0,24.0
38090,2023-05-07 02:00:00,2024-07-17 00:00:00,3.1,287.02,972.0,191.0,1037.0,244.0,0.0,355.0,21.0
38091,2023-05-07 03:00:00,2024-07-17 00:00:00,3.1,279.59,966.0,189.0,1037.0,274.0,31.0,358.0,21.0
38092,2023-05-07 04:00:00,2024-07-17 00:00:00,3.1,252.85,969.0,191.0,1038.0,411.0,267.0,294.0,22.0
38093,2023-05-07 05:00:00,2024-07-17 00:00:00,3.1,215.86,968.0,186.0,1038.0,556.0,714.0,241.0,24.0
38094,2023-05-07 06:00:00,2024-07-17 00:00:00,3.1,195.52,970.0,181.0,1037.0,544.0,1116.0,240.0,25.0
38095,2023-05-07 07:00:00,2024-07-17 00:00:00,3.1,194.87,976.0,181.0,1038.0,342.0,1390.0,198.0,25.0
38096,2023-05-07 08:00:00,2024-07-17 00:00:00,3.1,186.43,974.0,177.0,1037.0,382.0,1550.0,177.0,25.0
38097,2023-05-07 09:00:00,2024-07-17 00:00:00,3.1,192.37,985.0,176.0,1036.0,256.0,1609.0,147.0,21.0
38098,2023-05-07 10:00:00,2024-07-17 00:00:00,3.1,192.79,965.0,175.0,1037.0,199.0,1609.0,134.0,21.0
38099,2023-05-07 11:00:00,2024-07-17 00:00:00,3.1,195.91,966.0,175.0,1038.0,180.0,1551.0,146.0,22.0
38100,2023-05-07 12:00:00,2024-07-17 00:00:00,3.1,203.29,962.0,175.0,1037.0,179.0,1410.0,130.0,22.0
38101,2023-05-07 13:00:00,2024-07-17 00:00:00,3.1,213.84,966.0,175.0,1036.0,207.0,1200.0,129.0,23.0
38102,2023-05-07 14:00:00,2024-07-17 00:00:00,3.1,234.82,990.0,182.0,1036.0,325.0,850.0,85.0,23.0
38103,2023-05-07 15:00:00,2024-07-17 00:00:00,3.1,237.32,1012.0,188.0,1038.0,756.0,458.0,60.0,22.0
38104,2023-05-07 16:00:00,2024-07-17 00:00:00,3.1,247.07,1032.0,190.0,1036.0,1013.0,116.0,50.0,22.0
38105,2023-05-07 17:00:00,2024-07-17 00:00:00,3.1,246.36,1003.0,193.0,1036.0,1083.0,4.0,42.0,23.0
38106,2023-05-07 18:00:00,2024-07-17 00:00:00,3.1,259.38,1055.0,194.0,1037.0,1041.0,0.0,16.0,25.0
38107,2023-05-07 19:00:00,2024-07-17 00:00:00,3.1,289.07,1080.0,195.0,1036.0,723.0,0.0,30.0,25.0
38108,2023-05-07 20:00:00,2024-07-17 00:00:00,3.1,323.56,1115.0,188.0,1037.0,446.0,0.0,24.0,24.0
38109,2023-05-07 21:00:00,2024-07-17 00:00:00,3.1,323.93,1032.0,188.0,1037.0,322.0,0.0,34.0,23.0
38110,2023-05-07 22:00:00,2024-07-17 00:00:00,3.1,332.89,1017.0,190.0,1037.0,240.0,0.0,26.0,23.0
38111,2023-05-07 23:00:00,2024-07-17 00:00:00,3.1,332.69,1008.0,190.0,1037.0,240.0,0.0,17.0,22.0
