UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-06-11 00:00:00,559.0,159.0,2084.0,590.0,0.0,110.0,24.0
2023-06-11 01:00:00,554.0,157.0,2082.0,612.0,0.0,97.0,25.0
2023-06-11 02:00:00,560.0,156.0,2083.0,613.0,2.0,121.0,24.0
2023-06-11 03:00:00,576.0,159.0,2082.0,626.0,85.0,119.0,23.0
2023-06-11 04:00:00,561.0,155.0,2084.0,685.0,282.0,92.0,24.0
2023-06-11 05:00:00,559.0,154.0,2083.0,724.0,621.0,61.0,28.0
2023-06-11 06:00:00,563.0,151.0,2082.0,796.0,921.0,83.0,24.0
2023-06-11 07:00:00,567.0,151.0,2083.0,787.0,1227.0,83.0,25.0
2023-06-11 08:00:00,561.0,147.0,2082.0,605.0,1311.0,63.0,24.0
2023-06-11 09:00:00,558.0,147.0,2083.0,518.0,1346.0,55.0,24.0
2023-06-11 10:00:00,561.0,146.0,2083.0,405.0,1178.0,52.0,21.0
2023-06-11 11:00:00,642.0,144.0,2082.0,231.0,916.0,47.0,22.0
2023-06-11 12:00:00,606.0,147.0,2082.0,197.0,810.0,34.0,24.0
2023-06-11 13:00:00,632.0,148.0,2081.0,264.0,742.0,20.0,23.0
2023-06-11 14:00:00,653.0,149.0,2082.0,492.0,530.0,8.0,24.0
2023-06-11 15:00:00,617.0,152.0,2083.0,812.0,336.0,7.0,26.0
2023-06-11 16:00:00,596.0,161.0,2083.0,946.0,125.0,6.0,28.0
2023-06-11 17:00:00,621.0,168.0,2083.0,1094.0,23.0,11.0,27.0
2023-06-11 18:00:00,610.0,168.0,2082.0,1111.0,0.0,32.0,26.0
2023-06-11 19:00:00,584.0,169.0,2082.0,911.0,0.0,40.0,26.0
2023-06-11 20:00:00,583.0,169.0,2083.0,760.0,0.0,46.0,27.0
2023-06-11 21:00:00,593.0,169.0,2084.0,700.0,0.0,40.0,26.0
2023-06-11 22:00:00,579.0,170.0,2085.0,607.0,0.0,41.0,25.0
2023-06-11 23:00:00,574.0,171.0,2085.0,579.0,0.0,124.0,25.0
